Index,Date,Team1,Team2,Team1_country,Team2_country,Map,Team1_Score,Team2_Score,Event
253,18/10/21,Unique,MOUZ NXT,Kazakhstan,Europe,Mirage,11,16,Pinnacle Fall Series 2
254,18/10/21,MOUZ NXT,Unique,Europe,Kazakhstan,Ancient,13,16,Pinnacle Fall Series 2
255,18/10/21,Unique,MOUZ NXT,Kazakhstan,Europe,Inferno,13,16,Pinnacle Fall Series 2
256,18/10/21,Galaxy Racer,Lyngby Vikings,Sweden,Denmark,Vertigo,6,16,Pinnacle Fall Series 2
257,18/10/21,Lyngby Vikings,Galaxy Racer,Denmark,Sweden,Inferno,16,14,Pinnacle Fall Series 2
258,18/10/21,Party Astronauts,Extra Salt,United States,North America,Nuke,22,20,ESEA Premier Season 38 North America
259,18/10/21,Extra Salt,Party Astronauts,North America,United States,Ancient,11,16,ESEA Premier Season 38 North America
260,18/10/21,Party Astronauts,Extra Salt,United States,North America,Overpass,7,16,ESEA Premier Season 38 North America
261,18/10/21,Extra Salt,Party Astronauts,North America,United States,Inferno,6,16,ESEA Premier Season 38 North America
262,18/10/21,Bad News Bears,TeamOne,United States,Brazil,Mirage,16,8,ESEA Autumn 2021 Cash Cup 2 North America
263,18/10/21,TeamOne,Bad News Bears,Brazil,United States,Inferno,4,16,ESEA Autumn 2021 Cash Cup 2 North America
264,17/10/21,Sharks,INDE IRAE,Brazil,Russia,Nuke,13,16,Malta Vibes Knockout Series 3
265,17/10/21,INDE IRAE,Sharks,Russia,Brazil,Vertigo,9,16,Malta Vibes Knockout Series 3
266,17/10/21,Sharks,INDE IRAE,Brazil,Russia,Ancient,13,16,Malta Vibes Knockout Series 3
267,17/10/21,AGO,Anonymo,Poland,Poland,Nuke,16,6,ESEA Premier Season 38 Europe
268,17/10/21,Anonymo,AGO,Poland,Poland,Dust2,17,19,ESEA Premier Season 38 Europe
269,17/10/21,MAD Lions,Liquid,Europe,United States,Inferno,13,16,BLAST Premier Fall Showdown 2021
270,17/10/21,Liquid,MAD Lions,United States,Europe,Nuke,16,9,BLAST Premier Fall Showdown 2021
271,17/10/21,OG,Heroic,Europe,Denmark,Overpass,11,16,BLAST Premier Fall Showdown 2021
272,17/10/21,Heroic,OG,Denmark,Europe,Inferno,16,12,BLAST Premier Fall Showdown 2021
273,16/10/21,Liquid,Virtus.pro,United States,CIS,Overpass,16,12,BLAST Premier Fall Showdown 2021
274,16/10/21,Virtus.pro,Liquid,CIS,United States,Vertigo,16,9,BLAST Premier Fall Showdown 2021
275,16/10/21,Liquid,Virtus.pro,United States,CIS,Inferno,16,14,BLAST Premier Fall Showdown 2021
276,16/10/21,Entropiq,9z,Russia,South America,Overpass,14,16,IEM Winter 2021 Europe Open Qualifier 2
277,16/10/21,9z,Entropiq,South America,Russia,Ancient,8,16,IEM Winter 2021 Europe Open Qualifier 2
278,16/10/21,9z,Entropiq,South America,Russia,Mirage,16,8,IEM Winter 2021 Europe Open Qualifier 2
279,16/10/21,Anonymo,BLINK,Poland,Albania,Vertigo,16,11,ESEA Premier Season 38 Europe
280,16/10/21,Anonymo,BLINK,Poland,Albania,Mirage,16,12,ESEA Premier Season 38 Europe
281,16/10/21,Copenhagen Flames,Endpoint,Denmark,United Kingdom,Vertigo,16,14,ESEA Premier Season 38 Europe Relegation
282,16/10/21,Copenhagen Flames,Endpoint,Denmark,United Kingdom,Dust2,15,19,ESEA Premier Season 38 Europe Relegation
283,16/10/21,Endpoint,Copenhagen Flames,United Kingdom,Denmark,Ancient,12,16,ESEA Premier Season 38 Europe Relegation
284,16/10/21,MAD Lions,G2,Europe,Europe,Inferno,19,17,BLAST Premier Fall Showdown 2021
285,16/10/21,MAD Lions,G2,Europe,Europe,Mirage,19,16,BLAST Premier Fall Showdown 2021
286,16/10/21,G2,MAD Lions,Europe,Europe,Ancient,16,4,BLAST Premier Fall Showdown 2021
287,15/10/21,9z,Finest,South America,Europe,Dust2,16,11,IEM Winter 2021 Europe Open Qualifier 2
288,15/10/21,DBL PONEY,BLINK,France,Albania,Ancient,13,16,ESEA Premier Season 38 Europe
289,15/10/21,DBL PONEY,BLINK,France,Albania,Vertigo,11,16,ESEA Premier Season 38 Europe
290,15/10/21,Fiend,Copenhagen Flames,Bulgaria,Denmark,Nuke,16,8,Elisa Invitational Fall 2021
291,15/10/21,Fiend,Copenhagen Flames,Bulgaria,Denmark,Inferno,16,2,Elisa Invitational Fall 2021
292,15/10/21,Nemiga,Movistar Riders,Belarus,Spain,Inferno,5,16,ESEA Premier Season 38 Europe Relegation
293,15/10/21,Movistar Riders,Nemiga,Spain,Belarus,Mirage,16,11,ESEA Premier Season 38 Europe Relegation
294,15/10/21,1WIN,Endpoint,Russia,United Kingdom,Mirage,16,12,ESEA Premier Season 38 Europe Relegation
295,15/10/21,Endpoint,1WIN,United Kingdom,Russia,Vertigo,14,16,ESEA Premier Season 38 Europe Relegation
296,15/10/21,Complexity,OG,Europe,Europe,Dust2,12,16,BLAST Premier Fall Showdown 2021
297,15/10/21,OG,Complexity,Europe,Europe,Mirage,16,0,BLAST Premier Fall Showdown 2021
298,15/10/21,Copenhagen Flames,Gambit,Denmark,Russia,Mirage,16,13,Elisa Invitational Fall 2021
299,15/10/21,Gambit,Copenhagen Flames,Russia,Denmark,Ancient,13,16,Elisa Invitational Fall 2021
300,15/10/21,Dignitas,Heroic,Sweden,Denmark,Overpass,13,16,BLAST Premier Fall Showdown 2021
301,15/10/21,Heroic,Dignitas,Denmark,Sweden,Nuke,19,16,BLAST Premier Fall Showdown 2021
302,15/10/21,1WIN,FunPlus Phoenix,Russia,Europe,Nuke,9,16,Pinnacle Fall Series 2
303,15/10/21,FunPlus Phoenix,1WIN,Europe,Russia,Dust2,16,9,Pinnacle Fall Series 2
304,15/10/21,Lyngby Vikings,Fiend,Denmark,Bulgaria,Mirage,7,16,Elisa Invitational Fall 2021
305,15/10/21,Fiend,Lyngby Vikings,Bulgaria,Denmark,Ancient,16,11,Elisa Invitational Fall 2021
306,15/10/21,MAD Lions,Evil Geniuses,Europe,North America,Dust2,16,12,BLAST Premier Fall Showdown 2021
307,15/10/21,Evil Geniuses,MAD Lions,North America,Europe,Nuke,13,16,BLAST Premier Fall Showdown 2021
308,15/10/21,INDE IRAE,Unique,Russia,Kazakhstan,Overpass,10,16,Pinnacle Fall Series 2
309,15/10/21,Unique,INDE IRAE,Kazakhstan,Russia,Mirage,16,14,Pinnacle Fall Series 2
310,14/10/21,Copenhagen Flames,fnatic,Denmark,Europe,Overpass,16,14,Elisa Invitational Fall 2021
311,14/10/21,fnatic,Copenhagen Flames,Europe,Denmark,Vertigo,12,16,Elisa Invitational Fall 2021
312,14/10/21,Anonymo,AGO,Poland,Poland,Vertigo,16,19,ESEA Premier Season 38 Europe
313,14/10/21,Anonymo,AGO,Poland,Poland,Ancient,16,14,ESEA Premier Season 38 Europe
314,14/10/21,AGO,Anonymo,Poland,Poland,Mirage,16,10,ESEA Premier Season 38 Europe
315,14/10/21,LDLC,BLINK,France,Albania,Mirage,8,16,ESEA Premier Season 38 Europe
316,14/10/21,BLINK,LDLC,Albania,France,Dust2,16,8,ESEA Premier Season 38 Europe
317,14/10/21,9z,Liquid,South America,United States,Inferno,6,16,BLAST Premier Fall Showdown 2021
318,14/10/21,Liquid,9z,United States,South America,Nuke,16,3,BLAST Premier Fall Showdown 2021
319,14/10/21,Lyngby Vikings,ENCE,Denmark,Europe,Ancient,16,1,Elisa Invitational Fall 2021
320,14/10/21,Lyngby Vikings,ENCE,Denmark,Europe,Dust2,14,16,Elisa Invitational Fall 2021
321,14/10/21,ENCE,Lyngby Vikings,Europe,Denmark,Vertigo,11,16,Elisa Invitational Fall 2021
322,14/10/21,Movistar Riders,Virtus.pro,Spain,CIS,Mirage,8,16,BLAST Premier Fall Showdown 2021
323,14/10/21,Virtus.pro,Movistar Riders,CIS,Spain,Vertigo,16,14,BLAST Premier Fall Showdown 2021
324,14/10/21,HAVU,Unique,Finland,Kazakhstan,Ancient,16,10,Pinnacle Fall Series 2
325,14/10/21,Unique,HAVU,Kazakhstan,Finland,Mirage,8,16,Pinnacle Fall Series 2
326,14/10/21,K23,INDE IRAE,Russia,Russia,Ancient,8,16,Pinnacle Fall Series 2
327,14/10/21,INDE IRAE,K23,Russia,Russia,Inferno,16,14,Pinnacle Fall Series 2
328,14/10/21,K23,INDE IRAE,Russia,Russia,Nuke,16,14,Pinnacle Fall Series 2
329,14/10/21,SKADE,Galaxy Racer,Bulgaria,Sweden,Overpass,4,16,Pinnacle Fall Series 2
330,14/10/21,Galaxy Racer,SKADE,Sweden,Bulgaria,Dust2,16,10,Pinnacle Fall Series 2
331,14/10/21,Party Astronauts,Extra Salt,United States,North America,Nuke,9,16,ESEA Premier Season 38 North America
332,14/10/21,Party Astronauts,Extra Salt,United States,North America,Overpass,12,16,ESEA Premier Season 38 North America
333,14/10/21,Extra Salt,Party Astronauts,North America,United States,Inferno,10,16,ESEA Premier Season 38 North America
334,13/10/21,Fiend,BIG,Bulgaria,Germany,Nuke,16,7,Elisa Invitational Fall 2021
335,13/10/21,BIG,Fiend,Germany,Bulgaria,Inferno,9,16,Elisa Invitational Fall 2021
336,13/10/21,AGO,DBL PONEY,Poland,France,Vertigo,16,6,ESEA Premier Season 38 Europe
337,13/10/21,DBL PONEY,AGO,France,Poland,Ancient,5,16,ESEA Premier Season 38 Europe
338,13/10/21,Anonymo,BLINK,Poland,Albania,Inferno,16,14,ESEA Premier Season 38 Europe
339,13/10/21,BLINK,Anonymo,Albania,Poland,Vertigo,17,19,ESEA Premier Season 38 Europe
340,13/10/21,Sprout,LDLC,Germany,France,Dust2,12,16,ESEA Premier Season 38 Europe
341,13/10/21,Sprout,LDLC,Germany,France,Inferno,16,13,ESEA Premier Season 38 Europe
342,13/10/21,LDLC,Sprout,France,Germany,Vertigo,16,8,ESEA Premier Season 38 Europe
343,13/10/21,FunPlus Phoenix,Lyngby Vikings,Europe,Denmark,Vertigo,13,16,Pinnacle Fall Series 2
344,13/10/21,FunPlus Phoenix,Lyngby Vikings,Europe,Denmark,Ancient,7,16,Pinnacle Fall Series 2
345,13/10/21,Lyngby Vikings,FunPlus Phoenix,Denmark,Europe,Inferno,14,16,Pinnacle Fall Series 2
346,13/10/21,1WIN,Nemiga,Russia,Belarus,Nuke,10,16,Pinnacle Fall Series 2
347,13/10/21,1WIN,Nemiga,Russia,Belarus,Mirage,16,1,Pinnacle Fall Series 2
348,13/10/21,Nemiga,1WIN,Belarus,Russia,Vertigo,22,18,Pinnacle Fall Series 2
349,13/10/21,HAVU,Gambit,Finland,Russia,Mirage,3,16,Elisa Invitational Fall 2021
350,13/10/21,HAVU,Gambit,Finland,Russia,Dust2,10,16,Elisa Invitational Fall 2021
351,13/10/21,paiN,OG,Brazil,Europe,Inferno,6,16,BLAST Premier Fall Showdown 2021
352,13/10/21,OG,paiN,Europe,Brazil,Ancient,16,13,BLAST Premier Fall Showdown 2021
353,13/10/21,Unique,SKADE,Kazakhstan,Bulgaria,Overpass,16,12,Pinnacle Fall Series 2
354,13/10/21,Unique,SKADE,Kazakhstan,Bulgaria,Mirage,14,16,Pinnacle Fall Series 2
355,13/10/21,SKADE,Unique,Bulgaria,Kazakhstan,Dust2,9,16,Pinnacle Fall Series 2
356,13/10/21,HAVU,MOUZ NXT,Finland,Europe,Mirage,8,16,Pinnacle Fall Series 2
357,13/10/21,MOUZ NXT,HAVU,Europe,Finland,Dust2,16,10,Pinnacle Fall Series 2
358,13/10/21,Endpoint,INDE IRAE,Europe,Russia,Ancient,7,16,Pinnacle Fall Series 2
359,13/10/21,INDE IRAE,Endpoint,Russia,Europe,Inferno,16,14,Pinnacle Fall Series 2
360,13/10/21,Endpoint,INDE IRAE,Europe,Russia,Mirage,16,14,Pinnacle Fall Series 2
361,12/10/21,Fiend,SKADE,Bulgaria,Bulgaria,Overpass,16,3,Elisa Invitational Fall 2021
362,12/10/21,Fiend,SKADE,Bulgaria,Bulgaria,Ancient,9,16,Elisa Invitational Fall 2021
363,12/10/21,SKADE,Fiend,Bulgaria,Bulgaria,Inferno,11,16,Elisa Invitational Fall 2021
364,12/10/21,AGO,Sprout,Poland,Germany,Vertigo,16,9,ESEA Premier Season 38 Europe
365,12/10/21,Sprout,AGO,Germany,Poland,Ancient,20,22,ESEA Premier Season 38 Europe
366,12/10/21,LDLC,DBL PONEY,France,France,Vertigo,6,16,ESEA Premier Season 38 Europe
367,12/10/21,DBL PONEY,LDLC,France,France,Inferno,16,9,ESEA Premier Season 38 Europe
368,12/10/21,Unique,FunPlus Phoenix,Kazakhstan,Europe,Nuke,7,16,Pinnacle Fall Series 2
369,12/10/21,FunPlus Phoenix,Unique,Europe,Kazakhstan,Overpass,16,13,Pinnacle Fall Series 2
370,12/10/21,Galaxy Racer,HAVU,Sweden,Finland,Dust2,10,16,Pinnacle Fall Series 2
371,12/10/21,HAVU,Galaxy Racer,Finland,Sweden,Ancient,16,9,Pinnacle Fall Series 2
372,12/10/21,Finest,Copenhagen Flames,Europe,Denmark,Overpass,14,16,Elisa Invitational Fall 2021
373,12/10/21,Finest,Copenhagen Flames,Europe,Denmark,Ancient,11,16,Elisa Invitational Fall 2021
374,12/10/21,Finest,Copenhagen Flames,Europe,Denmark,Inferno,16,9,Elisa Invitational Fall 2021
375,12/10/21,Fiend,Dignitas,Bulgaria,Sweden,Nuke,13,16,BLAST Premier Fall Showdown 2021
376,12/10/21,Dignitas,Fiend,Sweden,Bulgaria,Mirage,16,9,BLAST Premier Fall Showdown 2021
377,12/10/21,Lyngby Vikings,SKADE,Denmark,Bulgaria,Inferno,16,7,Pinnacle Fall Series 2
378,12/10/21,Lyngby Vikings,SKADE,Denmark,Bulgaria,Dust2,14,16,Pinnacle Fall Series 2
379,12/10/21,SKADE,Lyngby Vikings,Bulgaria,Denmark,Vertigo,4,16,Pinnacle Fall Series 2
380,12/10/21,INDE IRAE,Nemiga,Russia,Belarus,Nuke,14,16,Pinnacle Fall Series 2
381,12/10/21,Nemiga,INDE IRAE,Belarus,Russia,Mirage,16,10,Pinnacle Fall Series 2
382,12/10/21,INDE IRAE,Nemiga,Russia,Belarus,Inferno,16,12,Pinnacle Fall Series 2
383,12/10/21,1WIN,K23,Russia,Russia,Mirage,16,12,Pinnacle Fall Series 2
384,12/10/21,K23,1WIN,Russia,Russia,Nuke,8,16,Pinnacle Fall Series 2
385,11/10/21,Lyngby Vikings,AGO,Denmark,Poland,Mirage,16,3,Elisa Invitational Fall 2021
386,11/10/21,AGO,Lyngby Vikings,Poland,Denmark,Vertigo,13,16,Elisa Invitational Fall 2021
387,11/10/21,Nemiga,MOUZ NXT,Belarus,Europe,Nuke,14,16,Pinnacle Fall Series 2
388,11/10/21,MOUZ NXT,Nemiga,Europe,Belarus,Inferno,16,4,Pinnacle Fall Series 2
389,11/10/21,HAVU,DBL PONEY,Finland,France,Nuke,16,3,Elisa Invitational Fall 2021
390,11/10/21,DBL PONEY,HAVU,France,Finland,Dust2,11,16,Elisa Invitational Fall 2021
391,11/10/21,Endpoint,Unique,Europe,Kazakhstan,Ancient,8,16,Pinnacle Fall Series 2
392,11/10/21,Unique,Endpoint,Kazakhstan,Europe,Dust2,16,3,Pinnacle Fall Series 2
393,11/10/21,Unique,Endpoint,Kazakhstan,Europe,Inferno,13,16,Pinnacle Fall Series 2
394,11/10/21,Galaxy Racer,K23,Sweden,Russia,Mirage,16,4,Pinnacle Fall Series 2
395,11/10/21,K23,Galaxy Racer,Russia,Sweden,Inferno,16,19,Pinnacle Fall Series 2
396,11/10/21,HAVU,1WIN,Finland,Russia,Overpass,16,5,Pinnacle Fall Series 2
397,11/10/21,HAVU,1WIN,Finland,Russia,Nuke,16,10,Pinnacle Fall Series 2
398,11/10/21,1WIN,HAVU,Russia,Finland,Ancient,16,9,Pinnacle Fall Series 2
399,11/10/21,Liquid,paiN,United States,Brazil,Vertigo,16,4,IEM Fall 2021 North America
400,11/10/21,Liquid,paiN,United States,Brazil,Nuke,7,16,IEM Fall 2021 North America
401,11/10/21,paiN,Liquid,Brazil,United States,Overpass,9,16,IEM Fall 2021 North America
402,11/10/21,GODSENT,FURIA,Brazil,Brazil,Nuke,8,16,IEM Fall 2021 North America
403,11/10/21,FURIA,GODSENT,Brazil,Brazil,Inferno,16,14,IEM Fall 2021 North America
404,11/10/21,GODSENT,FURIA,Brazil,Brazil,Mirage,6,16,IEM Fall 2021 North America
405,10/10/21,Astralis,Vitality,Denmark,France,Vertigo,5,16,IEM Fall 2021 Europe
406,10/10/21,Vitality,Astralis,France,Denmark,Nuke,16,6,IEM Fall 2021 Europe
407,10/10/21,Nemiga,Finest,Belarus,Europe,Overpass,9,16,ESEA Advanced Season 38 Europe
408,10/10/21,Finest,Nemiga,Europe,Belarus,Inferno,16,7,ESEA Advanced Season 38 Europe
409,10/10/21,Galaxy Racer,fnatic,Sweden,United Kingdom,Overpass,13,16,IEM Winter 2021 Europe Open Qualifier 1
410,10/10/21,Galaxy Racer,fnatic,Sweden,United Kingdom,Mirage,6,16,IEM Winter 2021 Europe Open Qualifier 1
411,10/10/21,fnatic,Galaxy Racer,United Kingdom,Sweden,Inferno,10,16,IEM Winter 2021 Europe Open Qualifier 1
412,10/10/21,FunPlus Phoenix,Entropiq,Europe,Russia,Vertigo,16,12,IEM Winter 2021 Europe Open Qualifier 1
413,10/10/21,fnatic,K23,United Kingdom,Russia,Overpass,16,5,IEM Winter 2021 Europe Open Qualifier 1
414,10/10/21,Movistar Riders,G2,Spain,Europe,Ancient,16,14,IEM Fall 2021 Europe
415,10/10/21,G2,Movistar Riders,Europe,Spain,Vertigo,8,16,IEM Fall 2021 Europe
416,10/10/21,Movistar Riders,G2,Spain,Europe,Mirage,10,16,IEM Fall 2021 Europe
417,10/10/21,NIP,ENCE,Sweden,Europe,Nuke,16,6,IEM Fall 2021 Europe
418,10/10/21,ENCE,NIP,Europe,Sweden,Ancient,14,16,IEM Fall 2021 Europe
419,10/10/21,NIP,ENCE,Sweden,Europe,Mirage,7,16,IEM Fall 2021 Europe
420,10/10/21,ENCE,NIP,Europe,Sweden,Overpass,8,16,IEM Fall 2021 Europe
421,10/10/21,forZe,BLINK,Russia,Albania,Dust2,16,14,Gjirafa50 Masters League Season 2 Finals
422,10/10/21,forZe,BLINK,Russia,Albania,Mirage,13,16,Gjirafa50 Masters League Season 2 Finals
423,10/10/21,BLINK,forZe,Albania,Russia,Inferno,16,9,Gjirafa50 Masters League Season 2 Finals
424,10/10/21,BLINK,forZe,Albania,Russia,Overpass,13,16,Gjirafa50 Masters League Season 2 Finals
425,10/10/21,forZe,BLINK,Russia,Albania,Ancient,16,9,Gjirafa50 Masters League Season 2 Finals
426,10/10/21,Fiend,Copenhagen Flames,Bulgaria,Denmark,Inferno,25,28,IEM Fall 2021 Europe
427,10/10/21,Fiend,Copenhagen Flames,Bulgaria,Denmark,Nuke,16,19,IEM Fall 2021 Europe
428,10/10/21,forZe,AVE,Russia,Russia,Inferno,16,12,Gjirafa50 Masters League Season 2 Finals
429,10/10/21,forZe,AVE,Russia,Russia,Mirage,16,8,Gjirafa50 Masters League Season 2 Finals
430,10/10/21,EXTREMUM,Evil Geniuses,Oceania,North America,Inferno,7,16,IEM Fall 2021 North America
431,10/10/21,EXTREMUM,Evil Geniuses,Oceania,North America,Mirage,16,13,IEM Fall 2021 North America
432,10/10/21,Evil Geniuses,EXTREMUM,North America,Oceania,Nuke,16,6,IEM Fall 2021 North America
433,10/10/21,Liquid,GODSENT,United States,Brazil,Nuke,8,16,IEM Fall 2021 North America
434,10/10/21,GODSENT,Liquid,Brazil,United States,Inferno,16,14,IEM Fall 2021 North America
435,10/10/21,INDE IRAE,Sinners,Russia,Czech Republic,Nuke,8,16,IEM Winter 2021 Europe Open Qualifier 1
436,10/10/21,Finest,Galaxy Racer,Europe,Sweden,Mirage,11,16,IEM Winter 2021 Europe Open Qualifier 1
437,10/10/21,FunPlus Phoenix,Lyngby Vikings,Europe,Denmark,Vertigo,16,14,IEM Winter 2021 Europe Open Qualifier 1
438,10/10/21,fnatic,GamerLegion,United Kingdom,Sweden,Mirage,16,6,IEM Winter 2021 Europe Open Qualifier 1
439,9/10/21,K23,Dignitas,Russia,Sweden,Overpass,16,7,IEM Winter 2021 Europe Open Qualifier 1
440,9/10/21,Astralis,ENCE,Denmark,Europe,Ancient,7,16,IEM Fall 2021 Europe
441,9/10/21,ENCE,Astralis,Europe,Denmark,Nuke,16,4,IEM Fall 2021 Europe
442,9/10/21,G2,Fiend,Europe,Bulgaria,Mirage,16,2,IEM Fall 2021 Europe
443,9/10/21,Fiend,G2,Bulgaria,Europe,Nuke,12,16,IEM Fall 2021 Europe
444,9/10/21,AVE,BLINK,Russia,Albania,Overpass,14,16,Gjirafa50 Masters League Season 2 Finals
445,9/10/21,BLINK,AVE,Albania,Russia,Mirage,16,11,Gjirafa50 Masters League Season 2 Finals
446,9/10/21,BLINK,AVE,Albania,Russia,Inferno,5,16,Gjirafa50 Masters League Season 2 Finals
447,9/10/21,NIP,Vitality,Sweden,France,Inferno,16,2,IEM Fall 2021 Europe
448,9/10/21,NIP,Vitality,Sweden,France,Overpass,16,9,IEM Fall 2021 Europe
449,9/10/21,Movistar Riders,Copenhagen Flames,Spain,Denmark,Ancient,16,8,IEM Fall 2021 Europe
450,9/10/21,Copenhagen Flames,Movistar Riders,Denmark,Spain,Vertigo,17,19,IEM Fall 2021 Europe
451,9/10/21,Vitality,NIP,France,Sweden,Nuke,16,5,IEM Fall 2021 Europe
452,9/10/21,forZe,AVE,Russia,Russia,Inferno,13,16,Gjirafa50 Masters League Season 2 Finals
453,9/10/21,AVE,forZe,Russia,Russia,Mirage,16,9,Gjirafa50 Masters League Season 2 Finals
454,9/10/21,FURIA,paiN,Brazil,Brazil,Ancient,16,0,IEM Fall 2021 North America
455,9/10/21,paiN,FURIA,Brazil,Brazil,Inferno,17,19,IEM Fall 2021 North America
456,8/10/21,ENCE,G2,Europe,Europe,Dust2,22,18,IEM Fall 2021 Europe
457,8/10/21,G2,ENCE,Europe,Europe,Nuke,16,7,IEM Fall 2021 Europe
458,8/10/21,ENCE,G2,Europe,Europe,Mirage,16,8,IEM Fall 2021 Europe
459,8/10/21,Astralis,Fiend,Denmark,Bulgaria,Inferno,16,9,IEM Fall 2021 Europe
460,8/10/21,Fiend,Astralis,Bulgaria,Denmark,Nuke,10,16,IEM Fall 2021 Europe
461,8/10/21,1WIN,Nemiga,Russia,Belarus,Nuke,13,16,ESEA Advanced Season 38 Europe
462,8/10/21,1WIN,Nemiga,Russia,Belarus,Mirage,16,19,ESEA Advanced Season 38 Europe
463,8/10/21,Nemiga,1WIN,Belarus,Russia,Vertigo,11,16,ESEA Advanced Season 38 Europe
464,8/10/21,TeamOne,Evil Geniuses,Brazil,North America,Inferno,7,10,IEM Fall 2021 North America
465,8/10/21,TeamOne,Evil Geniuses,Brazil,North America,Inferno,4,2,IEM Fall 2021 North America
466,8/10/21,TeamOne,Evil Geniuses,Brazil,North America,Inferno,4,2,IEM Fall 2021 North America
467,8/10/21,FURIA,Evil Geniuses,Brazil,North America,Inferno,16,14,IEM Fall 2021 North America
468,8/10/21,TeamOne,00Nation,Brazil,Brazil,Ancient,16,8,IEM Fall 2021 North America
469,8/10/21,EXTREMUM,Bad News Bears,Oceania,United States,Inferno,16,9,IEM Fall 2021 North America
470,8/10/21,Liquid,Extra Salt,United States,North America,Inferno,16,8,IEM Fall 2021 North America
471,7/10/21,Vitality,Copenhagen Flames,France,Denmark,Vertigo,16,14,IEM Fall 2021 Europe
472,7/10/21,Vitality,Copenhagen Flames,France,Denmark,Dust2,16,12,IEM Fall 2021 Europe
473,7/10/21,NIP,Movistar Riders,Sweden,Spain,Nuke,16,5,IEM Fall 2021 Europe
474,7/10/21,NIP,Movistar Riders,Sweden,Spain,Inferno,16,19,IEM Fall 2021 Europe
475,7/10/21,Movistar Riders,NIP,Spain,Sweden,Ancient,14,16,IEM Fall 2021 Europe
476,7/10/21,Young Ninjas,Fiend,Sweden,Bulgaria,Mirage,10,16,Elisa Invitational Fall 2021
477,7/10/21,Fiend,Young Ninjas,Bulgaria,Sweden,Inferno,16,2,Elisa Invitational Fall 2021
478,7/10/21,1WIN,GamerLegion,Russia,Sweden,Overpass,16,8,Pinnacle Fall Series 2 Regionals
479,7/10/21,GamerLegion,1WIN,Sweden,Russia,Nuke,12,16,Pinnacle Fall Series 2 Regionals
480,7/10/21,GODSENT,Evil Geniuses,Brazil,North America,Nuke,16,11,IEM Fall 2021 North America
481,7/10/21,TeamOne,FURIA,Brazil,Brazil,Mirage,4,16,IEM Fall 2021 North America
482,7/10/21,EXTREMUM,Extra Salt,Oceania,North America,Nuke,16,5,IEM Fall 2021 North America
483,7/10/21,GODSENT,TeamOne,Brazil,Brazil,Overpass,16,7,IEM Fall 2021 North America
484,7/10/21,Liquid,paiN,United States,Brazil,Vertigo,16,4,IEM Fall 2021 North America
485,6/10/21,FURIA,00Nation,Brazil,Brazil,Mirage,16,13,IEM Fall 2021 North America
486,6/10/21,GamerLegion,Galaxy Racer,Sweden,Sweden,Mirage,16,6,DreamHack Open November 2021 Open Qualifier
487,6/10/21,GamerLegion,Galaxy Racer,Sweden,Sweden,Inferno,16,12,DreamHack Open November 2021 Open Qualifier
488,6/10/21,Galaxy Racer,GamerLegion,Sweden,Sweden,Ancient,16,13,DreamHack Open November 2021 Open Qualifier
489,6/10/21,Liquid,EXTREMUM,United States,Oceania,Mirage,19,16,IEM Fall 2021 North America
490,6/10/21,Bad News Bears,paiN,United States,Brazil,Nuke,9,16,IEM Fall 2021 North America
491,6/10/21,Lyngby Vikings,Nemiga,Denmark,Belarus,Inferno,16,6,Pinnacle Fall Series 2 Regionals
492,6/10/21,Nemiga,Lyngby Vikings,Belarus,Denmark,Vertigo,9,16,Pinnacle Fall Series 2 Regionals
493,6/10/21,MAD Lions,LDLC,Europe,France,Inferno,19,17,DreamHack Open November 2021 Open Qualifier
