Date,Team,Won / Lost,Pistol Win,Round 2 Conversion,Round 2 Break
2021-02-24,Complexity,11 - 17,39.3%,81.8%,47.1%
2021-02-24,Sprout,20 - 24,45.5%,50.0%,33.3%
2021-02-24,Heroic,16 - 20,44.4%,68.8%,20.0%
2021-02-24,Liquid,17 - 19,47.2%,76.5%,26.3%
2021-02-24,forZe,27 - 27,50.0%,74.1%,29.6%
2021-02-24,G2,18 - 14,56.2%,83.3%,21.4%
2021-02-24,FunPlus Phoenix,14 - 22,38.9%,71.4%,22.7%
2021-02-24,FaZe,28 - 18,60.9%,71.4%,11.1%
2021-02-24,Cloud9,25 - 17,59.5%,80.0%,11.8%
2021-02-24,NIP,24 - 22,52.2%,75.0%,18.2%
2021-02-24,MIBR,18 - 24,42.9%,88.9%,25.0%
2021-02-24,Vitality,11 - 13,45.8%,90.9%,15.4%
2021-02-24,fnatic,19 - 11,63.3%,84.2%,27.3%
2021-02-24,Dignitas,18 - 14,56.2%,66.7%,42.9%
2021-02-24,Evil Geniuses,21 - 25,45.7%,66.7%,8.0%
2021-02-24,SAW,18 - 10,64.3%,72.2%,30.0%
2021-02-23,Natus Vincere,21 - 19,52.5%,85.7%,31.6%
2021-02-23,Virtus.pro,33 - 17,66.0%,69.7%,17.6%
2021-02-23,Spirit,31 - 21,59.6%,64.5%,38.1%
2021-02-23,Winstrike,13 - 9,59.1%,84.6%,22.2%
2021-02-23,Gambit,31 - 27,53.4%,77.4%,33.3%
2021-02-23,BIG,28 - 18,60.9%,75.0%,27.8%
2021-02-23,Astralis,14 - 16,46.7%,92.9%,18.8%
2021-02-23,FURIA,11 - 27,28.9%,72.7%,22.2%
2021-02-23,OG,21 - 35,37.5%,76.2%,14.3%
2021-02-23,Sinners,11 - 7,61.1%,90.9%,28.6%
2021-02-23,Sprout,16 - 22,42.1%,62.5%,36.4%
2021-02-23,MOUZ,12 - 24,33.3%,83.3%,25.0%
2021-02-23,Complexity,11 - 17,39.3%,81.8%,47.1%
2021-02-23,Heroic,16 - 20,44.4%,68.8%,20.0%
2021-02-23,Liquid,17 - 19,47.2%,76.5%,26.3%
2021-02-23,forZe,27 - 27,50.0%,74.1%,29.6%
2021-02-23,G2,18 - 14,56.2%,83.3%,21.4%
2021-02-23,FunPlus Phoenix,14 - 22,38.9%,71.4%,22.7%
2021-02-23,FaZe,28 - 18,60.9%,71.4%,11.1%
2021-02-23,Cloud9,25 - 17,59.5%,80.0%,11.8%
2021-02-23,NIP,24 - 22,52.2%,75.0%,18.2%
2021-02-23,MIBR,18 - 24,42.9%,88.9%,25.0%
2021-02-23,fnatic,19 - 11,63.3%,84.2%,27.3%
2021-02-23,Dignitas,18 - 14,56.2%,66.7%,42.9%
2021-02-23,Vitality,16 - 14,53.3%,93.8%,14.3%
2021-02-23,Evil Geniuses,21 - 25,45.7%,66.7%,8.0%
2021-02-23,SAW,18 - 10,64.3%,72.2%,30.0%
2021-02-22,Virtus.pro,33 - 17,66.0%,69.7%,17.6%
2021-02-22,Natus Vincere,23 - 21,52.3%,87.0%,28.6%
2021-02-22,Spirit,31 - 21,59.6%,64.5%,38.1%
2021-02-22,Winstrike,13 - 9,59.1%,84.6%,22.2%
2021-02-22,Gambit,31 - 27,53.4%,77.4%,33.3%
2021-02-22,BIG,28 - 18,60.9%,75.0%,27.8%
2021-02-22,Astralis,16 - 20,44.4%,87.5%,20.0%
2021-02-22,FURIA,11 - 27,28.9%,72.7%,22.2%
2021-02-22,OG,21 - 35,37.5%,76.2%,14.3%
2021-02-22,Sinners,11 - 7,61.1%,90.9%,28.6%
2021-02-22,MOUZ,12 - 24,33.3%,83.3%,25.0%
2021-02-22,Complexity,11 - 17,39.3%,81.8%,47.1%
2021-02-22,Heroic,16 - 20,44.4%,68.8%,20.0%
2021-02-22,Liquid,19 - 21,47.5%,78.9%,23.8%
2021-02-22,forZe,27 - 27,50.0%,74.1%,29.6%
2021-02-22,Sprout,14 - 18,43.8%,57.1%,38.9%
2021-02-22,G2,18 - 14,56.2%,83.3%,21.4%
2021-02-22,FunPlus Phoenix,14 - 22,38.9%,71.4%,22.7%
2021-02-22,FaZe,28 - 18,60.9%,71.4%,11.1%
2021-02-22,Cloud9,25 - 17,59.5%,80.0%,11.8%
2021-02-22,NIP,24 - 22,52.2%,75.0%,18.2%
2021-02-22,MIBR,18 - 24,42.9%,88.9%,25.0%
2021-02-22,fnatic,19 - 11,63.3%,84.2%,27.3%
2021-02-22,Dignitas,18 - 14,56.2%,66.7%,42.9%
2021-02-22,Vitality,20 - 16,55.6%,90.0%,18.8%
2021-02-22,SAW,14 - 8,63.6%,71.4%,37.5%
2021-02-22,Evil Geniuses,21 - 25,45.7%,66.7%,8.0%
2021-02-21,Natus Vincere,26 - 22,54.2%,84.6%,31.8%
2021-02-21,Virtus.pro,33 - 17,66.0%,69.7%,17.6%
2021-02-21,Spirit,31 - 21,59.6%,64.5%,38.1%
2021-02-21,Gambit,31 - 27,53.4%,77.4%,33.3%
2021-02-21,BIG,28 - 18,60.9%,75.0%,27.8%
2021-02-21,Astralis,16 - 20,44.4%,87.5%,20.0%
2021-02-21,FURIA,11 - 27,28.9%,72.7%,22.2%
2021-02-21,OG,21 - 35,37.5%,76.2%,14.3%
2021-02-21,Liquid,20 - 24,45.5%,80.0%,29.2%
2021-02-21,MOUZ,12 - 24,33.3%,83.3%,25.0%
2021-02-21,Complexity,11 - 17,39.3%,81.8%,47.1%
2021-02-21,Heroic,16 - 20,44.4%,68.8%,20.0%
2021-02-21,Sprout,14 - 18,43.8%,57.1%,38.9%
2021-02-21,forZe,24 - 26,48.0%,70.8%,30.8%
2021-02-21,FunPlus Phoenix,14 - 22,38.9%,71.4%,22.7%
2021-02-21,FaZe,28 - 18,60.9%,71.4%,11.1%
2021-02-21,Cloud9,25 - 17,59.5%,80.0%,11.8%
2021-02-21,NIP,24 - 22,52.2%,75.0%,18.2%
2021-02-21,G2,19 - 17,52.8%,78.9%,23.5%
2021-02-21,MIBR,18 - 24,42.9%,88.9%,25.0%
2021-02-21,fnatic,19 - 11,63.3%,84.2%,27.3%
2021-02-21,Dignitas,18 - 14,56.2%,66.7%,42.9%
2021-02-21,Vitality,20 - 16,55.6%,90.0%,18.8%
2021-02-21,SAW,14 - 8,63.6%,71.4%,37.5%
2021-02-21,Evil Geniuses,24 - 26,48.0%,62.5%,7.7%
2021-02-20,Natus Vincere,26 - 22,54.2%,84.6%,22.7%
2021-02-20,Virtus.pro,28 - 14,66.7%,71.4%,14.3%
2021-02-20,Spirit,26 - 20,56.5%,61.5%,35.0%
2021-02-20,Astralis,18 - 18,50.0%,94.4%,22.2%
2021-02-20,Gambit,29 - 25,53.7%,75.9%,36.0%
2021-02-20,BIG,28 - 18,60.9%,75.0%,27.8%
2021-02-20,OG,21 - 35,37.5%,76.2%,14.3%
2021-02-20,Liquid,18 - 24,42.9%,83.3%,29.2%
2021-02-20,MOUZ,12 - 24,33.3%,83.3%,25.0%
2021-02-20,FURIA,9 - 19,32.1%,66.7%,21.1%
2021-02-20,Heroic,16 - 20,44.4%,68.8%,20.0%
2021-02-20,FaZe,23 - 17,57.5%,69.6%,11.8%
2021-02-20,Complexity,14 - 20,41.2%,85.7%,45.0%
2021-02-20,Sprout,14 - 18,43.8%,57.1%,38.9%
2021-02-20,forZe,24 - 26,48.0%,70.8%,30.8%
2021-02-20,FunPlus Phoenix,14 - 22,38.9%,71.4%,22.7%
2021-02-20,Vitality,21 - 15,58.3%,90.5%,20.0%
2021-02-20,G2,20 - 18,52.6%,75.0%,22.2%
2021-02-20,Cloud9,25 - 17,59.5%,80.0%,11.8%
2021-02-20,NIP,24 - 22,52.2%,75.0%,18.2%
2021-02-20,MIBR,18 - 24,42.9%,88.9%,25.0%
2021-02-20,fnatic,19 - 11,63.3%,84.2%,27.3%
2021-02-20,Dignitas,18 - 14,56.2%,66.7%,42.9%
2021-02-20,SAW,14 - 8,63.6%,71.4%,37.5%
2021-02-20,Evil Geniuses,24 - 26,48.0%,62.5%,7.7%
2021-02-19,Natus Vincere,26 - 22,54.2%,84.6%,18.2%
2021-02-19,Virtus.pro,25 - 13,65.8%,68.0%,15.4%
2021-02-19,Spirit,26 - 20,56.5%,61.5%,35.0%
2021-02-19,Movistar Riders,6 - 10,37.5%,50.0%,20.0%
2021-02-19,Astralis,18 - 18,50.0%,94.4%,22.2%
2021-02-19,Winstrike,10 - 6,62.5%,80.0%,16.7%
2021-02-19,Gambit,25 - 23,52.1%,76.0%,39.1%
2021-02-19,BIG,28 - 18,60.9%,75.0%,27.8%
2021-02-19,OG,21 - 31,40.4%,76.2%,16.1%
2021-02-19,FURIA,13 - 17,43.3%,76.9%,17.6%
2021-02-19,MOUZ,12 - 24,33.3%,83.3%,25.0%
2021-02-19,Heroic,14 - 16,46.7%,64.3%,18.8%
2021-02-19,Liquid,18 - 22,45.0%,77.8%,36.4%
2021-02-19,Endpoint,4 - 12,25.0%,100.0%,33.3%
2021-02-19,Vitality,21 - 13,61.8%,85.7%,23.1%
2021-02-19,Sprout,14 - 18,43.8%,57.1%,38.9%
2021-02-19,forZe,24 - 26,48.0%,70.8%,30.8%
2021-02-19,FunPlus Phoenix,14 - 22,38.9%,71.4%,22.7%
2021-02-19,Complexity,14 - 24,36.8%,85.7%,41.7%
2021-02-19,FaZe,19 - 17,52.8%,63.2%,11.8%
2021-02-19,NIP,23 - 19,54.8%,73.9%,21.1%
2021-02-19,Cloud9,25 - 17,59.5%,80.0%,11.8%
2021-02-19,G2,18 - 16,52.9%,72.2%,18.8%
2021-02-19,MIBR,18 - 24,42.9%,88.9%,25.0%
2021-02-19,fnatic,19 - 11,63.3%,84.2%,27.3%
2021-02-19,Dignitas,18 - 14,56.2%,66.7%,42.9%
2021-02-19,EXTREMUM,8 - 8,50.0%,100.0%,12.5%
2021-02-19,SAW,14 - 8,63.6%,71.4%,37.5%
2021-02-19,Evil Geniuses,22 - 30,42.3%,63.6%,13.3%
2021-02-18,Virtus.pro,23 - 11,67.6%,69.6%,18.2%
2021-02-18,Natus Vincere,24 - 20,54.5%,83.3%,15.0%
2021-02-18,Spirit,26 - 16,61.9%,61.5%,37.5%
2021-02-18,Movistar Riders,13 - 13,50.0%,69.2%,23.1%
2021-02-18,BIG,27 - 15,64.3%,74.1%,33.3%
2021-02-18,Astralis,15 - 23,39.5%,93.3%,17.4%
2021-02-18,Gambit,22 - 22,50.0%,77.3%,36.4%
2021-02-18,OG,21 - 31,40.4%,76.2%,16.1%
2021-02-18,Heroic,10 - 16,38.5%,60.0%,18.8%
2021-02-18,MOUZ,11 - 21,34.4%,90.9%,23.8%
2021-02-18,Liquid,18 - 22,45.0%,77.8%,36.4%
2021-02-18,Vitality,21 - 13,61.8%,85.7%,23.1%
2021-02-18,Endpoint,5 - 15,25.0%,80.0%,33.3%
2021-02-18,NIP,20 - 18,52.6%,75.0%,22.2%
2021-02-18,forZe,24 - 26,48.0%,70.8%,30.8%
2021-02-18,FURIA,16 - 16,50.0%,81.2%,18.8%
2021-02-18,FunPlus Phoenix,14 - 22,38.9%,71.4%,22.7%
2021-02-18,Sprout,16 - 22,42.1%,62.5%,31.8%
2021-02-18,Complexity,14 - 24,36.8%,85.7%,41.7%
2021-02-18,FaZe,19 - 17,52.8%,63.2%,11.8%
2021-02-18,G2,17 - 19,47.2%,64.7%,15.8%
2021-02-18,Cloud9,25 - 17,59.5%,80.0%,11.8%
2021-02-18,MIBR,18 - 24,42.9%,88.9%,25.0%
2021-02-18,fnatic,19 - 11,63.3%,84.2%,27.3%
2021-02-18,Dignitas,18 - 14,56.2%,66.7%,42.9%
2021-02-18,SAW,14 - 8,63.6%,71.4%,37.5%
2021-02-18,Evil Geniuses,27 - 27,50.0%,70.4%,14.8%
2021-02-17,Virtus.pro,23 - 11,67.6%,69.6%,18.2%
2021-02-17,Natus Vincere,24 - 20,54.5%,83.3%,15.0%
2021-02-17,Spirit,23 - 13,63.9%,60.9%,46.2%
2021-02-17,Movistar Riders,13 - 13,50.0%,69.2%,23.1%
2021-02-17,BIG,25 - 13,65.8%,76.0%,23.1%
2021-02-17,MOUZ,10 - 18,35.7%,90.0%,27.8%
2021-02-17,Winstrike,10 - 6,62.5%,80.0%,16.7%
2021-02-17,OG,18 - 30,37.5%,72.2%,16.7%
2021-02-17,Gambit,20 - 20,50.0%,80.0%,40.0%
2021-02-17,Astralis,12 - 22,35.3%,91.7%,18.2%
2021-02-17,Heroic,8 - 14,36.4%,75.0%,14.3%
2021-02-17,FaZe,18 - 14,56.2%,61.1%,14.3%
2021-02-17,Endpoint,5 - 15,25.0%,80.0%,33.3%
2021-02-17,NIP,20 - 18,52.6%,75.0%,22.2%
2021-02-17,Liquid,15 - 21,41.7%,73.3%,38.1%
2021-02-17,Vitality,20 - 10,66.7%,85.0%,30.0%
2021-02-17,forZe,24 - 26,48.0%,70.8%,30.8%
2021-02-17,FURIA,16 - 16,50.0%,81.2%,18.8%
2021-02-17,FunPlus Phoenix,14 - 22,38.9%,71.4%,22.7%
2021-02-17,Sprout,16 - 22,42.1%,62.5%,31.8%
2021-02-17,Complexity,14 - 24,36.8%,85.7%,41.7%
2021-02-17,G2,14 - 16,46.7%,57.1%,12.5%
2021-02-17,Cloud9,25 - 17,59.5%,80.0%,11.8%
2021-02-17,MIBR,18 - 24,42.9%,88.9%,25.0%
2021-02-17,fnatic,19 - 11,63.3%,84.2%,27.3%
2021-02-17,Dignitas,18 - 14,56.2%,66.7%,42.9%
2021-02-17,EXTREMUM,8 - 8,50.0%,100.0%,12.5%
2021-02-17,SAW,14 - 8,63.6%,71.4%,37.5%
2021-02-17,Evil Geniuses,25 - 25,50.0%,68.0%,12.0%
2021-02-16,Virtus.pro,23 - 11,67.6%,69.6%,18.2%
2021-02-16,Natus Vincere,24 - 20,54.5%,83.3%,15.0%
2021-02-16,Spirit,23 - 13,63.9%,60.9%,46.2%
2021-02-16,Movistar Riders,13 - 13,50.0%,69.2%,23.1%
2021-02-16,MOUZ,8 - 14,36.4%,100.0%,28.6%
2021-02-16,Winstrike,10 - 6,62.5%,80.0%,16.7%
2021-02-16,Gambit,20 - 20,50.0%,80.0%,40.0%
2021-02-16,Astralis,12 - 22,35.3%,91.7%,18.2%
2021-02-16,BIG,25 - 15,62.5%,76.0%,33.3%
2021-02-16,OG,16 - 26,38.1%,68.8%,15.4%
2021-02-16,Heroic,8 - 14,36.4%,75.0%,14.3%
2021-02-16,Sprout,19 - 25,43.2%,57.9%,28.0%
2021-02-16,FaZe,18 - 14,56.2%,61.1%,14.3%
2021-02-16,Endpoint,5 - 15,25.0%,80.0%,33.3%
2021-02-16,NIP,20 - 18,52.6%,75.0%,22.2%
2021-02-16,Liquid,15 - 21,41.7%,73.3%,38.1%
2021-02-16,Cloud9,21 - 15,58.3%,81.0%,13.3%
2021-02-16,Vitality,20 - 10,66.7%,85.0%,30.0%
2021-02-16,Complexity,10 - 22,31.2%,90.0%,40.9%
2021-02-16,forZe,24 - 26,48.0%,70.8%,30.8%
2021-02-16,fnatic,17 - 9,65.4%,88.2%,33.3%
2021-02-16,FURIA,16 - 16,50.0%,81.2%,18.8%
2021-02-16,FunPlus Phoenix,14 - 22,38.9%,71.4%,22.7%
2021-02-16,G2,14 - 16,46.7%,57.1%,12.5%
2021-02-16,MIBR,15 - 19,44.1%,86.7%,26.3%
2021-02-16,Dignitas,18 - 14,56.2%,66.7%,42.9%
2021-02-16,EXTREMUM,8 - 8,50.0%,100.0%,12.5%
2021-02-16,SAW,14 - 8,63.6%,71.4%,37.5%
2021-02-16,Evil Geniuses,25 - 25,50.0%,68.0%,12.0%
2021-02-15,Virtus.pro,21 - 9,70.0%,66.7%,22.2%
2021-02-15,Movistar Riders,12 - 8,60.0%,66.7%,25.0%
2021-02-15,Natus Vincere,24 - 20,54.5%,83.3%,15.0%
2021-02-15,MOUZ,7 - 9,43.8%,100.0%,33.3%
2021-02-15,Spirit,19 - 11,63.3%,52.6%,45.5%
2021-02-15,Winstrike,10 - 6,62.5%,80.0%,16.7%
2021-02-15,BIG,21 - 13,61.8%,76.2%,38.5%
2021-02-15,Astralis,12 - 22,35.3%,91.7%,18.2%
2021-02-15,Gambit,17 - 19,47.2%,76.5%,36.8%
2021-02-15,OG,12 - 22,35.3%,75.0%,13.6%
2021-02-15,Heroic,8 - 14,36.4%,75.0%,14.3%
2021-02-15,fnatic,15 - 9,62.5%,93.3%,33.3%
2021-02-15,Sprout,19 - 25,43.2%,57.9%,28.0%
2021-02-15,FaZe,18 - 14,56.2%,61.1%,14.3%
2021-02-15,Complexity,10 - 20,33.3%,90.0%,40.0%
2021-02-15,Endpoint,5 - 15,25.0%,80.0%,33.3%
2021-02-15,Cloud9,18 - 12,60.0%,83.3%,16.7%
2021-02-15,Vitality,20 - 10,66.7%,85.0%,30.0%
2021-02-15,forZe,24 - 26,48.0%,70.8%,30.8%
2021-02-15,Liquid,13 - 15,46.4%,69.2%,40.0%
2021-02-15,FURIA,16 - 16,50.0%,81.2%,18.8%
2021-02-15,FunPlus Phoenix,14 - 22,38.9%,71.4%,22.7%
2021-02-15,G2,14 - 16,46.7%,57.1%,12.5%
2021-02-15,NIP,16 - 16,50.0%,75.0%,25.0%
2021-02-15,Sinners,8 - 8,50.0%,87.5%,25.0%
2021-02-15,MIBR,13 - 19,40.6%,84.6%,26.3%
2021-02-15,Dignitas,18 - 14,56.2%,66.7%,42.9%
2021-02-15,EXTREMUM,8 - 8,50.0%,100.0%,12.5%
2021-02-15,SAW,14 - 8,63.6%,71.4%,37.5%
2021-02-15,Evil Geniuses,25 - 25,50.0%,68.0%,12.0%
2021-02-14,Virtus.pro,21 - 9,70.0%,66.7%,22.2%
2021-02-14,Movistar Riders,12 - 8,60.0%,66.7%,25.0%
2021-02-14,Natus Vincere,24 - 20,54.5%,83.3%,15.0%
2021-02-14,MOUZ,7 - 9,43.8%,100.0%,33.3%
2021-02-14,Spirit,19 - 11,63.3%,52.6%,45.5%
2021-02-14,Gambit,20 - 20,50.0%,80.0%,35.0%
2021-02-14,Winstrike,10 - 6,62.5%,80.0%,16.7%
2021-02-14,BIG,21 - 13,61.8%,76.2%,38.5%
2021-02-14,Astralis,12 - 22,35.3%,91.7%,18.2%
2021-02-14,OG,12 - 22,35.3%,75.0%,13.6%
2021-02-14,Heroic,8 - 14,36.4%,75.0%,14.3%
2021-02-14,fnatic,15 - 9,62.5%,93.3%,33.3%
2021-02-14,Sprout,19 - 25,43.2%,57.9%,28.0%
2021-02-14,FaZe,18 - 14,56.2%,61.1%,14.3%
2021-02-14,Complexity,10 - 20,33.3%,90.0%,40.0%
2021-02-14,Endpoint,5 - 15,25.0%,80.0%,33.3%
2021-02-14,Cloud9,18 - 12,60.0%,83.3%,16.7%
2021-02-14,Vitality,20 - 10,66.7%,85.0%,30.0%
2021-02-14,forZe,24 - 26,48.0%,70.8%,30.8%
2021-02-14,Liquid,13 - 15,46.4%,69.2%,40.0%
2021-02-14,FURIA,16 - 16,50.0%,81.2%,18.8%
2021-02-14,FunPlus Phoenix,14 - 22,38.9%,71.4%,22.7%
2021-02-14,G2,14 - 16,46.7%,57.1%,12.5%
2021-02-14,NIP,16 - 16,50.0%,75.0%,25.0%
2021-02-14,Sinners,8 - 8,50.0%,87.5%,25.0%
2021-02-14,MIBR,13 - 19,40.6%,84.6%,26.3%
2021-02-14,Dignitas,18 - 14,56.2%,66.7%,42.9%
2021-02-14,EXTREMUM,8 - 8,50.0%,100.0%,12.5%
2021-02-14,SAW,14 - 8,63.6%,71.4%,37.5%
2021-02-14,Evil Geniuses,25 - 25,50.0%,68.0%,12.0%
2021-02-13,Virtus.pro,21 - 9,70.0%,66.7%,22.2%
2021-02-13,Movistar Riders,12 - 8,60.0%,66.7%,25.0%
2021-02-13,Natus Vincere,21 - 19,52.5%,85.7%,15.8%
2021-02-13,MOUZ,7 - 9,43.8%,100.0%,33.3%
2021-02-13,Spirit,19 - 11,63.3%,52.6%,45.5%
2021-02-13,Gambit,20 - 20,50.0%,80.0%,35.0%
2021-02-13,Winstrike,10 - 6,62.5%,80.0%,16.7%
2021-02-13,BIG,21 - 13,61.8%,76.2%,38.5%
2021-02-13,Astralis,12 - 22,35.3%,91.7%,18.2%
2021-02-13,OG,12 - 22,35.3%,75.0%,13.6%
2021-02-13,Sinners,11 - 9,55.0%,81.8%,22.2%
2021-02-13,Liquid,12 - 12,50.0%,66.7%,33.3%
2021-02-13,Heroic,8 - 14,36.4%,75.0%,14.3%
2021-02-13,fnatic,15 - 9,62.5%,93.3%,33.3%
2021-02-13,Sprout,19 - 25,43.2%,57.9%,28.0%
2021-02-13,Complexity,10 - 20,33.3%,90.0%,40.0%
2021-02-13,Endpoint,5 - 15,25.0%,80.0%,33.3%
2021-02-13,Cloud9,18 - 12,60.0%,83.3%,16.7%
2021-02-13,Vitality,20 - 10,66.7%,85.0%,30.0%
2021-02-13,forZe,24 - 26,48.0%,70.8%,30.8%
2021-02-13,FaZe,14 - 10,58.3%,64.3%,10.0%
2021-02-13,FURIA,16 - 16,50.0%,81.2%,18.8%
2021-02-13,FunPlus Phoenix,14 - 22,38.9%,71.4%,22.7%
2021-02-13,G2,14 - 16,46.7%,57.1%,12.5%
2021-02-13,NIP,16 - 16,50.0%,75.0%,25.0%
2021-02-13,MIBR,13 - 19,40.6%,84.6%,26.3%
2021-02-13,EXTREMUM,8 - 8,50.0%,100.0%,12.5%
2021-02-13,SAW,14 - 8,63.6%,71.4%,37.5%
2021-02-13,Evil Geniuses,25 - 25,50.0%,68.0%,12.0%
2021-02-13,Dignitas,19 - 17,52.8%,68.4%,41.2%
2021-02-12,Virtus.pro,21 - 9,70.0%,66.7%,22.2%
2021-02-12,Movistar Riders,12 - 8,60.0%,66.7%,25.0%
2021-02-12,Natus Vincere,18 - 16,52.9%,83.3%,12.5%
2021-02-12,MOUZ,7 - 9,43.8%,100.0%,33.3%
2021-02-12,Spirit,19 - 11,63.3%,52.6%,45.5%
2021-02-12,Gambit,20 - 24,45.5%,80.0%,37.5%
2021-02-12,BIG,21 - 13,61.8%,76.2%,38.5%
2021-02-12,Astralis,12 - 22,35.3%,91.7%,18.2%
2021-02-12,OG,12 - 22,35.3%,75.0%,13.6%
2021-02-12,Winstrike,14 - 6,70.0%,71.4%,16.7%
2021-02-12,Sinners,11 - 9,55.0%,81.8%,22.2%
2021-02-12,Heroic,8 - 14,36.4%,75.0%,14.3%
2021-02-12,fnatic,15 - 9,62.5%,93.3%,33.3%
2021-02-12,Sprout,19 - 25,43.2%,57.9%,28.0%
2021-02-12,Complexity,10 - 20,33.3%,90.0%,40.0%
2021-02-12,Endpoint,5 - 15,25.0%,80.0%,33.3%
2021-02-12,Cloud9,18 - 12,60.0%,83.3%,16.7%
2021-02-12,FaZe,11 - 7,61.1%,63.6%,14.3%
2021-02-12,Vitality,20 - 10,66.7%,85.0%,30.0%
2021-02-12,forZe,24 - 26,48.0%,70.8%,30.8%
2021-02-12,FURIA,16 - 16,50.0%,81.2%,18.8%
2021-02-12,FunPlus Phoenix,14 - 22,38.9%,71.4%,22.7%
2021-02-12,G2,14 - 16,46.7%,57.1%,12.5%
2021-02-12,MIBR,13 - 15,46.4%,84.6%,26.7%
2021-02-12,Liquid,8 - 12,40.0%,62.5%,33.3%
2021-02-12,NIP,16 - 16,50.0%,75.0%,25.0%
2021-02-12,EXTREMUM,8 - 8,50.0%,100.0%,12.5%
2021-02-12,SAW,14 - 8,63.6%,71.4%,37.5%
2021-02-12,Evil Geniuses,25 - 25,50.0%,68.0%,12.0%
2021-02-12,Dignitas,19 - 17,52.8%,68.4%,41.2%
2021-02-11,Virtus.pro,21 - 9,70.0%,66.7%,22.2%
2021-02-11,Movistar Riders,12 - 8,60.0%,66.7%,25.0%
2021-02-11,Natus Vincere,15 - 13,53.6%,80.0%,15.4%
2021-02-11,MOUZ,7 - 9,43.8%,100.0%,33.3%
2021-02-11,Spirit,19 - 11,63.3%,52.6%,45.5%
2021-02-11,Gambit,20 - 24,45.5%,80.0%,37.5%
2021-02-11,BIG,21 - 13,61.8%,76.2%,38.5%
2021-02-11,Astralis,12 - 22,35.3%,91.7%,18.2%
2021-02-11,Liquid,6 - 10,37.5%,66.7%,40.0%
2021-02-11,OG,12 - 22,35.3%,75.0%,13.6%
2021-02-11,Winstrike,14 - 6,70.0%,71.4%,16.7%
2021-02-11,Sinners,11 - 9,55.0%,81.8%,22.2%
2021-02-11,Heroic,8 - 14,36.4%,75.0%,14.3%
2021-02-11,fnatic,15 - 9,62.5%,93.3%,33.3%
2021-02-11,Sprout,19 - 25,43.2%,57.9%,28.0%
2021-02-11,Complexity,10 - 20,33.3%,90.0%,40.0%
2021-02-11,Endpoint,5 - 15,25.0%,80.0%,33.3%
2021-02-11,Cloud9,18 - 12,60.0%,83.3%,16.7%
2021-02-11,Vitality,20 - 10,66.7%,85.0%,30.0%
2021-02-11,forZe,24 - 26,48.0%,70.8%,30.8%
2021-02-11,FURIA,16 - 16,50.0%,81.2%,18.8%
2021-02-11,MIBR,10 - 12,45.5%,80.0%,33.3%
2021-02-11,FunPlus Phoenix,14 - 22,38.9%,71.4%,22.7%
2021-02-11,G2,14 - 16,46.7%,57.1%,12.5%
2021-02-11,NIP,16 - 16,50.0%,75.0%,25.0%
2021-02-11,EXTREMUM,8 - 8,50.0%,100.0%,12.5%
2021-02-11,SAW,14 - 8,63.6%,71.4%,37.5%
2021-02-11,Evil Geniuses,25 - 25,50.0%,68.0%,12.0%
2021-02-11,Dignitas,19 - 17,52.8%,68.4%,41.2%
2021-02-10,Virtus.pro,21 - 9,70.0%,66.7%,22.2%
2021-02-10,Movistar Riders,12 - 8,60.0%,66.7%,25.0%
2021-02-10,Natus Vincere,15 - 13,53.6%,80.0%,15.4%
2021-02-10,MOUZ,7 - 9,43.8%,100.0%,33.3%
2021-02-10,Spirit,19 - 11,63.3%,52.6%,45.5%
2021-02-10,Gambit,20 - 24,45.5%,80.0%,37.5%
2021-02-10,BIG,21 - 13,61.8%,76.2%,38.5%
2021-02-10,Astralis,12 - 22,35.3%,91.7%,18.2%
2021-02-10,Liquid,6 - 10,37.5%,66.7%,40.0%
2021-02-10,OG,12 - 22,35.3%,75.0%,13.6%
2021-02-10,Winstrike,14 - 6,70.0%,71.4%,16.7%
2021-02-10,Sinners,11 - 9,55.0%,81.8%,22.2%
2021-02-10,Heroic,8 - 14,36.4%,75.0%,14.3%
2021-02-10,fnatic,15 - 9,62.5%,93.3%,33.3%
2021-02-10,Sprout,19 - 25,43.2%,57.9%,28.0%
2021-02-10,Complexity,10 - 20,33.3%,90.0%,40.0%
2021-02-10,Endpoint,5 - 15,25.0%,80.0%,33.3%
2021-02-10,Cloud9,18 - 12,60.0%,83.3%,16.7%
2021-02-10,Vitality,20 - 10,66.7%,85.0%,30.0%
2021-02-10,forZe,24 - 26,48.0%,70.8%,30.8%
2021-02-10,FURIA,16 - 16,50.0%,81.2%,18.8%
2021-02-10,MIBR,10 - 12,45.5%,80.0%,33.3%
2021-02-10,FunPlus Phoenix,14 - 22,38.9%,71.4%,22.7%
2021-02-10,G2,14 - 16,46.7%,57.1%,12.5%
2021-02-10,NIP,16 - 16,50.0%,75.0%,25.0%
2021-02-10,EXTREMUM,8 - 8,50.0%,100.0%,12.5%
2021-02-10,SAW,14 - 8,63.6%,71.4%,37.5%
2021-02-10,Evil Geniuses,25 - 25,50.0%,68.0%,12.0%
2021-02-10,Dignitas,19 - 17,52.8%,68.4%,41.2%
2021-02-09,Virtus.pro,18 - 6,75.0%,66.7%,16.7%
2021-02-09,Movistar Riders,11 - 7,61.1%,72.7%,28.6%
2021-02-09,Natus Vincere,15 - 13,53.6%,80.0%,15.4%
