Index,Date,Team1,Team2,Map,winner,Team1_region,Team2_region,Event_priority
1123,2021-01-09,Entropiq,FURIA,Ancient,1,CIS,SA,1
1124,2021-01-09,FURIA,Entropiq,Overpass,2,SA,CIS,1
1125,2021-01-09,Sprout,FunPlus Phoenix,Inferno,2,EU,EU,3
1126,2021-01-09,FunPlus Phoenix,Sprout,Dust2,1,EU,EU,3
1127,2021-01-09,TeamOne,Gambit,Ancient,2,SA,CIS,1
1128,2021-01-09,TeamOne,Gambit,Mirage,2,SA,CIS,1
1129,2021-01-09,Copenhagen Flames,Fiend,Overpass,2,EU,EU,3
1130,2021-01-09,Fiend,Copenhagen Flames,Nuke,2,EU,EU,3
1131,2021-01-09,Copenhagen Flames,Fiend,Mirage,2,EU,EU,3
1132,2021-01-09,LDLC,Dignitas,Vertigo,2,EU,EU,3
1133,2021-01-09,LDLC,Dignitas,Nuke,1,EU,EU,3
1134,2021-01-09,Dignitas,LDLC,Inferno,1,EU,EU,3
1135,2021-01-09,K23,Movistar Riders,Nuke,2,CIS,EU,3
1136,2021-01-09,Movistar Riders,K23,Inferno,1,EU,CIS,3
1137,2021-01-09,Apeks,SAW,Vertigo,2,EU,EU,3
1138,2021-01-09,SAW,Apeks,Overpass,1,EU,EU,3
1139,2021-08-31,MOUZ,BIG,Mirage,1,EU,EU,1
1140,2021-08-31,MOUZ,BIG,Dust2,2,EU,EU,1
1141,2021-08-31,BIG,MOUZ,Nuke,2,EU,EU,1
1142,2021-08-31,FaZe,Natus Vincere,Nuke,2,EU,CIS,1
1143,2021-08-31,Natus Vincere,FaZe,Inferno,1,CIS,EU,1
1144,2021-08-31,fnatic,Evil Geniuses,Inferno,1,EU,N_A,1
1145,2021-08-31,Evil Geniuses,fnatic,Nuke,2,N_A,EU,1
1146,2021-08-31,AGO,SKADE,Dust2,1,EU,EU,2
1147,2021-08-31,AGO,SKADE,Mirage,2,EU,EU,2
1148,2021-08-31,SKADE,AGO,Nuke,2,EU,EU,2
1149,2021-08-31,Copenhagen Flames,Endpoint,Inferno,2,EU,EU,3
1150,2021-08-31,Endpoint,Copenhagen Flames,Ancient,1,EU,EU,3
1151,2021-08-31,DBL PONEY,Sprout,Nuke,1,EU,EU,2
1152,2021-08-31,DBL PONEY,Sprout,Dust2,2,EU,EU,2
1153,2021-08-31,Sprout,DBL PONEY,Vertigo,2,EU,EU,2
1154,2021-08-31,Movistar Riders,Dignitas,Nuke,2,EU,EU,3
1155,2021-08-31,Dignitas,Movistar Riders,Mirage,1,EU,EU,3
1156,2021-08-31,Sprout,1WIN,Mirage,2,EU,CIS,3
1157,2021-08-31,1WIN,Sprout,Ancient,1,CIS,EU,3
1158,2021-08-31,AGO,LDLC,Dust2,1,EU,EU,3
1159,2021-08-31,AGO,LDLC,Nuke,1,EU,EU,3
1160,2021-08-31,LDLC,AGO,Mirage,1,EU,EU,3
1161,2021-08-31,SKADE,FunPlus Phoenix,Dust2,1,EU,EU,3
1162,2021-08-31,FunPlus Phoenix,SKADE,Overpass,2,EU,EU,3
1163,2021-08-31,SKADE,FunPlus Phoenix,Ancient,2,EU,EU,3
1164,2021-08-31,Fiend,Apeks,Inferno,1,EU,EU,3
1165,2021-08-31,Apeks,Fiend,Dust2,2,EU,EU,3
1166,2021-08-31,K23,GamerLegion,Inferno,2,CIS,EU,3
1167,2021-08-31,K23,GamerLegion,Ancient,2,CIS,EU,3
1168,2021-08-30,BIG,FaZe,Inferno,2,EU,EU,1
1169,2021-08-30,FaZe,BIG,Dust2,1,EU,EU,1
1170,2021-08-30,Dignitas,1WIN,Mirage,2,EU,CIS,3
1171,2021-08-30,1WIN,Dignitas,Nuke,1,CIS,EU,3
1172,2021-08-30,LDLC,Fiend,Mirage,1,EU,EU,3
1173,2021-08-30,Fiend,LDLC,Nuke,2,EU,EU,3
1174,2021-08-30,Evil Geniuses,Natus Vincere,Nuke,2,N_A,CIS,1
1175,2021-08-30,Natus Vincere,Evil Geniuses,Inferno,1,CIS,N_A,1
1176,2021-08-30,FunPlus Phoenix,GamerLegion,Inferno,1,EU,EU,3
1177,2021-08-30,GamerLegion,FunPlus Phoenix,Nuke,2,EU,EU,3
1178,2021-08-30,FunPlus Phoenix,GamerLegion,Ancient,2,EU,EU,3
1179,2021-08-30,Sprout,Movistar Riders,Vertigo,1,EU,EU,3
1180,2021-08-30,Movistar Riders,Sprout,Ancient,2,EU,EU,3
1181,2021-08-30,fnatic,MOUZ,Nuke,2,EU,EU,1
1182,2021-08-30,MOUZ,fnatic,Mirage,1,EU,EU,1
1183,2021-08-30,SAW,Copenhagen Flames,Vertigo,2,EU,EU,3
1184,2021-08-30,Copenhagen Flames,SAW,Nuke,2,EU,EU,3
1185,2021-08-30,SAW,Copenhagen Flames,Ancient,2,EU,EU,3
1186,2021-08-30,K23,AGO,Nuke,2,CIS,EU,3
1187,2021-08-30,AGO,K23,Inferno,2,EU,CIS,3
1188,2021-08-30,K23,AGO,Dust2,2,CIS,EU,3
1189,2021-08-30,SKADE,Apeks,Overpass,1,EU,EU,3
1190,2021-08-30,Apeks,SKADE,Dust2,2,EU,EU,3
1191,2021-08-29,Fiend,LDLC,Dust2,1,EU,EU,2
1192,2021-08-29,Fiend,LDLC,Nuke,2,EU,EU,2
1193,2021-08-29,LDLC,Fiend,Mirage,2,EU,EU,2
1194,2021-08-29,Evil Geniuses,MOUZ,Nuke,2,N_A,EU,1
1195,2021-08-29,MOUZ,Evil Geniuses,Inferno,1,EU,N_A,1
1196,2021-08-29,MOUZ NXT,Young Ninjas,Inferno,1,EU,EU,3
1197,2021-08-29,Young Ninjas,MOUZ NXT,Nuke,2,EU,EU,3
1198,2021-08-29,MOUZ NXT,Young Ninjas,Mirage,1,EU,EU,3
1199,2021-08-29,Lyngby Vikings,Apeks,Inferno,1,EU,EU,3
1200,2021-08-29,Apeks,Lyngby Vikings,Vertigo,2,EU,EU,3
1201,2021-08-29,777,LDLC,Dust2,2,EU,EU,2
1202,2021-08-29,fnatic,FaZe,Mirage,1,EU,EU,1
1203,2021-08-29,FaZe,fnatic,Overpass,2,EU,EU,1
1204,2021-08-29,GamerLegion,Apeks,Overpass,2,EU,EU,3
1205,2021-08-29,Apeks,GamerLegion,Vertigo,1,EU,EU,3
1206,2021-08-29,BIG,Natus Vincere,Mirage,1,EU,CIS,1
1207,2021-08-29,Natus Vincere,BIG,Dust2,2,CIS,EU,1
1208,2021-08-29,HAVU,MAD Lions,Mirage,2,EU,EU,2
1209,2021-08-28,Evil Geniuses,FaZe,Dust2,2,N_A,EU,1
1210,2021-08-28,Evil Geniuses,FaZe,Mirage,2,N_A,EU,1
1211,2021-08-28,FaZe,Evil Geniuses,Inferno,2,EU,N_A,1
1212,2021-08-28,Young Ninjas,MOUZ NXT,Mirage,1,EU,EU,3
1213,2021-08-28,Young Ninjas,MOUZ NXT,Vertigo,1,EU,EU,3
1214,2021-08-28,MOUZ NXT,Young Ninjas,Inferno,1,EU,EU,3
1215,2021-08-28,MOUZ,Natus Vincere,Mirage,2,EU,CIS,1
1216,2021-08-28,Natus Vincere,MOUZ,Ancient,1,CIS,EU,1
1217,2021-08-28,Apeks,Lyngby Vikings,Inferno,1,EU,EU,3
1218,2021-08-28,LDLC,DBL PONEY,Nuke,2,EU,EU,2
1219,2021-08-28,DBL PONEY,LDLC,Inferno,1,EU,EU,2
1220,2021-08-28,BIG,fnatic,Nuke,2,EU,EU,1
1221,2021-08-28,fnatic,BIG,Dust2,2,EU,EU,1
1222,2021-08-28,BIG,fnatic,Overpass,2,EU,EU,1
1223,2021-08-27,MOUZ,FaZe,Inferno,2,EU,EU,1
1224,2021-08-27,MOUZ,FaZe,Ancient,1,EU,EU,1
1225,2021-08-27,FaZe,MOUZ,Overpass,1,EU,EU,1
1226,2021-08-27,fnatic,Natus Vincere,Nuke,2,EU,CIS,1
1227,2021-08-27,Natus Vincere,fnatic,Overpass,1,CIS,EU,1
1228,2021-08-27,Fiend,1WIN,Dust2,1,EU,CIS,3
1229,2021-08-27,1WIN,Fiend,Mirage,2,CIS,EU,3
1230,2021-08-27,Evil Geniuses,BIG,Dust2,2,N_A,EU,1
1231,2021-08-27,Evil Geniuses,BIG,Nuke,2,N_A,EU,1
1232,2021-08-27,GamerLegion,777,Mirage,1,EU,EU,3
1233,2021-08-27,GamerLegion,777,Overpass,2,EU,EU,3
1234,2021-08-27,777,GamerLegion,Inferno,2,EU,EU,3
1235,2021-08-26,Sinners,forZe,Ancient,2,EU,CIS,1
1236,2021-08-26,Sinners,forZe,Mirage,2,EU,CIS,1
1237,2021-08-26,forZe,Sinners,Nuke,2,CIS,EU,1
1238,2021-08-26,G2,Virtus.pro,Vertigo,2,EU,CIS,1
1239,2021-08-26,Virtus.pro,G2,Mirage,1,CIS,EU,1
1240,2021-08-26,G2,Virtus.pro,Dust2,1,EU,CIS,1
1241,2021-08-26,OG,Complexity,Nuke,1,EU,EU,1
1242,2021-08-26,Complexity,OG,Mirage,2,EU,EU,1
1243,2021-08-26,ENCE,Entropiq,Vertigo,2,EU,CIS,3
1244,2021-08-26,Entropiq,ENCE,Ancient,2,CIS,EU,3
1245,2021-08-26,ENCE,Entropiq,Dust2,2,EU,CIS,3
1246,2021-08-26,K23,ex-100PG,Overpass,1,CIS,CIS,3
1247,2021-08-26,ex-100PG,K23,Mirage,2,CIS,CIS,3
1248,2021-08-26,SKADE,AGO,Inferno,1,EU,EU,3
1249,2021-08-26,SKADE,AGO,Nuke,1,EU,EU,3
1250,2021-08-26,SKADE,AGO,Mirage,1,EU,EU,3
1251,2021-08-26,Apeks,LDLC,Inferno,2,EU,EU,3
1252,2021-08-26,Apeks,LDLC,Nuke,2,EU,EU,3
1253,2021-08-26,LDLC,Apeks,Ancient,2,EU,EU,3
1254,2021-08-26,GamerLegion,Movistar Riders,Vertigo,2,EU,EU,3
1255,2021-08-26,GamerLegion,Movistar Riders,Nuke,1,EU,EU,3
1256,2021-08-26,Movistar Riders,GamerLegion,Overpass,1,EU,EU,3
1257,2021-08-26,BLINK,O PLANO,Dust2,2,EU,SA,3
1258,2021-08-26,O PLANO,BLINK,Vertigo,1,SA,EU,3
1259,2021-08-25,G2,forZe,Nuke,2,EU,CIS,1
1260,2021-08-25,G2,forZe,Mirage,2,EU,CIS,1
1261,2021-08-25,LDLC,SKADE,Dust2,1,EU,EU,2
1262,2021-08-25,LDLC,SKADE,Mirage,2,EU,EU,2
1263,2021-08-25,SKADE,LDLC,Inferno,2,EU,EU,2
1264,2021-08-25,Virtus.pro,Complexity,Overpass,2,CIS,EU,1
1265,2021-08-25,Complexity,Virtus.pro,Dust2,1,EU,CIS,1
1266,2021-08-25,Virtus.pro,Complexity,Mirage,1,CIS,EU,1
1267,2021-08-25,Entropiq,Copenhagen Flames,Overpass,1,CIS,EU,3
1268,2021-08-25,Copenhagen Flames,Entropiq,Mirage,2,EU,CIS,3
1269,2021-08-25,Entropiq,Copenhagen Flames,Ancient,2,CIS,EU,3
1270,2021-08-25,DBL PONEY,K23,Nuke,1,EU,CIS,3
1271,2021-08-25,DBL PONEY,K23,Dust2,1,EU,CIS,3
1272,2021-08-25,DBL PONEY,K23,Overpass,2,EU,CIS,3
1273,2021-08-25,OG,Sinners,Mirage,1,EU,EU,1
1274,2021-08-25,OG,Sinners,Inferno,1,EU,EU,1
1275,2021-08-25,OG,Sinners,Nuke,2,EU,EU,1
1276,2021-08-25,DBL PONEY,ex-100PG,Dust2,1,EU,CIS,3
1277,2021-08-25,777,Apeks,Overpass,2,EU,EU,3
1278,2021-08-25,Apeks,777,Vertigo,1,EU,EU,3
1279,2021-08-24,Complexity,G2,Dust2,1,EU,EU,1
1280,2021-08-24,Complexity,G2,Mirage,1,EU,EU,1
1281,2021-08-24,G2,Complexity,Vertigo,1,EU,EU,1
1282,2021-08-24,Sprout,BLINK,Ancient,1,EU,EU,2
1283,2021-08-24,Sprout,BLINK,Vertigo,2,EU,EU,2
1284,2021-08-24,Sprout,BLINK,Mirage,1,EU,EU,2
1285,2021-08-24,Endpoint,AGO,Ancient,2,EU,EU,2
1286,2021-08-24,Endpoint,AGO,Vertigo,2,EU,EU,2
1287,2021-08-24,777,1WIN,Dust2,2,EU,CIS,3
1288,2021-08-24,1WIN,777,Mirage,1,CIS,EU,3
1289,2021-08-24,GamerLegion,K23,Mirage,2,EU,CIS,3
1290,2021-08-24,K23,GamerLegion,Inferno,2,CIS,EU,3
1291,2021-08-24,K23,GamerLegion,Overpass,1,CIS,EU,3
1292,2021-08-24,forZe,OG,Overpass,2,CIS,EU,1
1293,2021-08-24,forZe,OG,Inferno,2,CIS,EU,1
1294,2021-08-24,OG,forZe,Mirage,2,EU,CIS,1
1295,2021-08-24,Lyngby Vikings,Entropiq,Dust2,2,EU,CIS,3
1296,2021-08-24,Entropiq,Lyngby Vikings,Vertigo,1,CIS,EU,3
1297,2021-08-24,Movistar Riders,LDLC,Inferno,2,EU,EU,3
1298,2021-08-24,LDLC,Movistar Riders,Vertigo,1,EU,EU,3
1299,2021-08-24,Apeks,ENCE,Nuke,2,EU,EU,3
1300,2021-08-24,ENCE,Apeks,Overpass,1,EU,EU,3
1301,2021-08-24,Sinners,Virtus.pro,Inferno,2,EU,CIS,1
1302,2021-08-24,Virtus.pro,Sinners,Vertigo,1,CIS,EU,1
1303,2021-08-24,Dignitas,Copenhagen Flames,Vertigo,2,EU,EU,3
1304,2021-08-24,Dignitas,Copenhagen Flames,Ancient,2,EU,EU,3
1305,2021-08-24,Copenhagen Flames,Dignitas,Nuke,2,EU,EU,3
1306,2021-08-23,Apeks,Endpoint,Inferno,1,EU,EU,3
1307,2021-08-23,Endpoint,Apeks,Overpass,2,EU,EU,3
1308,2021-08-23,SKADE,Lyngby Vikings,Vertigo,2,EU,EU,3
1309,2021-08-23,Lyngby Vikings,SKADE,Dust2,1,EU,EU,3
1310,2021-08-22,Sinners,Complexity,Nuke,2,EU,EU,1
1311,2021-08-22,Sinners,Complexity,Vertigo,2,EU,EU,1
1312,2021-08-22,Copenhagen Flames,O PLANO,Mirage,1,EU,SA,3
1313,2021-08-22,Copenhagen Flames,O PLANO,Vertigo,1,EU,SA,3
1314,2021-08-22,Virtus.pro,forZe,Overpass,2,CIS,CIS,1
1315,2021-08-22,forZe,Virtus.pro,Dust2,2,CIS,CIS,1
1316,2021-08-22,Virtus.pro,forZe,Mirage,2,CIS,CIS,1
1317,2021-08-22,Entropiq,K23,Dust2,1,CIS,CIS,3
1318,2021-08-22,K23,Entropiq,Ancient,2,CIS,CIS,3
1319,2021-08-22,OG,G2,Inferno,1,EU,EU,1
1320,2021-08-22,G2,OG,Mirage,2,EU,EU,1
1321,2021-08-22,Dignitas,Nemiga,Inferno,1,EU,CIS,3
1322,2021-08-22,Nemiga,Dignitas,Nuke,2,CIS,EU,3
1323,2021-08-21,Complexity,forZe,Ancient,2,EU,CIS,1
1324,2021-08-21,forZe,Complexity,Nuke,2,CIS,EU,1
1325,2021-08-21,Complexity,forZe,Mirage,2,EU,CIS,1
1326,2021-08-21,Copenhagen Flames,1WIN,Ancient,1,EU,CIS,3
1327,2021-08-21,1WIN,Copenhagen Flames,Overpass,2,CIS,EU,3
1328,2021-08-21,OG,Virtus.pro,Dust2,1,EU,CIS,1
1329,2021-08-21,Virtus.pro,OG,Mirage,2,CIS,EU,1
1330,2021-08-21,Young Ninjas,K23,Nuke,2,EU,CIS,3
1331,2021-08-21,K23,Young Ninjas,Mirage,1,CIS,EU,3
1332,2021-08-21,Sinners,G2,Mirage,1,EU,EU,1
1333,2021-08-21,Sinners,G2,Inferno,2,EU,EU,1
1334,2021-08-21,G2,Sinners,Vertigo,2,EU,EU,1
1335,2021-08-21,Apeks,BLINK,Ancient,1,EU,EU,3
1336,2021-08-21,BLINK,Apeks,Overpass,2,EU,EU,3
1337,2021-08-20,Vitality,Spirit,Nuke,1,EU,CIS,1
1338,2021-08-20,Spirit,Vitality,Mirage,2,CIS,EU,1
1339,2021-08-20,Vitality,Spirit,Dust2,2,EU,CIS,1
1340,2021-08-20,Astralis,Heroic,Vertigo,2,EU,EU,1
1341,2021-08-20,Heroic,Astralis,Inferno,1,EU,EU,1
1342,2021-08-20,Bad News Bears,ENCE,Nuke,2,N_A,EU,1
1343,2021-08-20,ENCE,Bad News Bears,Overpass,1,EU,N_A,1
1344,2021-08-20,Lyngby Vikings,AGO,Nuke,1,EU,EU,3
1345,2021-08-20,Lyngby Vikings,AGO,Ancient,2,EU,EU,3
1346,2021-08-20,AGO,Lyngby Vikings,Inferno,2,EU,EU,3
1347,2021-08-19,Vitality,Astralis,Inferno,1,EU,EU,1
1348,2021-08-19,Astralis,Vitality,Overpass,2,EU,EU,1
1349,2021-08-19,Nemiga,SKADE,Mirage,1,CIS,EU,3
1350,2021-08-19,Nemiga,SKADE,Overpass,2,CIS,EU,3
1351,2021-08-19,SKADE,Nemiga,Inferno,2,EU,CIS,3
1352,2021-08-19,Heroic,ENCE,Nuke,1,EU,EU,1
1353,2021-08-19,ENCE,Heroic,Overpass,2,EU,EU,1
1354,2021-08-19,Heroic,ENCE,Mirage,2,EU,EU,1
1355,2021-08-19,Lyngby Vikings,Young Ninjas,Mirage,1,EU,EU,3
1356,2021-08-19,Lyngby Vikings,Young Ninjas,Vertigo,1,EU,EU,3
1357,2021-08-19,Bad News Bears,Spirit,Dust2,2,N_A,CIS,1
1358,2021-08-19,Spirit,Bad News Bears,Inferno,1,CIS,N_A,1
1359,2021-08-18,Heroic,Vitality,Inferno,1,EU,EU,1
1360,2021-08-18,Vitality,Heroic,Nuke,1,EU,EU,1
1361,2021-08-18,Heroic,Vitality,Vertigo,1,EU,EU,1
1362,2021-08-18,Movistar Riders,GamerLegion,Vertigo,2,EU,EU,2
1363,2021-08-18,Movistar Riders,GamerLegion,Overpass,2,EU,EU,2
1364,2021-08-18,GamerLegion,Movistar Riders,Nuke,2,EU,EU,2
1365,2021-08-18,Akuma,SAW,Overpass,1,CIS,EU,2
1366,2021-08-18,Akuma,SAW,Vertigo,2,CIS,EU,2
1367,2021-08-18,Akuma,SAW,Nuke,1,CIS,EU,2
1368,2021-08-18,AGO,LDLC,Dust2,1,EU,EU,2
1369,2021-08-18,AGO,LDLC,Nuke,2,EU,EU,2
1370,2021-08-18,LDLC,AGO,Mirage,2,EU,EU,2
1371,2021-08-18,ENCE,Spirit,Dust2,1,EU,CIS,1
1372,2021-08-18,Spirit,ENCE,Nuke,2,CIS,EU,1
1373,2021-08-18,Bad News Bears,Astralis,Nuke,2,N_A,EU,1
1374,2021-08-18,Astralis,Bad News Bears,Inferno,1,EU,N_A,1
1375,2021-08-18,LDLC,Young Ninjas,Mirage,1,EU,EU,3
1376,2021-08-18,Young Ninjas,LDLC,Nuke,2,EU,EU,3
1377,2021-08-17,Spirit,Heroic,Inferno,2,CIS,EU,1
1378,2021-08-17,Heroic,Spirit,Overpass,1,EU,CIS,1
1379,2021-08-17,Endpoint,SKADE,Inferno,1,EU,EU,2
1380,2021-08-17,SKADE,Endpoint,Vertigo,2,EU,EU,2
1381,2021-08-17,Endpoint,SKADE,Mirage,2,EU,EU,2
1382,2021-08-17,DBL PONEY,BLINK,Inferno,2,EU,EU,2
1383,2021-08-17,BLINK,DBL PONEY,Vertigo,2,EU,EU,2
1384,2021-08-17,DBL PONEY,BLINK,Ancient,2,EU,EU,2
1385,2021-08-17,ENCE,Astralis,Nuke,1,EU,EU,1
1386,2021-08-17,Astralis,ENCE,Ancient,2,EU,EU,1
1387,2021-08-17,Bad News Bears,Vitality,Overpass,2,N_A,EU,1
1388,2021-08-17,Vitality,Bad News Bears,Inferno,1,EU,N_A,1
1389,2021-08-16,Spirit,Astralis,Ancient,2,CIS,EU,1
1390,2021-08-16,Astralis,Spirit,Inferno,1,EU,CIS,1
1391,2021-08-16,Astralis,Spirit,Dust2,2,EU,CIS,1
1392,2021-08-16,ENCE,Vitality,Overpass,2,EU,EU,1
1393,2021-08-16,Vitality,ENCE,Mirage,1,EU,EU,1
1394,2021-08-16,Bad News Bears,Heroic,Nuke,2,N_A,EU,1
1395,2021-08-16,Heroic,Bad News Bears,Mirage,1,EU,N_A,1
1396,2021-07-29,Young Ninjas,MOUZ NXT,Mirage,1,EU,EU,3
1397,2021-07-22,MOUZ NXT,Young Ninjas,Nuke,1,EU,EU,3
1398,2021-07-18,G2,Natus Vincere,Nuke,2,EU,CIS,1
1399,2021-07-18,Natus Vincere,G2,Mirage,1,CIS,EU,1
1400,2021-07-18,G2,Natus Vincere,Dust2,2,EU,CIS,1
1401,2021-07-17,FaZe,Natus Vincere,Mirage,2,EU,CIS,1
1402,2021-07-17,Natus Vincere,FaZe,Inferno,1,CIS,EU,1
1403,2021-07-17,G2,Astralis,Inferno,1,EU,EU,1
1404,2021-07-17,Astralis,G2,Dust2,1,EU,EU,1
1405,2021-07-17,G2,Astralis,Nuke,1,EU,EU,1
1406,2021-07-16,Gambit,FaZe,Inferno,2,CIS,EU,1
1407,2021-07-16,FaZe,Gambit,Overpass,2,EU,CIS,1
1408,2021-07-16,Gambit,FaZe,Ancient,2,CIS,EU,1
1409,2021-07-16,Endpoint,Spirit,Ancient,2,EU,CIS,2
1410,2021-07-16,Endpoint,Spirit,Inferno,2,EU,CIS,2
1411,2021-07-16,Spirit,Endpoint,Dust2,2,CIS,EU,2
1412,2021-07-16,forZe,Spirit,Overpass,2,CIS,CIS,2
1413,2021-07-16,Spirit,forZe,Ancient,1,CIS,CIS,2
1414,2021-07-16,forZe,Spirit,Dust2,1,CIS,CIS,2
1415,2021-07-16,Astralis,Virtus.pro,Inferno,1,EU,CIS,1
1416,2021-07-16,Astralis,Virtus.pro,Dust2,2,EU,CIS,1
1417,2021-07-16,Astralis,Virtus.pro,Overpass,1,EU,CIS,1
1418,2021-07-16,Sinners,Endpoint,Ancient,2,EU,EU,2
1419,2021-07-16,Endpoint,Sinners,Mirage,2,EU,EU,2
1420,2021-07-16,Sinners,Endpoint,Overpass,2,EU,EU,2
1421,2021-07-15,forZe,GamerLegion,Nuke,1,CIS,EU,3
1422,2021-07-15,GamerLegion,forZe,Mirage,2,EU,CIS,3
1423,2021-07-15,Fiend,Spirit,Dust2,2,EU,CIS,2
1424,2021-07-15,Spirit,Fiend,Mirage,1,CIS,EU,2
1425,2021-07-15,HAVU,Endpoint,Dust2,2,EU,EU,2
1426,2021-07-15,HAVU,Endpoint,Overpass,2,EU,EU,2
1427,2021-07-15,SKADE,forZe,Mirage,2,EU,CIS,2
1428,2021-07-15,forZe,SKADE,Dust2,1,CIS,EU,2
1429,2021-07-15,Copenhagen Flames,Sinners,Vertigo,2,EU,EU,2
1430,2021-07-15,Copenhagen Flames,Sinners,Overpass,2,EU,EU,2
1431,2021-07-14,forZe,Young Ninjas,Inferno,1,CIS,EU,3
1432,2021-07-14,forZe,Young Ninjas,Mirage,1,CIS,EU,3
1433,2021-07-14,ENCE,HAVU,Overpass,2,EU,EU,2
1434,2021-07-14,HAVU,ENCE,Nuke,2,EU,EU,2
1435,2021-07-14,ENCE,HAVU,Dust2,2,EU,EU,2
1436,2021-07-14,Sprout,Anonymo,Nuke,1,EU,EU,2
1437,2021-07-14,Anonymo,Sprout,Dust2,2,EU,EU,2
1438,2021-07-14,Sprout,Anonymo,Mirage,2,EU,EU,2
1439,2021-07-14,GamerLegion,Copenhagen Flames,Vertigo,1,EU,EU,3
1440,2021-07-14,Copenhagen Flames,GamerLegion,Nuke,2,EU,EU,3
1441,2021-07-14,Entropiq,SKADE,Dust2,2,CIS,EU,2
1442,2021-07-14,SKADE,Entropiq,Overpass,2,EU,CIS,2
1443,2021-07-14,Entropiq,SKADE,Vertigo,2,CIS,EU,2
1444,2021-07-14,Copenhagen Flames,MOUZ NXT,Ancient,1,EU,EU,2
1445,2021-07-14,MOUZ NXT,Copenhagen Flames,Vertigo,2,EU,EU,2
1446,2021-07-14,Copenhagen Flames,MOUZ NXT,Mirage,2,EU,EU,2
1447,2021-07-14,Fiend,Young Ninjas,Inferno,1,EU,EU,2
1448,2021-07-14,Fiend,Young Ninjas,Mirage,1,EU,EU,2
1449,2021-07-13,DBL PONEY,SAW,Nuke,2,EU,EU,2
1450,2021-07-13,DBL PONEY,SAW,Vertigo,2,EU,EU,2
1451,2021-07-13,SKADE,Sprout,Dust2,1,EU,EU,2
1452,2021-07-13,Sprout,SKADE,Mirage,2,EU,EU,2
1453,2021-07-13,MIBR,Fiend,Inferno,2,SA,EU,2
1454,2021-07-13,Fiend,MIBR,Mirage,1,EU,SA,2
1455,2021-07-13,ex-Marlian,Wisla Krakow,Overpass,2,CIS,EU,3
1456,2021-07-13,ex-Marlian,Wisla Krakow,Vertigo,2,CIS,EU,3
1457,2021-07-13,HAVU,Entropiq,Mirage,2,EU,CIS,2
1458,2021-07-13,Entropiq,HAVU,Dust2,2,CIS,EU,2
1459,2021-07-13,HAVU,Entropiq,Overpass,2,EU,CIS,2
1460,2021-07-13,Young Ninjas,Copenhagen Flames,Nuke,1,EU,EU,2
1461,2021-07-13,Copenhagen Flames,Young Ninjas,Mirage,2,EU,EU,2
1462,2021-12-07,DBL PONEY,Anonymo,Ancient,1,EU,EU,2
1463,2021-12-07,DBL PONEY,Anonymo,Nuke,2,EU,EU,2
1464,2021-12-07,Anonymo,DBL PONEY,Inferno,2,EU,EU,2
1465,2021-11-07,Astralis,Natus Vincere,Inferno,2,EU,CIS,1
1466,2021-11-07,Astralis,Natus Vincere,Dust2,1,EU,CIS,1
1467,2021-11-07,Natus Vincere,Astralis,Ancient,1,CIS,EU,1
1468,2021-11-07,FaZe,Heroic,Ancient,1,EU,EU,1
1469,2021-11-07,FaZe,Heroic,Nuke,2,EU,EU,1
1470,2021-11-07,Heroic,FaZe,Mirage,2,EU,EU,1
1471,2021-11-07,DBL PONEY,Akuma,Inferno,2,EU,CIS,2
1472,2021-11-07,Akuma,DBL PONEY,Dust2,2,CIS,EU,2
1473,2021-11-07,DBL PONEY,Akuma,Vertigo,1,EU,CIS,2
1474,2021-11-07,Akuma,DBL PONEY,Nuke,1,CIS,EU,2
1475,2021-11-07,Gambit,G2,Inferno,2,CIS,EU,1
1476,2021-11-07,Gambit,G2,Vertigo,1,CIS,EU,1
1477,2021-11-07,G2,Gambit,Mirage,1,EU,CIS,1
1478,2021-11-07,BIG,Virtus.pro,Inferno,2,EU,CIS,1
1479,2021-11-07,BIG,Virtus.pro,Dust2,2,EU,CIS,1
1480,2021-11-07,ENCE,Entropiq,Overpass,1,EU,CIS,2
1481,2021-11-07,Entropiq,ENCE,Inferno,2,CIS,EU,2
1482,2021-11-07,FURIA,Heroic,Nuke,2,SA,EU,1
1483,2021-11-07,Heroic,FURIA,Ancient,1,EU,SA,1
1484,2021-11-07,FaZe,Vitality,Dust2,1,EU,EU,1
1485,2021-11-07,Vitality,FaZe,Mirage,2,EU,EU,1
1486,2021-11-07,MOUZ NXT,Young Ninjas,Inferno,1,EU,EU,2
1487,2021-11-07,MOUZ NXT,Young Ninjas,Mirage,1,EU,EU,2
1488,2021-11-07,HAVU,SKADE,Overpass,2,EU,EU,2
1489,2021-11-07,SKADE,HAVU,Dust2,1,EU,EU,2
1490,2021-10-07,Astralis,Heroic,Overpass,1,EU,EU,1
1491,2021-10-07,Heroic,Astralis,Inferno,2,EU,EU,1
1492,2021-10-07,NIP,Virtus.pro,Inferno,2,EU,CIS,1
1493,2021-10-07,Virtus.pro,NIP,Ancient,1,CIS,EU,1
1494,2021-10-07,Vitality,Natus Vincere,Mirage,2,EU,CIS,1
1495,2021-10-07,Vitality,Natus Vincere,Nuke,2,EU,CIS,1
1496,2021-10-07,Natus Vincere,Vitality,Overpass,2,CIS,EU,1
1497,2021-10-07,BIG,Liquid,Nuke,1,EU,N_A,1
