Index,Date,Team1,Team2,Map,winner,Team1_region,Team2_region,Event_priority
2537,2021-05-23,Astralis,MOUZ,Overpass,2,EU,EU,3
2538,2021-05-23,MOUZ,Astralis,Nuke,1,EU,EU,3
2539,2021-05-23,Young Ninjas,DBL PONEY,Nuke,1,EU,EU,1
2540,2021-05-23,DBL PONEY,Young Ninjas,Inferno,2,EU,EU,1
2541,2021-05-23,Virtus.pro,ex-Marlian,Mirage,1,CIS,CIS,3
2542,2021-05-23,ex-Marlian,Virtus.pro,Dust2,2,CIS,CIS,3
2543,2021-05-23,K23,Trident,Train,1,CIS,CIS,3
2544,2021-05-23,K23,Trident,Overpass,1,CIS,CIS,3
2545,2021-05-23,Trident,K23,Inferno,1,CIS,CIS,3
2546,2021-05-23,Extra Salt,Liquid,Inferno,1,N_A,N_A,1
2547,2021-05-23,Extra Salt,Liquid,Vertigo,2,N_A,N_A,1
2548,2021-05-23,Liquid,Extra Salt,Nuke,2,N_A,N_A,1
2549,2021-05-23,paiN,O PLANO,Overpass,1,SA,SA,1
2550,2021-05-23,O PLANO,paiN,Nuke,2,SA,SA,1
2551,2021-05-22,Anonymo,DBL PONEY,Nuke,2,EU,EU,3
2552,2021-05-22,Anonymo,DBL PONEY,Inferno,2,EU,EU,3
2553,2021-05-22,DBL PONEY,Anonymo,Vertigo,2,EU,EU,3
2554,2021-05-22,Trident,GamerLegion,Mirage,2,CIS,EU,2
2555,2021-05-22,GamerLegion,Trident,Train,2,EU,CIS,2
2556,2021-05-22,Trident,GamerLegion,Inferno,2,CIS,EU,2
2557,2021-05-22,Virtus.pro,Entropiq,Vertigo,2,CIS,CIS,3
2558,2021-05-22,Entropiq,Virtus.pro,Mirage,1,CIS,CIS,3
2559,2021-05-22,Sprout,BIG,Vertigo,2,EU,EU,3
2560,2021-05-22,Sprout,BIG,Dust2,1,EU,EU,3
2561,2021-05-22,BIG,Sprout,Train,1,EU,EU,3
2562,2021-05-22,Young Ninjas,Copenhagen Flames,Overpass,2,EU,EU,1
2563,2021-05-22,Copenhagen Flames,Young Ninjas,Inferno,2,EU,EU,1
2564,2021-05-22,Young Ninjas,Copenhagen Flames,Vertigo,2,EU,EU,1
2565,2021-05-22,1WIN,Marlian,Mirage,2,CIS,CIS,3
2566,2021-05-22,Marlian,1WIN,Nuke,2,CIS,CIS,3
2567,2021-05-22,1WIN,Marlian,Train,2,CIS,CIS,3
2568,2021-05-22,Bad News Bears,Liquid,Overpass,2,N_A,N_A,1
2569,2021-05-22,Bad News Bears,Liquid,Inferno,1,N_A,N_A,1
2570,2021-05-22,Liquid,Bad News Bears,Mirage,1,N_A,N_A,1
2571,2021-05-22,FURIA,O PLANO,Mirage,2,SA,SA,1
2572,2021-05-22,O PLANO,FURIA,Vertigo,1,SA,SA,1
2573,2021-05-21,Complexity,Heroic,Nuke,2,EU,EU,3
2574,2021-05-21,Heroic,Complexity,Mirage,1,EU,EU,3
2575,2021-05-21,Copenhagen Flames,LDLC,Nuke,1,EU,EU,1
2576,2021-05-21,LDLC,Copenhagen Flames,Vertigo,2,EU,EU,1
2577,2021-05-21,Vitality,FunPlus Phoenix,Vertigo,1,EU,EU,3
2578,2021-05-21,Vitality,FunPlus Phoenix,Inferno,1,EU,EU,3
2579,2021-05-21,Vitality,FunPlus Phoenix,Dust2,2,EU,EU,3
2580,2021-05-21,Natus Vincere,Gambit,Train,1,CIS,CIS,3
2581,2021-05-21,Gambit,Natus Vincere,Dust2,2,CIS,CIS,3
2582,2021-05-21,Sangal,Izako Boars,Nuke,2,EU,EU,3
2583,2021-05-21,Izako Boars,Sangal,Dust2,1,EU,EU,3
2584,2021-05-21,Akuma,K23,Dust2,1,CIS,CIS,3
2585,2021-05-21,K23,Akuma,Vertigo,2,CIS,CIS,3
2586,2021-05-21,Young Ninjas,SKADE,Overpass,1,EU,EU,1
2587,2021-05-21,SKADE,Young Ninjas,Mirage,2,EU,EU,1
2588,2021-05-21,Extra Salt,EXTREMUM,Vertigo,1,N_A,Oceania,1
2589,2021-05-21,EXTREMUM,Extra Salt,Nuke,2,Oceania,N_A,1
2590,2021-05-21,Evil Geniuses,paiN,Inferno,2,N_A,SA,1
2591,2021-05-21,Evil Geniuses,paiN,Vertigo,1,N_A,SA,1
2592,2021-05-21,paiN,Evil Geniuses,Nuke,1,SA,N_A,1
2593,2021-05-20,NIP,FunPlus Phoenix,Inferno,1,EU,EU,3
2594,2021-05-20,FunPlus Phoenix,NIP,Mirage,2,EU,EU,3
2595,2021-05-20,Nordavind,DBL PONEY,Dust2,2,EU,EU,1
2596,2021-05-20,DBL PONEY,Nordavind,Vertigo,1,EU,EU,1
2597,2021-05-20,Gambit,Trident,Inferno,1,CIS,CIS,3
2598,2021-05-20,Trident,Gambit,Mirage,2,CIS,CIS,3
2599,2021-05-20,Heroic,G2,Mirage,2,EU,EU,3
2600,2021-05-20,G2,Heroic,Nuke,2,EU,EU,3
2601,2021-05-20,Heroic,G2,Inferno,2,EU,EU,3
2602,2021-05-20,forZe,SAW,Inferno,2,CIS,EU,2
2603,2021-05-20,forZe,SAW,Nuke,1,CIS,EU,2
2604,2021-05-20,forZe,SAW,Dust2,2,CIS,EU,2
2605,2021-05-20,Wisla Krakow,Sangal,Vertigo,1,EU,EU,3
2606,2021-05-20,Wisla Krakow,Sangal,Mirage,1,EU,EU,3
2607,2021-05-20,Endpoint,SKADE,Train,2,EU,EU,2
2608,2021-05-20,SKADE,Endpoint,Dust2,1,EU,EU,2
2609,2021-05-19,AGO,SKADE,Train,2,EU,EU,1
2610,2021-05-19,SKADE,AGO,Dust2,1,EU,EU,1
2611,2021-05-19,BIG,MOUZ,Nuke,2,EU,EU,3
2612,2021-05-19,MOUZ,BIG,Mirage,1,EU,EU,3
2613,2021-05-19,Entropiq,Spirit,Dust2,2,CIS,CIS,3
2614,2021-05-19,Spirit,Entropiq,Overpass,1,CIS,CIS,3
2615,2021-05-19,DBL PONEY,Astralis,Nuke,2,EU,EU,3
2616,2021-05-19,Astralis,DBL PONEY,Vertigo,1,EU,EU,3
2617,2021-05-19,Nemiga,SAW,Nuke,2,CIS,EU,2
2618,2021-05-19,SAW,Nemiga,Inferno,1,EU,CIS,2
2619,2021-05-19,Wisla Krakow,1WIN,Nuke,2,EU,CIS,3
2620,2021-05-19,1WIN,Wisla Krakow,Train,1,CIS,EU,3
2621,2021-05-19,Sinners,Movistar Riders,Mirage,1,EU,EU,2
2622,2021-05-19,Movistar Riders,Sinners,Vertigo,2,EU,EU,2
2623,2021-05-19,Virtus.pro,forZe,Inferno,2,CIS,CIS,3
2624,2021-05-19,Virtus.pro,forZe,Mirage,2,CIS,CIS,3
2625,2021-05-19,forZe,Virtus.pro,Dust2,2,CIS,CIS,3
2626,2021-05-19,HYENAS,Anonymo,Mirage,2,EU,EU,3
2627,2021-05-19,HYENAS,Anonymo,Overpass,1,EU,EU,3
2628,2021-05-19,HYENAS,Anonymo,Nuke,2,EU,EU,3
2629,2021-05-19,Entropiq,Young Ninjas,Mirage,2,CIS,EU,2
2630,2021-05-19,Young Ninjas,Entropiq,Train,1,EU,CIS,2
2631,2021-05-19,Tricked,Copenhagen Flames,Nuke,2,EU,EU,1
2632,2021-05-19,Tricked,Copenhagen Flames,Dust2,1,EU,EU,1
2633,2021-05-19,Tricked,Copenhagen Flames,Inferno,2,EU,EU,1
2634,2021-05-19,1WIN,Akuma,Mirage,2,CIS,CIS,3
2635,2021-05-19,Akuma,1WIN,Overpass,1,CIS,CIS,3
2636,2021-05-19,GamerLegion,Izako Boars,Inferno,1,EU,EU,3
2637,2021-05-19,GamerLegion,Izako Boars,Mirage,1,EU,EU,3
2638,2021-05-18,NIP,Anonymo,Mirage,1,EU,EU,3
2639,2021-05-18,K23,Nemiga,Dust2,1,CIS,CIS,3
2640,2021-05-18,K23,Nemiga,Inferno,1,CIS,CIS,3
2641,2021-05-18,LDLC,Wisla Krakow,Vertigo,2,EU,EU,2
2642,2021-05-18,LDLC,Wisla Krakow,Train,2,EU,EU,2
2643,2021-05-18,GamerLegion,Sangal,Mirage,2,EU,EU,2
2644,2021-05-18,GamerLegion,Sangal,Inferno,2,EU,EU,2
2645,2021-05-18,Sinners,Movistar Riders,Nuke,1,EU,EU,2
2646,2021-05-18,Sinners,Movistar Riders,Inferno,1,EU,EU,2
2647,2021-05-18,BIG,SAW,Vertigo,2,EU,EU,2
2648,2021-05-18,BIG,SAW,Nuke,2,EU,EU,2
2649,2021-05-18,AGO,Endpoint,Inferno,1,EU,EU,2
2650,2021-05-18,Movistar Riders,Sinners,Vertigo,1,EU,EU,2
2651,2021-05-18,BIG,SAW,Dust2,1,EU,EU,2
2652,2021-05-18,Endpoint,AGO,Dust2,2,EU,EU,2
2653,2021-05-18,Fiend,Izako Boars,Train,1,EU,EU,3
2654,2021-05-18,Izako Boars,Fiend,Mirage,2,EU,EU,3
2655,2021-05-18,Lyngby Vikings,Wisla Krakow,Mirage,2,EU,EU,3
2656,2021-05-18,Wisla Krakow,Lyngby Vikings,Inferno,1,EU,EU,3
2657,2021-05-18,Sangal,1WIN,Dust2,2,EU,CIS,3
2658,2021-05-18,Sangal,1WIN,Nuke,2,EU,CIS,3
2659,2021-05-17,Gambit,Spirit,Dust2,2,CIS,CIS,3
2660,2021-05-17,Spirit,Gambit,Mirage,1,CIS,CIS,3
2661,2021-05-17,Bad News Bears,paiN,Nuke,2,N_A,SA,2
2662,2021-05-17,paiN,Bad News Bears,Mirage,1,SA,N_A,2
2663,2021-05-17,O PLANO,Extra Salt,Nuke,2,SA,N_A,2
2664,2021-05-17,Extra Salt,O PLANO,Inferno,1,N_A,SA,2
2665,2021-05-16,forZe,Nemiga,Dust2,1,CIS,CIS,3
2666,2021-05-16,Nemiga,forZe,Mirage,2,CIS,CIS,3
2667,2021-05-16,forZe,Nemiga,Overpass,2,CIS,CIS,3
2668,2021-05-16,Sprout,FaZe,Train,1,EU,EU,3
2669,2021-05-16,FaZe,Sprout,Dust2,2,EU,EU,3
2670,2021-05-16,Sprout,FaZe,Mirage,2,EU,EU,3
2671,2021-05-16,Natus Vincere,Entropiq,Overpass,2,CIS,CIS,3
2672,2021-05-16,Entropiq,Natus Vincere,Nuke,1,CIS,CIS,3
2673,2021-05-16,Sangal,Apeks,Inferno,1,EU,EU,3
2674,2021-05-16,Apeks,Sangal,Dust2,2,EU,EU,3
2675,2021-05-15,Complexity,fnatic,Inferno,1,EU,EU,3
2676,2021-05-15,fnatic,Complexity,Mirage,2,EU,EU,3
2677,2021-05-15,Anonymo,AGO,Mirage,2,EU,EU,3
2678,2021-05-15,AGO,Anonymo,Nuke,2,EU,EU,3
2679,2021-05-15,Anonymo,AGO,Inferno,2,EU,EU,3
2680,2021-05-15,Vitality,OG,Inferno,1,EU,EU,3
2681,2021-05-15,OG,Vitality,Dust2,2,EU,EU,3
2682,2021-05-15,Marlian,K23,Inferno,2,CIS,CIS,3
2683,2021-05-15,K23,Marlian,Mirage,1,CIS,CIS,3
2684,2021-05-15,Triumph,O PLANO,Train,2,N_A,SA,2
2685,2021-05-15,Triumph,O PLANO,Dust2,2,N_A,SA,2
2686,2021-05-15,O PLANO,Triumph,Nuke,2,SA,N_A,2
2687,2021-05-14,1WIN,Nemiga,Vertigo,2,CIS,CIS,3
2688,2021-05-14,Nemiga,1WIN,Dust2,2,CIS,CIS,3
2689,2021-05-14,Nemiga,1WIN,Nuke,1,CIS,CIS,3
2690,2021-05-14,NIP,Anonymo,Nuke,2,EU,EU,3
2691,2021-05-14,Anonymo,NIP,Overpass,2,EU,EU,3
2692,2021-05-14,Akuma,Gambit,Vertigo,2,CIS,CIS,3
2693,2021-05-14,Akuma,Gambit,Mirage,2,CIS,CIS,3
2694,2021-05-14,Fiend,ENCE,Train,2,EU,EU,3
2695,2021-05-14,ENCE,Fiend,Overpass,1,EU,EU,3
2696,2021-05-13,K23,Virtus.pro,Dust2,2,CIS,CIS,3
2697,2021-05-13,K23,Virtus.pro,Mirage,2,CIS,CIS,3
2698,2021-05-13,ENCE,Dignitas,Train,1,EU,EU,3
2699,2021-05-13,Dignitas,ENCE,Nuke,2,EU,EU,3
2700,2021-05-13,Fiend,Entropiq,Overpass,1,EU,CIS,3
2701,2021-05-13,Fiend,Entropiq,Mirage,1,EU,CIS,3
2702,2021-05-13,Entropiq,Fiend,Dust2,1,CIS,EU,3
2703,2021-05-13,Sprout,SKADE,Mirage,2,EU,EU,2
2704,2021-05-13,SKADE,Sprout,Dust2,1,EU,EU,2
2705,2021-05-13,Sprout,SKADE,Train,1,EU,EU,2
2706,2021-12-05,FaZe,G2,Inferno,2,EU,EU,3
2707,2021-12-05,G2,FaZe,Mirage,2,EU,EU,3
2708,2021-12-05,FaZe,G2,Train,2,EU,EU,3
2709,2021-12-05,Movistar Riders,Izako Boars,Inferno,1,EU,EU,2
2710,2021-12-05,Izako Boars,Movistar Riders,Nuke,1,EU,EU,2
2711,2021-12-05,Movistar Riders,Izako Boars,Vertigo,1,EU,EU,2
2712,2021-12-05,Trident,Marlian,Overpass,1,CIS,CIS,3
2713,2021-12-05,Marlian,Trident,Nuke,1,CIS,CIS,3
2714,2021-12-05,Trident,Marlian,Train,1,CIS,CIS,3
2715,2021-12-05,Sprout,Heroic,Nuke,2,EU,EU,3
2716,2021-12-05,Heroic,Sprout,Vertigo,1,EU,EU,3
2717,2021-12-05,SKADE,ENCE,Inferno,2,EU,EU,3
2718,2021-12-05,ENCE,SKADE,Train,2,EU,EU,3
2719,2021-12-05,ENCE,SKADE,Overpass,1,EU,EU,3
2720,2021-12-05,Copenhagen Flames,Movistar Riders,Overpass,2,EU,EU,2
2721,2021-12-05,Movistar Riders,Copenhagen Flames,Inferno,1,EU,EU,2
2722,2021-12-05,Dignitas,Young Ninjas,Vertigo,1,EU,EU,3
2723,2021-12-05,Dignitas,Young Ninjas,Nuke,2,EU,EU,3
2724,2021-12-05,Dignitas,Young Ninjas,Inferno,1,EU,EU,3
2725,2021-11-05,fnatic,MOUZ,Overpass,2,EU,EU,3
2726,2021-11-05,MOUZ,fnatic,Inferno,1,EU,EU,3
2727,2021-11-05,Sinners,Endpoint,Overpass,1,EU,EU,2
2728,2021-11-05,Endpoint,Sinners,Vertigo,2,EU,EU,2
2729,2021-11-05,Anonymo,Movistar Riders,Mirage,1,EU,EU,2
2730,2021-11-05,Movistar Riders,Anonymo,Nuke,1,EU,EU,2
2731,2021-11-05,Anonymo,Movistar Riders,Inferno,1,EU,EU,2
2732,2021-11-05,Complexity,BIG,Dust2,2,EU,EU,3
2733,2021-11-05,BIG,Complexity,Nuke,1,EU,EU,3
2734,2021-11-05,Entropiq,Endpoint,Mirage,1,CIS,EU,3
2735,2021-11-05,Entropiq,Endpoint,Overpass,2,CIS,EU,3
2736,2021-11-05,Endpoint,Entropiq,Dust2,2,EU,CIS,3
2737,2021-11-05,Fiend,forZe,Overpass,1,EU,CIS,3
2738,2021-11-05,Fiend,forZe,Inferno,1,EU,CIS,3
2739,2021-10-05,OG,Astralis,Nuke,2,EU,EU,3
2740,2021-10-05,Astralis,OG,Inferno,1,EU,EU,3
2741,2021-10-05,Copenhagen Flames,Apeks,Overpass,2,EU,EU,1
2742,2021-10-05,Apeks,Copenhagen Flames,Nuke,2,EU,EU,1
2743,2021-10-05,Copenhagen Flames,Apeks,Inferno,2,EU,EU,1
2744,2021-10-05,Sangal,Fiend,Mirage,2,EU,EU,3
2745,2021-10-05,Fiend,Sangal,Dust2,1,EU,EU,3
2746,2021-10-05,DBL PONEY,Vitality,Inferno,1,EU,EU,3
2747,2021-10-05,Vitality,DBL PONEY,Nuke,2,EU,EU,3
2748,2021-10-05,SKADE,Anonymo,Inferno,1,EU,EU,3
2749,2021-10-05,Anonymo,SKADE,Overpass,2,EU,EU,3
2750,2021-10-05,Anonymo,SKADE,Nuke,1,EU,EU,3
2751,2021-10-05,Endpoint,LDLC,Dust2,1,EU,EU,3
2752,2021-10-05,LDLC,Endpoint,Inferno,1,EU,EU,3
2753,2021-10-05,LDLC,Endpoint,Mirage,2,EU,EU,3
2754,2021-10-05,Movistar Riders,Young Ninjas,Overpass,2,EU,EU,3
2755,2021-10-05,Young Ninjas,Movistar Riders,Inferno,1,EU,EU,3
2756,2021-09-05,Natus Vincere,Gambit,Train,1,CIS,CIS,1
2757,2021-09-05,Gambit,Natus Vincere,Dust2,2,CIS,CIS,1
2758,2021-09-05,Natus Vincere,Gambit,Overpass,1,CIS,CIS,1
2759,2021-09-05,WaitForTag,1WIN,Mirage,1,CIS,CIS,3
2760,2021-09-05,Marlian,K23,Overpass,1,CIS,CIS,3
2761,2021-09-05,Copenhagen Flames,Fiend,Mirage,2,EU,EU,3
2762,2021-09-05,Fiend,Copenhagen Flames,Nuke,1,EU,EU,3
2763,2021-08-05,Heroic,Natus Vincere,Inferno,2,EU,CIS,1
2764,2021-08-05,Natus Vincere,Heroic,Nuke,1,CIS,EU,1
2765,2021-08-05,Heroic,Natus Vincere,Mirage,1,EU,CIS,1
2766,2021-08-05,Wisla Krakow,AGO,Mirage,2,EU,EU,3
2767,2021-08-05,AGO,Wisla Krakow,Dust2,1,EU,EU,3
2768,2021-08-05,G2,Gambit,Vertigo,2,EU,CIS,1
2769,2021-08-05,Gambit,G2,Inferno,1,CIS,EU,1
2770,2021-07-05,FURIA,Natus Vincere,Mirage,2,SA,CIS,1
2771,2021-07-05,FURIA,Natus Vincere,Nuke,2,SA,CIS,1
2772,2021-07-05,Natus Vincere,FURIA,Inferno,2,CIS,SA,1
2773,2021-07-05,Astralis,G2,Vertigo,2,EU,EU,1
2774,2021-07-05,G2,Astralis,Nuke,2,EU,EU,1
2775,2021-07-05,Astralis,G2,Train,2,EU,EU,1
2776,2021-07-05,Young Ninjas,SAW,Nuke,2,EU,EU,2
2777,2021-07-05,SAW,Young Ninjas,Inferno,1,EU,EU,2
2778,2021-07-05,Sprout,forZe,Mirage,2,EU,CIS,2
2779,2021-07-05,forZe,Sprout,Nuke,1,CIS,EU,2
2780,2021-06-05,AGO,Sangal,Inferno,1,EU,EU,1
2781,2021-06-05,Sangal,AGO,Nuke,2,EU,EU,1
2782,2021-06-05,Copenhagen Flames,Anonymo,Mirage,1,EU,EU,2
2783,2021-06-05,Anonymo,Copenhagen Flames,Overpass,1,EU,EU,2
2784,2021-06-05,Copenhagen Flames,Anonymo,Nuke,1,EU,EU,2
2785,2021-06-05,Tricked,AGO,Mirage,1,EU,EU,1
2786,2021-06-05,AGO,Tricked,Inferno,1,EU,EU,1
2787,2021-06-05,AGO,Tricked,Nuke,2,EU,EU,1
2788,2021-06-05,SKADE,Endpoint,Inferno,2,EU,EU,2
2789,2021-06-05,Endpoint,SKADE,Train,1,EU,EU,2
2790,2021-06-05,Copenhagen Flames,Izako Boars,Nuke,1,EU,EU,3
2791,2021-06-05,Copenhagen Flames,Izako Boars,Mirage,1,EU,EU,3
2792,2021-05-05,Anonymo,Sinners,Mirage,2,EU,EU,2
2793,2021-05-05,Sinners,Anonymo,Nuke,1,EU,EU,2
2794,2021-05-05,Anonymo,Sinners,Vertigo,1,EU,EU,2
2795,2021-05-05,forZe,EPG Family,Dust2,1,CIS,CIS,3
2796,2021-05-05,EPG Family,forZe,Mirage,2,CIS,CIS,3
2797,2021-05-05,forZe,EPG Family,Overpass,2,CIS,CIS,3
2798,2021-05-05,FURIA,forZe,Mirage,2,SA,CIS,3
2799,2021-05-05,FURIA,forZe,Nuke,1,SA,CIS,3
2800,2021-05-05,forZe,FURIA,Inferno,1,CIS,SA,3
2801,2021-05-05,Anonymo,Movistar Riders,Nuke,2,EU,EU,3
2802,2021-05-05,Anonymo,Movistar Riders,Overpass,2,EU,EU,3
2803,2021-05-05,EPG Family,fnatic,Train,1,CIS,EU,3
2804,2021-05-05,fnatic,EPG Family,Dust2,2,EU,CIS,3
2805,2021-05-05,Endpoint,Fiend,Dust2,2,EU,EU,3
2806,2021-05-05,Endpoint,Fiend,Overpass,1,EU,EU,3
2807,2021-05-05,Endpoint,Fiend,Mirage,2,EU,EU,3
2808,2021-04-05,Apeks,BIG,Dust2,2,EU,EU,2
2809,2021-04-05,Apeks,BIG,Mirage,1,EU,EU,2
2810,2021-04-05,BIG,Apeks,Overpass,1,EU,EU,2
2811,2021-04-05,Sprout,Endpoint,Inferno,2,EU,EU,2
2812,2021-04-05,Endpoint,Sprout,Dust2,1,EU,EU,2
2813,2021-04-05,Sinners,FURIA,Mirage,2,EU,SA,3
2814,2021-04-05,FURIA,Sinners,Vertigo,2,SA,EU,3
2815,2021-04-05,Sinners,FURIA,Inferno,2,EU,SA,3
2816,2021-04-05,forZe,Spirit,Nuke,1,CIS,CIS,3
2817,2021-04-05,Spirit,forZe,Mirage,2,CIS,CIS,3
2818,2021-04-05,fnatic,EXTREMUM,Inferno,1,EU,Oceania,3
2819,2021-04-05,EXTREMUM,fnatic,Train,1,Oceania,EU,3
2820,2021-04-05,fnatic,EXTREMUM,Vertigo,1,EU,Oceania,3
2821,2021-04-05,ENCE,EPG Family,Overpass,2,EU,CIS,3
2822,2021-04-05,EPG Family,ENCE,Nuke,1,CIS,EU,3
2823,2021-03-05,forZe,K23,Dust2,1,CIS,CIS,3
2824,2021-03-05,K23,forZe,Mirage,2,CIS,CIS,3
2825,2021-03-05,AGO,EXTREMUM,Inferno,2,EU,Oceania,3
2826,2021-03-05,EXTREMUM,AGO,Dust2,1,Oceania,EU,3
2827,2021-03-05,EPG Family,SKADE,Overpass,1,CIS,EU,3
2828,2021-03-05,SKADE,EPG Family,Dust2,2,EU,CIS,3
2829,2021-03-05,O PLANO,Triumph,Nuke,1,SA,N_A,2
2830,2021-03-05,Triumph,O PLANO,Dust2,2,N_A,SA,2
2831,2021-02-05,Heroic,Astralis,Inferno,1,EU,EU,1
2832,2021-02-05,Astralis,Heroic,Nuke,2,EU,EU,1
2833,2021-02-05,SAW,Movistar Riders,Mirage,2,EU,EU,2
2834,2021-02-05,Movistar Riders,SAW,Vertigo,1,EU,EU,2
2835,2021-02-05,SKADE,ENCE,Mirage,1,EU,EU,3
2836,2021-02-05,ENCE,SKADE,Overpass,1,EU,EU,3
2837,2021-02-05,SKADE,ENCE,Dust2,1,EU,EU,3
2838,2021-02-05,Natus Vincere,Gambit,Mirage,2,CIS,CIS,1
2839,2021-02-05,Natus Vincere,Gambit,Overpass,2,CIS,CIS,1
2840,2021-02-05,Gambit,Natus Vincere,Dust2,2,CIS,CIS,1
2841,2021-02-05,Endpoint,ENCE,Train,2,EU,EU,3
2842,2021-02-05,ENCE,Endpoint,Inferno,1,EU,EU,3
2843,2021-02-05,Fiend,Izako Boars,Inferno,1,EU,EU,3
2844,2021-02-05,Fiend,Izako Boars,Dust2,1,EU,EU,3
2845,2021-02-05,FURIA,Vitality,Nuke,1,SA,EU,1
2846,2021-02-05,Vitality,FURIA,Vertigo,2,EU,SA,1
2847,2021-02-05,Sinners,SKADE,Inferno,2,EU,EU,3
2848,2021-02-05,Sinners,SKADE,Train,2,EU,EU,3
2849,2021-02-05,SKADE,Sinners,Nuke,2,EU,EU,3
2850,2021-02-05,Copenhagen Flames,Young Ninjas,Train,2,EU,EU,3
2851,2021-02-05,Copenhagen Flames,Young Ninjas,Overpass,2,EU,EU,3
2852,2021-02-05,Copenhagen Flames,Young Ninjas,Inferno,1,EU,EU,3
2853,2021-01-05,G2,Virtus.pro,Inferno,1,EU,CIS,1
2854,2021-01-05,Virtus.pro,G2,Vertigo,2,CIS,EU,1
2855,2021-01-05,Sangal,Endpoint,Mirage,2,EU,EU,3
2856,2021-01-05,Endpoint,Sangal,Dust2,1,EU,EU,3
2857,2021-01-05,Complexity,FURIA,Inferno,2,EU,SA,1
2858,2021-01-05,FURIA,Complexity,Mirage,1,SA,EU,1
2859,2021-01-05,Sinners,Anonymo,Vertigo,1,EU,EU,3
2860,2021-01-05,Sinners,Anonymo,Nuke,2,EU,EU,3
2861,2021-01-05,Anonymo,Sinners,Inferno,2,EU,EU,3
2862,2021-01-05,Sprout,ENCE,Train,2,EU,EU,3
2863,2021-01-05,ENCE,Sprout,Dust2,1,EU,EU,3
2864,2021-01-05,Movistar Riders,SKADE,Inferno,2,EU,EU,3
2865,2021-01-05,Movistar Riders,SKADE,Train,2,EU,EU,3
2866,2021-01-05,Movistar Riders,SKADE,Overpass,1,EU,EU,3
2867,2021-01-05,BIG,Vitality,Nuke,2,EU,EU,1
2868,2021-01-05,Vitality,BIG,Mirage,1,EU,EU,1
2869,2021-01-05,1WIN,SKADE,Train,2,CIS,EU,3
2870,2021-01-05,1WIN,SKADE,Vertigo,1,CIS,EU,3
2871,2021-01-05,1WIN,SKADE,Overpass,2,CIS,EU,3
2872,2021-04-30,MOUZ,Complexity,Overpass,1,EU,EU,3
2873,2021-04-30,Complexity,MOUZ,Nuke,2,EU,EU,3
2874,2021-04-30,MOUZ,G2,Mirage,2,EU,EU,1
2875,2021-04-30,G2,MOUZ,Vertigo,1,EU,EU,1
2876,2021-04-30,BIG,Heroic,Nuke,2,EU,EU,1
2877,2021-04-30,Heroic,BIG,Mirage,1,EU,EU,1
2878,2021-04-30,DBL PONEY,HAVU,Train,1,EU,EU,3
2879,2021-04-30,HAVU,DBL PONEY,Dust2,2,EU,EU,3
2880,2021-04-30,Complexity,Astralis,Inferno,2,EU,EU,1
2881,2021-04-30,Astralis,Complexity,Vertigo,1,EU,EU,1
2882,2021-04-30,Spirit,Virtus.pro,Inferno,2,CIS,CIS,1
2883,2021-04-30,Virtus.pro,Spirit,Train,1,CIS,CIS,1
2884,2021-04-30,forZe,Sinners,Inferno,2,CIS,EU,2
2885,2021-04-30,Sinners,forZe,Mirage,1,EU,CIS,2
2886,2021-04-30,AGO,Fiend,Train,1,EU,EU,3
2887,2021-04-30,AGO,Fiend,Dust2,1,EU,EU,3
2888,2021-04-30,Fiend,AGO,Inferno,1,EU,EU,3
2889,2021-04-30,Anonymo,MOUZ,Overpass,2,EU,EU,3
2890,2021-04-30,MOUZ,Anonymo,Vertigo,1,EU,EU,3
2891,2021-04-30,Extra Salt,Vitality,Nuke,2,N_A,EU,1
2892,2021-04-30,Vitality,Extra Salt,Dust2,2,EU,N_A,1
2893,2021-04-30,Vitality,Extra Salt,Overpass,1,EU,N_A,1
2894,2021-04-30,paiN,FURIA,Mirage,2,SA,SA,1
2895,2021-04-30,FURIA,paiN,Nuke,1,SA,SA,1
2896,2021-04-30,Movistar Riders,Copenhagen Flames,Inferno,1,EU,EU,3
2897,2021-04-30,Movistar Riders,Copenhagen Flames,Mirage,1,EU,EU,3
2898,2021-04-30,EPG Family,Sprout,Dust2,1,CIS,EU,2
2899,2021-04-30,Sprout,EPG Family,Mirage,2,EU,CIS,2
2900,2021-04-30,Apeks,forZe,Nuke,2,EU,CIS,3
2901,2021-04-30,forZe,Apeks,Overpass,1,CIS,EU,3
2902,2021-04-30,Anonymo,Endpoint,Inferno,2,EU,EU,2
2903,2021-04-30,SKADE,Extra Salt,Train,1,EU,N_A,3
2904,2021-04-30,Extra Salt,SKADE,Inferno,2,N_A,EU,3
2905,2021-04-29,Sprout,Anonymo,Mirage,2,EU,EU,3
2906,2021-04-29,Anonymo,Sprout,Nuke,1,EU,EU,3
2907,2021-04-29,Sprout,Anonymo,Inferno,1,EU,EU,3
2908,2021-04-29,MOUZ,FaZe,Overpass,1,EU,EU,1
2909,2021-04-29,FaZe,MOUZ,Nuke,2,EU,EU,1
2910,2021-04-29,MOUZ,FaZe,Mirage,2,EU,EU,1
2911,2021-04-29,Natus Vincere,Virtus.pro,Inferno,1,CIS,CIS,1
2912,2021-04-29,Natus Vincere,Virtus.pro,Dust2,1,CIS,CIS,1
2913,2021-04-29,Sprout,HAVU,Nuke,1,EU,EU,3
