Index,Date,Team1,Team2,Team1_country,Team2_country,Map,Team1_Score,Team2_Score,Event,Total_rounds,rnd_diff,winner,Team1_region,Team2_region,Event_priority
4062,2021-03-01,Copenhagen Flames,SAW,Denmark,Portugal,Nuke,13,16,Snow Sweet Snow 2,29,-3,2,EU,EU,3
4063,2021-03-01,SAW,Copenhagen Flames,Portugal,Denmark,Overpass,5,16,Snow Sweet Snow 2,21,-11,2,EU,EU,3
4064,2021-03-01,HAVU,MIBR,Finland,Brazil,Train,16,13,Snow Sweet Snow 2,29,3,1,EU,SA,3
4065,2021-03-01,MIBR,HAVU,Brazil,Finland,Dust2,7,16,Snow Sweet Snow 2,23,-9,2,SA,EU,3
4066,2021-03-01,Sinners,GODSENT,Czech Republic,Brazil,Inferno,16,7,Snow Sweet Snow 2,23,9,1,EU,SA,3
4067,2021-03-01,GODSENT,Sinners,Brazil,Czech Republic,Vertigo,6,16,Snow Sweet Snow 2,22,-10,2,SA,EU,3
4068,2021-03-01,AGO,Movistar Riders,Poland,Europe,Train,16,9,Snow Sweet Snow 2,25,7,1,EU,EU,3
4069,2021-03-01,Movistar Riders,AGO,Europe,Poland,Mirage,10,16,Snow Sweet Snow 2,26,-6,2,EU,EU,3
4070,2021-03-01,Winstrike,TeamOne,Russia,Brazil,Vertigo,16,10,Snow Sweet Snow 2,26,6,1,CIS,SA,3
4071,2021-03-01,Winstrike,TeamOne,Russia,Brazil,Train,16,10,Snow Sweet Snow 2,26,6,1,CIS,SA,3
4072,2021-03-01,Anonymo,SKADE,Poland,Bulgaria,Overpass,11,16,Snow Sweet Snow 2,27,-5,2,EU,EU,3
4073,2021-03-01,SKADE,Anonymo,Bulgaria,Poland,Train,16,9,Snow Sweet Snow 2,25,7,1,EU,EU,3
4074,2021-03-01,Triumph,Extra Salt,United States,North America,Train,11,16,ESEA Winter 2020 Cash Cup 6 North America,27,-5,2,N_A,N_A,2
4075,2021-03-01,Extra Salt,Triumph,North America,United States,Nuke,19,15,ESEA Winter 2020 Cash Cup 6 North America,34,4,1,N_A,N_A,2
4076,2021-03-01,paiN,Mythic,Brazil,United States,Mirage,16,14,ESEA Winter 2020 Cash Cup 6 North America,30,2,1,SA,N_A,2
4077,2021-03-01,Mythic,paiN,United States,Brazil,Dust2,8,16,ESEA Winter 2020 Cash Cup 6 North America,24,-8,2,N_A,SA,2
4078,2021-03-01,Triumph,Mythic,United States,United States,Train,16,10,ESEA Winter 2020 Cash Cup 6 North America,26,6,1,N_A,N_A,2
4079,2021-03-01,Triumph,Mythic,United States,United States,Dust2,12,16,ESEA Winter 2020 Cash Cup 6 North America,28,-4,2,N_A,N_A,2
4080,2021-03-01,Mythic,Triumph,United States,United States,Overpass,11,16,ESEA Winter 2020 Cash Cup 6 North America,27,-5,2,N_A,N_A,2
4081,2021-03-01,paiN,Extra Salt,Brazil,North America,Train,13,16,ESEA Winter 2020 Cash Cup 6 North America,29,-3,2,SA,N_A,2
4082,2021-03-01,Extra Salt,paiN,North America,Brazil,Vertigo,16,6,ESEA Winter 2020 Cash Cup 6 North America,22,10,1,N_A,SA,2
4083,2021-02-28,Gambit,Virtus.pro,Russia,CIS,Overpass,16,12,IEM Katowice 2021,28,4,1,CIS,CIS,1
4084,2021-02-28,Virtus.pro,Gambit,CIS,Russia,Train,4,16,IEM Katowice 2021,20,-12,2,CIS,CIS,1
4085,2021-02-28,Gambit,Virtus.pro,Russia,CIS,Dust2,16,6,IEM Katowice 2021,22,10,1,CIS,CIS,1
4086,2021-02-28,Virtus.pro,Gambit,CIS,Russia,Vertigo,16,14,IEM Katowice 2021,30,2,1,CIS,CIS,1
4087,2021-02-28,paiN,Bad News Bears,Brazil,United States,Dust2,16,14,ESEA Winter 2020 Cash Cup 6 North America,30,2,1,SA,N_A,2
4088,2021-02-27,Virtus.pro,Liquid,CIS,United States,Mirage,16,12,IEM Katowice 2021,28,4,1,CIS,N_A,1
4089,2021-02-27,Liquid,Virtus.pro,United States,CIS,Dust2,9,16,IEM Katowice 2021,25,-7,2,N_A,CIS,1
4090,2021-02-27,Gambit,Spirit,Russia,Russia,Inferno,16,13,IEM Katowice 2021,29,3,1,CIS,CIS,1
4091,2021-02-27,Spirit,Gambit,Russia,Russia,Overpass,11,16,IEM Katowice 2021,27,-5,2,CIS,CIS,1
4092,2021-02-27,RBG,Extra Salt,United States,North America,Train,6,16,DreamHack Open March 2021 North America Closed Qualifier,22,-10,2,N_A,N_A,2
4093,2021-02-27,Extra Salt,RBG,North America,United States,Inferno,16,12,DreamHack Open March 2021 North America Closed Qualifier,28,4,1,N_A,N_A,2
4094,2021-02-26,Virtus.pro,Astralis,CIS,Denmark,Inferno,16,11,IEM Katowice 2021,27,5,1,CIS,EU,1
4095,2021-02-26,Virtus.pro,Astralis,CIS,Denmark,Train,12,16,IEM Katowice 2021,28,-4,2,CIS,EU,1
4096,2021-02-26,Astralis,Virtus.pro,Denmark,CIS,Overpass,10,16,IEM Katowice 2021,26,-6,2,EU,CIS,1
4097,2021-02-26,Copenhagen Flames,Tricked,Denmark,Denmark,Overpass,16,12,Snow Sweet Snow 2 Regionals,28,4,1,EU,EU,3
4098,2021-02-26,Tricked,Copenhagen Flames,Denmark,Denmark,Inferno,14,16,Snow Sweet Snow 2 Regionals,30,-2,2,EU,EU,3
4099,2021-02-26,Gambit,Natus Vincere,Russia,Russia,Train,16,6,IEM Katowice 2021,22,10,1,CIS,CIS,1
4100,2021-02-26,Natus Vincere,Gambit,Russia,Russia,Overpass,12,16,IEM Katowice 2021,28,-4,2,CIS,CIS,1
4101,2021-02-26,StylDunow,AGO,Poland,Poland,Nuke,11,16,Snow Sweet Snow 2 Regionals,27,-5,2,EU,EU,3
4102,2021-02-26,AGO,StylDunow,Poland,Poland,Train,12,16,Snow Sweet Snow 2 Regionals,28,-4,2,EU,EU,3
4103,2021-02-26,StylDunow,AGO,Poland,Poland,Dust2,12,16,Snow Sweet Snow 2 Regionals,28,-4,2,EU,EU,3
4104,2021-02-26,RBG,Mythic,United States,United States,Nuke,16,11,DreamHack Open March 2021 North America Closed Qualifier,27,5,1,N_A,N_A,2
4105,2021-02-26,RBG,Mythic,United States,United States,Train,12,16,DreamHack Open March 2021 North America Closed Qualifier,28,-4,2,N_A,N_A,2
4106,2021-02-26,Mythic,RBG,United States,United States,Overpass,19,22,DreamHack Open March 2021 North America Closed Qualifier,41,-3,2,N_A,N_A,2
4107,2021-02-25,HAVU,Lilmix,Finland,Sweden,Mirage,16,9,Snow Sweet Snow 2 Regionals,25,7,1,EU,EU,3
4108,2021-02-25,Lilmix,HAVU,Sweden,Finland,Inferno,8,16,Snow Sweet Snow 2 Regionals,24,-8,2,EU,EU,3
4109,2021-02-25,Movistar Riders,Sprout,Europe,Germany,Mirage,10,16,European Development Championship 2,26,-6,2,EU,EU,2
4110,2021-02-25,Sprout,Movistar Riders,Germany,Europe,Train,16,5,European Development Championship 2,21,11,1,EU,EU,2
4111,2021-02-25,Movistar Riders,Sprout,Europe,Germany,Nuke,16,10,European Development Championship 2,26,6,1,EU,EU,2
4112,2021-02-25,AGO,Sinners,Poland,Czech Republic,Vertigo,6,16,Snow Sweet Snow 2 Regionals,22,-10,2,EU,EU,3
4113,2021-02-25,Sinners,AGO,Czech Republic,Poland,Mirage,16,14,Snow Sweet Snow 2 Regionals,30,2,1,EU,EU,3
4114,2021-02-25,AGO,Sinners,Poland,Czech Republic,Inferno,16,14,Snow Sweet Snow 2 Regionals,30,2,1,EU,EU,3
4115,2021-02-24,LDLC,Anonymo,France,Poland,Vertigo,14,16,ESEA Premier Season 36 Europe,30,-2,2,EU,EU,2
4116,2021-02-24,LDLC,Anonymo,France,Poland,Train,12,16,ESEA Premier Season 36 Europe,28,-4,2,EU,EU,2
4117,2021-02-24,Anonymo,LDLC,Poland,France,Nuke,13,16,ESEA Premier Season 36 Europe,29,-3,2,EU,EU,2
4118,2021-02-24,Winstrike,Lilmix,Russia,Sweden,Train,16,4,Snow Sweet Snow 2 Regionals,20,12,1,CIS,EU,3
4119,2021-02-24,Lilmix,Winstrike,Sweden,Russia,Mirage,9,16,Snow Sweet Snow 2 Regionals,25,-7,2,EU,CIS,3
4120,2021-02-24,SKADE,AGO,Bulgaria,Poland,Vertigo,16,12,Snow Sweet Snow 2 Regionals,28,4,1,EU,EU,3
4121,2021-02-24,AGO,SKADE,Poland,Bulgaria,Inferno,17,19,Snow Sweet Snow 2 Regionals,36,-2,2,EU,EU,3
4122,2021-02-24,Copenhagen Flames,HAVU,Denmark,Finland,Inferno,9,16,Snow Sweet Snow 2 Regionals,25,-7,2,EU,EU,3
4123,2021-02-24,Copenhagen Flames,HAVU,Denmark,Finland,Mirage,10,16,Snow Sweet Snow 2 Regionals,26,-6,2,EU,EU,3
4124,2021-02-24,HAVU,Copenhagen Flames,Finland,Denmark,Overpass,17,19,Snow Sweet Snow 2 Regionals,36,-2,2,EU,EU,3
4125,2021-02-24,Sprout,Sinners,Germany,Czech Republic,Mirage,16,9,European Development Championship 2,25,7,1,EU,EU,2
4126,2021-02-24,Sprout,Sinners,Germany,Czech Republic,Vertigo,16,13,European Development Championship 2,29,3,1,EU,EU,2
4127,2021-02-24,Sinners,Sprout,Czech Republic,Germany,Train,16,5,European Development Championship 2,21,11,1,EU,EU,2
4128,2021-02-24,Tricked,Sinners,Denmark,Czech Republic,Inferno,9,16,Snow Sweet Snow 2 Regionals,25,-7,2,EU,EU,3
4129,2021-02-24,Sinners,Tricked,Czech Republic,Denmark,Train,16,3,Snow Sweet Snow 2 Regionals,19,13,1,EU,EU,3
4130,2021-02-24,Nemiga,Movistar Riders,Belarus,Europe,Overpass,11,16,European Development Championship 2,27,-5,2,CIS,EU,2
4131,2021-02-24,Movistar Riders,Nemiga,Europe,Belarus,Mirage,16,14,European Development Championship 2,30,2,1,EU,CIS,2
4132,2021-02-24,Third Impact,Triumph,United States,United States,Overpass,6,16,ESEA Premier Season 36 North America,22,-10,2,N_A,N_A,2
4133,2021-02-24,Triumph,Third Impact,United States,United States,Inferno,2,16,ESEA Premier Season 36 North America,18,-14,2,N_A,N_A,2
4134,2021-02-24,Third Impact,Triumph,United States,United States,Nuke,14,16,ESEA Premier Season 36 North America,30,-2,2,N_A,N_A,2
4135,2021-02-23,SAW,Wisla Krakow,Portugal,Poland,Overpass,9,16,ESEA Premier Season 36 Europe,25,-7,2,EU,EU,2
4136,2021-02-23,SAW,Wisla Krakow,Portugal,Poland,Train,11,16,ESEA Premier Season 36 Europe,27,-5,2,EU,EU,2
4137,2021-02-23,Wisla Krakow,SAW,Poland,Portugal,Inferno,11,16,ESEA Premier Season 36 Europe,27,-5,2,EU,EU,2
4138,2021-02-23,AGO,LDLC,Poland,France,Dust2,14,16,ESEA Premier Season 36 Europe,30,-2,2,EU,EU,2
4139,2021-02-23,AGO,LDLC,Poland,France,Nuke,16,14,ESEA Premier Season 36 Europe,30,2,1,EU,EU,2
4140,2021-02-23,LDLC,AGO,France,Poland,Vertigo,16,13,ESEA Premier Season 36 Europe,29,3,1,EU,EU,2
4141,2021-02-23,Sinners,Lilmix,Czech Republic,Sweden,Overpass,14,16,Snow Sweet Snow 2 Regionals,30,-2,2,EU,EU,3
4142,2021-02-23,Lilmix,Sinners,Sweden,Czech Republic,Inferno,16,10,Snow Sweet Snow 2 Regionals,26,6,1,EU,EU,3
4143,2021-02-23,SAW,Sprout,Portugal,Germany,Nuke,6,16,European Development Championship 2,22,-10,2,EU,EU,2
4144,2021-02-23,Sprout,SAW,Germany,Portugal,Dust2,10,16,European Development Championship 2,26,-6,2,EU,EU,2
4145,2021-02-23,Sprout,SAW,Germany,Portugal,Vertigo,16,13,European Development Championship 2,29,3,1,EU,EU,2
4146,2021-02-23,Winstrike,Tricked,Russia,Denmark,Train,16,11,Snow Sweet Snow 2 Regionals,27,5,1,CIS,EU,3
4147,2021-02-23,Tricked,Winstrike,Denmark,Russia,Mirage,5,16,Snow Sweet Snow 2 Regionals,21,-11,2,EU,CIS,3
4148,2021-02-23,Sinners,HellRaisers,Czech Republic,Russia,Nuke,16,14,European Development Championship 2,30,2,1,EU,CIS,2
4149,2021-02-23,HellRaisers,Sinners,Russia,Czech Republic,Inferno,9,16,European Development Championship 2,25,-7,2,CIS,EU,2
4150,2021-02-23,Sinners,HellRaisers,Czech Republic,Russia,Dust2,13,16,European Development Championship 2,29,-3,2,EU,CIS,2
4151,2021-02-23,StylDunow,Copenhagen Flames,Poland,Denmark,Vertigo,10,16,Snow Sweet Snow 2 Regionals,26,-6,2,EU,EU,3
4152,2021-02-23,Copenhagen Flames,StylDunow,Denmark,Poland,Mirage,14,16,Snow Sweet Snow 2 Regionals,30,-2,2,EU,EU,3
4153,2021-02-23,StylDunow,Copenhagen Flames,Poland,Denmark,Inferno,8,16,Snow Sweet Snow 2 Regionals,24,-8,2,EU,EU,3
4154,2021-02-22,Copenhagen Flames,Sinners,Denmark,Czech Republic,Inferno,9,16,Snow Sweet Snow 2 Regionals,25,-7,2,EU,EU,3
4155,2021-02-22,Sinners,Copenhagen Flames,Czech Republic,Denmark,Nuke,16,6,Snow Sweet Snow 2 Regionals,22,10,1,EU,EU,3
4156,2021-02-22,Copenhagen Flames,Sinners,Denmark,Czech Republic,Vertigo,16,12,Snow Sweet Snow 2 Regionals,28,4,1,EU,EU,3
4157,2021-02-22,HAVU,Winstrike,Finland,Russia,Mirage,12,16,Snow Sweet Snow 2 Regionals,28,-4,2,EU,CIS,3
4158,2021-02-22,Winstrike,HAVU,Russia,Finland,Dust2,16,9,Snow Sweet Snow 2 Regionals,25,7,1,CIS,EU,3
4159,2021-02-22,HAVU,Winstrike,Finland,Russia,Overpass,16,7,Snow Sweet Snow 2 Regionals,23,9,1,EU,CIS,3
4160,2021-02-22,Movistar Riders,Budapest Five,Europe,Hungary,Train,16,2,European Development Championship 2,18,14,1,EU,EU,2
4161,2021-02-22,Budapest Five,Movistar Riders,Hungary,Europe,Overpass,9,16,European Development Championship 2,25,-7,2,EU,EU,2
4162,2021-02-22,forZe,Nemiga,Russia,Belarus,Overpass,16,19,European Development Championship 2,35,-3,2,CIS,CIS,2
4163,2021-02-22,Nemiga,forZe,Belarus,Russia,Dust2,16,14,European Development Championship 2,30,2,1,CIS,CIS,2
4164,2021-02-21,Natus Vincere,Liquid,Russia,United States,Inferno,19,22,IEM Katowice 2021,41,-3,2,CIS,N_A,1
4165,2021-02-21,Liquid,Natus Vincere,United States,Russia,Dust2,7,16,IEM Katowice 2021,23,-9,2,N_A,CIS,1
4166,2021-02-21,Natus Vincere,Liquid,Russia,United States,Overpass,14,16,IEM Katowice 2021,30,-2,2,CIS,N_A,1
4167,2021-02-21,Virtus.pro,FURIA,CIS,Brazil,Mirage,16,10,IEM Katowice 2021,26,6,1,CIS,SA,1
4168,2021-02-21,FURIA,Virtus.pro,Brazil,CIS,Overpass,14,16,IEM Katowice 2021,30,-2,2,SA,CIS,1
4169,2021-02-21,Spirit,Astralis,Russia,Denmark,Dust2,16,1,IEM Katowice 2021,17,15,1,CIS,EU,1
4170,2021-02-21,Spirit,Astralis,Russia,Denmark,Train,16,13,IEM Katowice 2021,29,3,1,CIS,EU,1
4171,2021-02-21,Astralis,Spirit,Denmark,Russia,Inferno,16,11,IEM Katowice 2021,27,5,1,EU,CIS,1
4172,2021-02-21,Gambit,G2,Russia,Europe,Dust2,16,11,IEM Katowice 2021,27,5,1,CIS,EU,1
4173,2021-02-21,Gambit,G2,Russia,Europe,Vertigo,16,11,IEM Katowice 2021,27,5,1,CIS,EU,1
4174,2021-02-21,FURIA,FaZe,Brazil,Europe,Train,16,4,IEM Katowice 2021,20,12,1,SA,EU,1
4175,2021-02-21,FaZe,FURIA,Europe,Brazil,Overpass,16,14,IEM Katowice 2021,30,2,1,EU,SA,1
4176,2021-02-21,FURIA,FaZe,Brazil,Europe,Mirage,16,8,IEM Katowice 2021,24,8,1,SA,EU,1
4177,2021-02-21,Virtus.pro,Vitality,CIS,France,Overpass,16,12,IEM Katowice 2021,28,4,1,CIS,EU,1
4178,2021-02-21,Vitality,Virtus.pro,France,CIS,Inferno,17,19,IEM Katowice 2021,36,-2,2,EU,CIS,1
4179,2021-02-20,FURIA,Natus Vincere,Brazil,Russia,Nuke,8,16,IEM Katowice 2021,24,-8,2,SA,CIS,1
4180,2021-02-20,Natus Vincere,FURIA,Russia,Brazil,Mirage,16,13,IEM Katowice 2021,29,3,1,CIS,SA,1
4181,2021-02-20,G2,Evil Geniuses,Europe,United States,Dust2,16,14,IEM Katowice 2021,30,2,1,EU,N_A,1
4182,2021-02-20,G2,Evil Geniuses,Europe,United States,Train,16,14,IEM Katowice 2021,30,2,1,EU,N_A,1
4183,2021-02-20,Vitality,Liquid,France,United States,Mirage,12,16,IEM Katowice 2021,28,-4,2,EU,N_A,1
4184,2021-02-20,Liquid,Vitality,United States,France,Vertigo,16,10,IEM Katowice 2021,26,6,1,N_A,EU,1
4185,2021-02-20,Vitality,Liquid,France,United States,Nuke,19,16,IEM Katowice 2021,35,3,1,EU,N_A,1
4186,2021-02-20,Heroic,Gambit,Denmark,Russia,Mirage,3,16,IEM Katowice 2021,19,-13,2,EU,CIS,1
4187,2021-02-20,Gambit,Heroic,Russia,Denmark,Inferno,16,14,IEM Katowice 2021,30,2,1,CIS,EU,1
4188,2021-02-20,Heroic,Gambit,Denmark,Russia,Overpass,16,12,IEM Katowice 2021,28,4,1,EU,CIS,1
4189,2021-02-20,Virtus.pro,NIP,CIS,Sweden,Overpass,16,7,IEM Katowice 2021,23,9,1,CIS,EU,1
4190,2021-02-20,NIP,Virtus.pro,Sweden,CIS,Inferno,9,16,IEM Katowice 2021,25,-7,2,EU,CIS,1
4191,2021-02-20,OG,FaZe,Europe,Europe,Dust2,9,16,IEM Katowice 2021,25,-7,2,EU,EU,1
4192,2021-02-20,FaZe,OG,Europe,Europe,Mirage,16,7,IEM Katowice 2021,23,9,1,EU,EU,1
4193,2021-02-19,Spirit,Heroic,Russia,Denmark,Nuke,16,14,IEM Katowice 2021,30,2,1,CIS,EU,1
4194,2021-02-19,Heroic,Spirit,Denmark,Russia,Inferno,12,16,IEM Katowice 2021,28,-4,2,EU,CIS,1
4195,2021-02-19,BIG,G2,Germany,Europe,Mirage,12,16,IEM Katowice 2021,28,-4,2,EU,EU,1
4196,2021-02-19,BIG,G2,Germany,Europe,Inferno,10,16,IEM Katowice 2021,26,-6,2,EU,EU,1
4197,2021-02-19,MOUZ,Gambit,Europe,Russia,Vertigo,10,16,IEM Katowice 2021,26,-6,2,EU,CIS,1
4198,2021-02-19,Gambit,MOUZ,Russia,Europe,Dust2,16,11,IEM Katowice 2021,27,5,1,CIS,EU,1
4199,2021-02-19,Astralis,Evil Geniuses,Denmark,United States,Dust2,16,7,IEM Katowice 2021,23,9,1,EU,N_A,1
4200,2021-02-19,Astralis,Evil Geniuses,Denmark,United States,Train,16,9,IEM Katowice 2021,25,7,1,EU,N_A,1
4201,2021-02-19,Lilmix,Apeks,Sweden,Sweden,Overpass,16,10,Snow Sweet Snow 2 Regionals,26,6,1,EU,EU,3
4202,2021-02-19,Apeks,Lilmix,Sweden,Sweden,Train,12,16,Snow Sweet Snow 2 Regionals,28,-4,2,EU,EU,3
4203,2021-02-19,Lilmix,Apeks,Sweden,Sweden,Vertigo,8,16,Snow Sweet Snow 2 Regionals,24,-8,2,EU,EU,3
4204,2021-02-19,Virtus.pro,Natus Vincere,CIS,Russia,Train,9,16,IEM Katowice 2021,25,-7,2,CIS,CIS,1
4205,2021-02-19,Natus Vincere,Virtus.pro,Russia,CIS,Dust2,16,11,IEM Katowice 2021,27,5,1,CIS,CIS,1
4206,2021-02-19,NIP,FURIA,Sweden,Brazil,Nuke,4,16,IEM Katowice 2021,20,-12,2,EU,SA,1
4207,2021-02-19,FURIA,NIP,Brazil,Sweden,Overpass,16,12,IEM Katowice 2021,28,4,1,SA,EU,1
4208,2021-02-18,OG,Vitality,Europe,France,Nuke,17,19,IEM Katowice 2021,36,-2,2,EU,EU,1
4209,2021-02-18,Vitality,OG,France,Europe,Dust2,16,11,IEM Katowice 2021,27,5,1,EU,EU,1
4210,2021-02-18,Liquid,FaZe,United States,Europe,Nuke,16,6,IEM Katowice 2021,22,10,1,N_A,EU,1
4211,2021-02-18,FaZe,Liquid,Europe,United States,Mirage,11,16,IEM Katowice 2021,27,-5,2,EU,N_A,1
4212,2021-02-18,Lyngby Vikings,Copenhagen Flames,Denmark,Denmark,Vertigo,11,16,Snow Sweet Snow 2 Regionals,27,-5,2,EU,EU,3
4213,2021-02-18,Copenhagen Flames,Lyngby Vikings,Denmark,Denmark,Inferno,4,16,Snow Sweet Snow 2 Regionals,20,-12,2,EU,EU,3
4214,2021-02-18,Lyngby Vikings,Copenhagen Flames,Denmark,Denmark,Overpass,9,16,Snow Sweet Snow 2 Regionals,25,-7,2,EU,EU,3
4215,2021-02-18,MOUZ,Astralis,Europe,Denmark,Inferno,12,16,IEM Katowice 2021,28,-4,2,EU,EU,1
4216,2021-02-18,Astralis,MOUZ,Denmark,Europe,Nuke,16,8,IEM Katowice 2021,24,8,1,EU,EU,1
4217,2021-02-18,BIG,Heroic,Germany,Denmark,Nuke,14,16,IEM Katowice 2021,30,-2,2,EU,EU,1
4218,2021-02-18,Heroic,BIG,Denmark,Germany,Inferno,16,12,IEM Katowice 2021,28,4,1,EU,EU,1
4219,2021-02-18,Tricked,Copenhagen Flames,Denmark,Denmark,Nuke,16,14,Snow Sweet Snow 2 Regionals,30,2,1,EU,EU,3
4220,2021-02-18,Copenhagen Flames,Tricked,Denmark,Denmark,Train,10,16,Snow Sweet Snow 2 Regionals,26,-6,2,EU,EU,3
4221,2021-02-18,Tricked,Copenhagen Flames,Denmark,Denmark,Inferno,5,16,Snow Sweet Snow 2 Regionals,21,-11,2,EU,EU,3
4222,2021-02-18,G2,Spirit,Europe,Russia,Inferno,10,16,IEM Katowice 2021,26,-6,2,EU,CIS,1
4223,2021-02-18,Spirit,G2,Russia,Europe,Mirage,8,16,IEM Katowice 2021,24,-8,2,CIS,EU,1
4224,2021-02-18,G2,Spirit,Europe,Russia,Train,14,16,IEM Katowice 2021,30,-2,2,EU,CIS,1
4225,2021-02-18,Gambit,Evil Geniuses,Russia,United States,Inferno,10,16,IEM Katowice 2021,26,-6,2,CIS,N_A,1
4226,2021-02-18,Evil Geniuses,Gambit,United States,Russia,Overpass,16,13,IEM Katowice 2021,29,3,1,N_A,CIS,1
4227,2021-02-17,Complexity,MOUZ,Europe,Europe,Nuke,3,16,IEM Katowice 2021 Play-In,19,-13,2,EU,EU,1
4228,2021-02-17,Complexity,MOUZ,Europe,Europe,Dust2,17,19,IEM Katowice 2021 Play-In,36,-2,2,EU,EU,1
4229,2021-02-17,MOUZ,Complexity,Europe,Europe,Mirage,8,16,IEM Katowice 2021 Play-In,24,-8,2,EU,EU,1
4230,2021-02-17,Apeks,forZe,Sweden,Russia,Mirage,16,12,ESEA Premier Season 36 Europe,28,4,1,EU,CIS,2
4231,2021-02-17,Apeks,forZe,Sweden,Russia,Inferno,16,14,ESEA Premier Season 36 Europe,30,2,1,EU,CIS,2
4232,2021-02-17,forZe,Apeks,Russia,Sweden,Dust2,16,4,ESEA Premier Season 36 Europe,20,12,1,CIS,EU,2
4233,2021-02-17,MIBR,BIG,Brazil,Germany,Nuke,7,16,IEM Katowice 2021 Play-In,23,-9,2,SA,EU,1
4234,2021-02-17,MIBR,BIG,Brazil,Germany,Dust2,3,16,IEM Katowice 2021 Play-In,19,-13,2,SA,EU,1
4235,2021-02-17,Renegades,Virtus.pro,Australia,CIS,Dust2,3,16,IEM Katowice 2021 Play-In,19,-13,2,Oceania,CIS,1
4236,2021-02-17,Virtus.pro,Renegades,CIS,Australia,Vertigo,16,9,IEM Katowice 2021 Play-In,25,7,1,CIS,Oceania,1
4237,2021-02-17,Cloud9,OG,Europe,Europe,Dust2,12,16,IEM Katowice 2021 Play-In,28,-4,2,EU,EU,1
4238,2021-02-17,Cloud9,OG,Europe,Europe,Overpass,16,11,IEM Katowice 2021 Play-In,27,5,1,EU,EU,1
4239,2021-02-17,OG,Cloud9,Europe,Europe,Nuke,16,8,IEM Katowice 2021 Play-In,24,8,1,EU,EU,1
4240,2021-02-17,Complexity,Wisla Krakow,Europe,Poland,Nuke,16,9,IEM Katowice 2021 Play-In,25,7,1,EU,EU,1
4241,2021-02-17,Wisla Krakow,Complexity,Poland,Europe,Mirage,19,16,IEM Katowice 2021 Play-In,35,3,1,EU,EU,1
4242,2021-02-17,Complexity,Wisla Krakow,Europe,Poland,Inferno,16,5,IEM Katowice 2021 Play-In,21,11,1,EU,EU,1
4243,2021-02-17,MIBR,fnatic,Brazil,Sweden,Overpass,16,9,IEM Katowice 2021 Play-In,25,7,1,SA,EU,1
4244,2021-02-17,fnatic,MIBR,Sweden,Brazil,Dust2,12,16,IEM Katowice 2021 Play-In,28,-4,2,EU,SA,1
4245,2021-02-17,Triumph,High Coast,United States,United States,Overpass,19,15,ESEA Premier Season 36 North America,34,4,1,N_A,N_A,2
4246,2021-02-17,High Coast,Triumph,United States,United States,Nuke,5,16,ESEA Premier Season 36 North America,21,-11,2,N_A,N_A,2
4247,2021-02-16,Renegades,TeamOne,Australia,Brazil,Overpass,19,17,IEM Katowice 2021 Play-In,36,2,1,Oceania,SA,1
4248,2021-02-16,Renegades,TeamOne,Australia,Brazil,Mirage,16,4,IEM Katowice 2021 Play-In,20,12,1,Oceania,SA,1
4249,2021-02-16,OG,Liquid,Europe,United States,Nuke,14,16,IEM Katowice 2021 Play-In,30,-2,2,EU,N_A,1
4250,2021-02-16,NIP,Virtus.pro,Sweden,CIS,Dust2,16,11,IEM Katowice 2021 Play-In,27,5,1,EU,CIS,1
4251,2021-02-16,Virtus.pro,NIP,CIS,Sweden,Overpass,13,16,IEM Katowice 2021 Play-In,29,-3,2,CIS,EU,1
4252,2021-02-16,OG,Liquid,Europe,United States,Overpass,16,7,IEM Katowice 2021 Play-In,23,9,1,EU,N_A,1
4253,2021-02-16,Liquid,OG,United States,Europe,Mirage,16,7,IEM Katowice 2021 Play-In,23,9,1,N_A,EU,1
4254,2021-02-16,TeamOne,Renegades,Brazil,Australia,Inferno,16,3,IEM Katowice 2021 Play-In,19,13,1,SA,Oceania,1
4255,2021-02-16,Nexus,Sangal,Romania,Turkey,Vertigo,4,16,ESEA Premier Season 36 Europe,20,-12,2,EU,EU,2
4256,2021-02-16,Sangal,Nexus,Turkey,Romania,Mirage,9,16,ESEA Premier Season 36 Europe,25,-7,2,EU,EU,2
4257,2021-02-16,Nexus,Sangal,Romania,Turkey,Dust2,17,19,ESEA Premier Season 36 Europe,36,-2,2,EU,EU,2
4258,2021-02-16,Sprout,LDLC,Germany,France,Inferno,16,11,ESEA Premier Season 36 Europe,27,5,1,EU,EU,2
4259,2021-02-16,LDLC,Sprout,France,Germany,Train,10,16,ESEA Premier Season 36 Europe,26,-6,2,EU,EU,2
4260,2021-02-16,Winstrike,HellRaisers,Russia,Europe,Dust2,16,6,ESEA Premier Season 36 Europe,22,10,1,CIS,EU,2
4261,2021-02-16,HellRaisers,Winstrike,Europe,Russia,Mirage,11,16,ESEA Premier Season 36 Europe,27,-5,2,EU,CIS,2
4262,2021-02-16,Gambit,MOUZ,Russia,Europe,Vertigo,16,6,IEM Katowice 2021 Play-In,22,10,1,CIS,EU,1
4263,2021-02-16,Gambit,MOUZ,Russia,Europe,Inferno,16,12,IEM Katowice 2021 Play-In,28,4,1,CIS,EU,1
4264,2021-02-16,MOUZ,Gambit,Europe,Russia,Dust2,16,11,IEM Katowice 2021 Play-In,27,5,1,EU,CIS,1
