Date,Team,Won / Lost,Pistol Win,Round 2 Conversion,Round 2 Break
2021-11-12,Extra Salt,39 - 29,57.4%,94.9%,31.0%
2021-11-12,Bad News Bears,17 - 9,65.4%,76.5%,22.2%
2021-11-12,ORDER,26 - 22,54.2%,88.5%,40.9%
2021-11-12,MOUZ NXT,25 - 15,62.5%,76.0%,26.7%
2021-11-12,LookingForOrg,34 - 24,58.6%,73.5%,33.3%
2021-11-12,Fiend,18 - 20,47.4%,94.4%,45.0%
2021-11-12,fnatic,15 - 17,46.9%,86.7%,47.1%
2021-11-12,MIBR,13 - 17,53.3%,76.9%,18.8%
2021-11-12,G2,26 - 18,59.1%,76.9%,29.4%
2021-11-12,Nexus,11 - 15,42.3%,72.7%,33.3%
2021-11-12,Tranquillum,14 - 14,50.0%,92.9%,14.3%
2021-11-12,Izako Boars,15 - 13,53.6%,80.0%,0.0%
2021-11-12,River Plate,8 - 20,28.6%,100.0%,30.0%
2021-11-12,SWS,19 - 13,59.4%,68.4%,38.5%
2021-11-12,MOUZ,32 - 22,59.3%,84.4%,27.3%
2021-11-12,Keyd,18 - 14,56.2%,94.4%,28.6%
2021-11-12,Lyngby Vikings,33 - 27,55.0%,78.8%,33.3%
2021-11-12,1WIN,28 - 32,46.7%,85.7%,40.6%
2021-11-12,Gambit,13 - 13,50.0%,69.2%,23.1%
2021-11-12,SAW,16 - 16,50.0%,68.8%,31.2%
2021-11-12,Eros,12 - 16,42.9%,91.7%,12.5%
2021-11-12,Party Astronauts,48 - 30,61.5%,72.9%,16.7%
2021-11-12,AVE,19 - 15,55.9%,94.7%,20.0%
2021-11-12,MAD Lions,27 - 27,50.0%,77.8%,29.6%
2021-11-12,Eternal Fire,23 - 13,63.9%,82.6%,7.7%
2021-11-12,Heroic,25 - 27,48.1%,84.0%,18.5%
2021-11-12,INDE IRAE,16 - 24,40.0%,81.2%,29.2%
2021-11-12,Finest,15 - 15,50.0%,86.7%,13.3%
2021-11-12,K23,17 - 15,53.1%,70.6%,6.7%
2021-11-12,forZe,22 - 18,55.0%,81.0%,16.7%
2021-11-12,Entropiq,39 - 35,52.7%,74.4%,22.9%
2021-11-12,Copenhagen Flames,32 - 26,55.2%,75.0%,34.6%
2021-11-12,EC Brugge,24 - 24,50.0%,75.0%,33.3%
2021-11-12,ChocoCheck,11 - 25,30.6%,100.0%,28.0%
2021-11-12,Northern Forces,13 - 17,43.3%,100.0%,23.5%
2021-11-12,Galaxy Racer,13 - 13,50.0%,100.0%,30.8%
2021-11-12,FunPlus Phoenix,19 - 15,55.9%,73.7%,33.3%
2021-11-12,VERTEX,21 - 27,43.8%,76.2%,40.7%
2021-11-12,Wisla Krakow,25 - 31,44.6%,76.0%,32.3%
2021-11-12,Sinners,24 - 26,48.0%,83.3%,30.8%
2021-11-12,Movistar Riders,25 - 23,52.1%,76.0%,21.7%
2021-11-12,Strife,16 - 20,44.4%,93.8%,5.0%
2021-11-12,Triumph,23 - 15,60.5%,69.6%,33.3%
2021-11-12,BLINK,25 - 15,62.5%,88.0%,33.3%
2021-11-12,Vitality,11 - 15,42.3%,90.9%,13.3%
2021-11-12,Lynn Vision,14 - 18,43.8%,71.4%,11.1%
2021-11-12,Virtus.pro,27 - 27,50.0%,74.1%,7.4%
2021-11-12,TeamOne,28 - 22,56.0%,78.6%,18.2%
2021-11-12,The Big Dogs,15 - 19,44.1%,80.0%,31.6%
2021-11-12,RBG,25 - 33,43.1%,72.0%,18.2%
2021-11-12,DBL PONEY,23 - 17,57.5%,91.3%,23.5%
2021-11-12,Nemiga,27 - 21,56.2%,70.4%,33.3%
2021-11-12,ex-PR Stars,14 - 14,50.0%,78.6%,28.6%
2021-11-12,Unique,13 - 15,46.4%,61.5%,26.7%
2021-11-12,ATK,26 - 28,48.1%,65.4%,21.4%
2021-11-12,BIG,26 - 14,60.0%,57.7%,14.3%
2021-11-12,SKADE,20 - 22,47.6%,75.0%,13.6%
2021-11-12,INTZ,21 - 19,52.5%,66.7%,5.3%
2021-11-12,ENCE,27 - 31,46.6%,77.8%,19.4%
2021-11-12,GamerLegion,19 - 25,43.2%,73.7%,20.0%
2021-11-12,FURIA,10 - 16,50.0%,80.0%,14.3%
2021-11-12,9z Academy,20 - 12,62.5%,80.0%,25.0%
2021-11-12,LDLC,13 - 21,38.2%,76.9%,23.8%
2021-11-12,Astralis,9 - 19,32.1%,88.9%,10.5%
2021-11-12,9z,14 - 16,46.7%,57.1%,12.5%
2021-11-12,DETONA,12 - 14,46.2%,58.3%,28.6%
2021-11-12,Enterprise,16 - 26,38.1%,87.5%,23.1%
2021-11-12,Anonymo,15 - 27,35.7%,73.3%,11.1%
2021-11-12,Sylyx,12 - 16,42.9%,75.0%,6.2%
2021-11-12,8Ballers,22 - 14,61.1%,72.7%,14.3%
2021-11-12,HONORIS,15 - 17,46.9%,73.3%,35.3%
2021-11-12,NIP,16 - 14,50.0%,75.0%,16.7%
2021-11-12,Detonate,12 - 18,40.0%,100.0%,22.2%
2021-11-12,Spirit,22 - 18,55.0%,72.7%,17.6%
2021-11-12,Dignitas,17 - 11,60.7%,70.6%,0.0%
2021-11-11,Extra Salt,37 - 27,57.8%,94.6%,33.3%
2021-11-11,AGO,13 - 11,54.2%,69.2%,36.4%
2021-11-11,ORDER,30 - 22,57.7%,86.7%,40.9%
2021-11-11,LookingForOrg,37 - 25,59.7%,75.7%,32.0%
2021-11-11,MOUZ NXT,21 - 17,55.3%,76.2%,23.5%
2021-11-11,fnatic,15 - 17,46.9%,86.7%,47.1%
2021-11-11,PACT,13 - 11,54.2%,84.6%,27.3%
2021-11-11,G2,26 - 18,59.1%,76.9%,29.4%
2021-11-11,Fiend,21 - 27,43.8%,95.2%,40.7%
2021-11-11,Nexus,15 - 17,46.9%,73.3%,29.4%
2021-11-11,Keyd,16 - 14,53.3%,93.8%,28.6%
2021-11-11,MOUZ,30 - 20,60.0%,86.7%,30.0%
2021-11-11,Tranquillum,14 - 14,50.0%,92.9%,14.3%
2021-11-11,Izako Boars,15 - 13,53.6%,80.0%,0.0%
2021-11-11,SWS,19 - 11,63.3%,68.4%,45.5%
2021-11-11,1WIN,31 - 27,53.4%,83.9%,33.3%
2021-11-11,FaZe,15 - 9,62.5%,86.7%,55.6%
2021-11-11,Lyngby Vikings,35 - 31,53.0%,80.0%,35.5%
2021-11-11,SAW,15 - 15,50.0%,66.7%,33.3%
2021-11-11,MASONIC,15 - 9,62.5%,93.3%,11.1%
2021-11-11,MIBR,14 - 20,50.0%,78.6%,10.5%
2021-11-11,Gambit,13 - 13,50.0%,69.2%,23.1%
2021-11-11,Eros,12 - 16,42.9%,91.7%,12.5%
2021-11-11,River Plate,7 - 17,29.2%,100.0%,29.4%
2021-11-11,Party Astronauts,43 - 29,59.7%,72.1%,17.2%
2021-11-11,AVE,19 - 15,55.9%,94.7%,20.0%
2021-11-11,Heroic,28 - 28,50.0%,82.1%,17.9%
2021-11-11,Finest,17 - 19,47.2%,88.2%,15.8%
2021-11-11,MAD Lions,25 - 25,50.0%,76.0%,28.0%
2021-11-11,VERTEX,24 - 28,46.2%,79.2%,39.3%
2021-11-11,FunPlus Phoenix,21 - 17,55.3%,76.2%,35.3%
2021-11-11,Entropiq,39 - 35,52.7%,74.4%,22.9%
2021-11-11,EC Brugge,24 - 24,50.0%,75.0%,33.3%
2021-11-11,Eternal Fire,25 - 15,62.5%,80.0%,6.7%
2021-11-11,forZe,18 - 16,52.9%,76.5%,12.5%
2021-11-11,RBG,22 - 32,40.7%,72.7%,18.8%
2021-11-11,INDE IRAE,19 - 27,41.3%,84.2%,29.6%
2021-11-11,ChocoCheck,11 - 25,30.6%,100.0%,28.0%
2021-11-11,Liquid,14 - 10,58.3%,64.3%,20.0%
2021-11-11,Northern Forces,13 - 17,43.3%,100.0%,23.5%
2021-11-11,DBL PONEY,25 - 19,56.8%,92.0%,21.1%
2021-11-11,Wisla Krakow,26 - 34,43.3%,76.9%,32.4%
2021-11-11,Sinners,24 - 26,48.0%,83.3%,30.8%
2021-11-11,K23,17 - 19,47.2%,70.6%,10.5%
2021-11-11,Copenhagen Flames,33 - 25,56.9%,72.7%,28.0%
2021-11-11,Strife,16 - 20,44.4%,93.8%,5.0%
2021-11-11,Triumph,23 - 15,60.5%,69.6%,33.3%
2021-11-11,Movistar Riders,22 - 20,52.4%,77.3%,25.0%
2021-11-11,Vitality,11 - 15,42.3%,90.9%,13.3%
2021-11-11,Lynn Vision,14 - 18,43.8%,71.4%,11.1%
2021-11-11,BLINK,28 - 16,63.6%,85.7%,31.2%
2021-11-11,Virtus.pro,27 - 27,50.0%,74.1%,7.4%
2021-11-11,The Big Dogs,15 - 19,44.1%,80.0%,31.6%
2021-11-11,Nemiga,25 - 23,52.1%,80.0%,30.4%
2021-11-11,HAVU,16 - 10,61.5%,62.5%,20.0%
2021-11-11,Galaxy Racer,14 - 16,46.7%,100.0%,25.0%
2021-11-11,TeamOne,21 - 17,55.3%,81.0%,17.6%
2021-11-11,ex-PR Stars,14 - 14,50.0%,78.6%,28.6%
2021-11-11,BIG,26 - 14,60.0%,57.7%,14.3%
2021-11-11,ONET4P,14 - 10,58.3%,71.4%,10.0%
2021-11-11,OPAA,12 - 12,50.0%,75.0%,33.3%
2021-11-11,ATK,21 - 27,43.8%,61.9%,18.5%
2021-11-11,GamerLegion,19 - 25,43.2%,73.7%,20.0%
2021-11-11,ENCE,25 - 27,48.1%,80.0%,22.2%
2021-11-11,FURIA,10 - 16,50.0%,80.0%,14.3%
2021-11-11,9z Academy,20 - 12,62.5%,80.0%,25.0%
2021-11-11,Anonymo,19 - 27,41.3%,78.9%,11.1%
2021-11-11,Unique,15 - 17,46.9%,60.0%,23.5%
2021-11-11,INTZ,18 - 16,52.9%,77.8%,6.2%
2021-11-11,BLUEJAYS,8 - 16,33.3%,87.5%,18.8%
2021-11-11,Astralis,9 - 19,32.1%,88.9%,10.5%
2021-11-11,9z,14 - 16,46.7%,57.1%,12.5%
2021-11-11,Enterprise,17 - 31,35.4%,82.4%,25.8%
2021-11-11,SKADE,28 - 26,51.9%,71.4%,11.5%
2021-11-11,LDLC,15 - 23,39.5%,80.0%,21.7%
2021-11-11,DETONA,12 - 14,46.2%,58.3%,28.6%
2021-11-11,Dignitas,17 - 9,65.4%,76.5%,0.0%
2021-11-11,Sylyx,12 - 16,42.9%,75.0%,6.2%
2021-11-11,8Ballers,22 - 14,61.1%,72.7%,14.3%
2021-11-11,HONORIS,15 - 17,46.9%,73.3%,35.3%
2021-11-11,NIP,16 - 14,50.0%,75.0%,16.7%
2021-11-11,Detonate,12 - 18,40.0%,100.0%,22.2%
2021-11-11,Spirit,22 - 18,55.0%,72.7%,17.6%
2021-11-11,SAW Youngsters,15 - 9,62.5%,33.3%,33.3%
2021-11-11,Big Chillin,10 - 14,41.7%,80.0%,7.1%
2021-11-11,Alke,9 - 19,32.1%,77.8%,21.1%
2021-11-10,Extra Salt,37 - 27,57.8%,94.6%,33.3%
2021-11-10,LookingForOrg,41 - 25,62.1%,78.0%,32.0%
2021-11-10,ORDER,29 - 25,53.7%,82.8%,40.0%
2021-11-10,MOUZ NXT,25 - 17,59.5%,80.0%,23.5%
2021-11-10,fnatic,14 - 14,50.0%,85.7%,50.0%
2021-11-10,AGO,13 - 15,46.4%,69.2%,26.7%
2021-11-10,G2,26 - 18,59.1%,76.9%,29.4%
2021-11-10,Fiend,21 - 27,43.8%,95.2%,40.7%
2021-11-10,Nexus,15 - 17,46.9%,73.3%,29.4%
2021-11-10,Keyd,15 - 13,53.6%,93.3%,30.8%
2021-11-10,Izako Boars,18 - 14,56.2%,77.8%,0.0%
2021-11-10,Lyngby Vikings,40 - 28,58.8%,80.0%,35.7%
2021-11-10,PACT,13 - 15,46.4%,84.6%,33.3%
2021-11-10,SWS,18 - 10,64.3%,66.7%,50.0%
2021-11-10,Tranquillum,14 - 14,50.0%,92.9%,14.3%
2021-11-10,FaZe,15 - 9,62.5%,86.7%,55.6%
2021-11-10,1WIN,31 - 27,53.4%,83.9%,29.6%
2021-11-10,MOUZ,28 - 18,60.9%,85.7%,27.8%
2021-11-10,MASONIC,15 - 9,62.5%,93.3%,11.1%
2021-11-10,Gambit,13 - 13,50.0%,69.2%,23.1%
2021-11-10,MAD Lions,23 - 23,50.0%,78.3%,26.1%
2021-11-10,Northern Forces,12 - 14,46.2%,100.0%,28.6%
2021-11-10,SAW,15 - 19,44.1%,66.7%,36.8%
2021-11-10,RBG,21 - 29,42.0%,76.2%,20.7%
2021-11-10,AVE,19 - 15,55.9%,94.7%,20.0%
2021-11-10,MIBR,15 - 21,50.0%,80.0%,15.0%
2021-11-10,Heroic,28 - 28,50.0%,82.1%,17.9%
2021-11-10,FunPlus Phoenix,26 - 18,59.1%,80.8%,38.9%
2021-11-10,Finest,17 - 19,47.2%,88.2%,15.8%
2021-11-10,Party Astronauts,40 - 28,58.8%,70.0%,14.3%
2021-11-10,ChocoCheck,11 - 19,36.7%,100.0%,21.1%
2021-11-10,Galaxy Racer,15 - 19,44.1%,100.0%,26.3%
2021-11-10,HAVU,22 - 14,61.1%,72.7%,21.4%
2021-11-10,Entropiq,39 - 35,52.7%,74.4%,22.9%
2021-11-10,EC Brugge,24 - 24,50.0%,75.0%,33.3%
2021-11-10,Liquid,14 - 10,58.3%,64.3%,20.0%
2021-11-10,Eros,9 - 15,37.5%,88.9%,13.3%
2021-11-10,OPAA,19 - 15,55.9%,78.9%,26.7%
2021-11-10,Wisla Krakow,26 - 34,43.3%,76.9%,32.4%
2021-11-10,INDE IRAE,24 - 28,46.2%,83.3%,28.6%
2021-11-10,Sinners,24 - 26,48.0%,83.3%,30.8%
2021-11-10,VERTEX,28 - 30,48.3%,78.6%,40.0%
2021-11-10,EC Kyiv,10 - 14,41.7%,70.0%,7.1%
2021-11-10,Copenhagen Flames,33 - 25,56.9%,72.7%,28.0%
2021-11-10,Virtus.pro,25 - 23,52.1%,72.0%,8.7%
2021-11-10,Movistar Riders,22 - 20,52.4%,77.3%,25.0%
2021-11-10,Vitality,11 - 15,42.3%,90.9%,13.3%
2021-11-10,Lynn Vision,14 - 18,43.8%,71.4%,11.1%
2021-11-10,BLINK,28 - 16,63.6%,85.7%,31.2%
2021-11-10,The Big Dogs,15 - 19,44.1%,80.0%,31.6%
2021-11-10,Unique,18 - 20,47.4%,61.1%,20.0%
2021-11-10,Eternal Fire,23 - 15,60.5%,78.3%,6.7%
2021-11-10,GamerLegion,17 - 23,42.5%,76.5%,21.7%
2021-11-10,Triumph,17 - 15,53.1%,76.5%,33.3%
2021-11-10,DBL PONEY,26 - 22,54.2%,88.5%,18.2%
2021-11-10,ENCE,22 - 26,45.8%,81.8%,23.1%
2021-11-10,Strife,15 - 17,46.9%,93.3%,5.9%
2021-11-10,Nemiga,25 - 27,48.1%,80.0%,25.9%
2021-11-10,TeamOne,21 - 17,55.3%,81.0%,17.6%
2021-11-10,K23,20 - 20,50.0%,70.0%,10.0%
2021-11-10,ex-PR Stars,14 - 14,50.0%,78.6%,28.6%
2021-11-10,LDLC,18 - 24,42.9%,88.9%,25.0%
2021-11-10,HONORIS,20 - 14,58.8%,80.0%,21.4%
2021-11-10,forZe,16 - 14,53.3%,75.0%,14.3%
2021-11-10,9z Academy,16 - 10,61.5%,81.2%,30.0%
2021-11-10,FURIA,10 - 16,50.0%,80.0%,14.3%
2021-11-10,SKADE,30 - 28,51.7%,73.3%,10.7%
2021-11-10,INTZ,17 - 15,53.1%,76.5%,6.7%
2021-11-10,Anonymo,19 - 27,41.3%,78.9%,11.1%
2021-11-10,BLUEJAYS,8 - 16,33.3%,87.5%,18.8%
2021-11-10,DETONA,10 - 14,41.7%,60.0%,28.6%
2021-11-10,Astralis,9 - 19,32.1%,88.9%,10.5%
2021-11-10,BIG,24 - 12,61.1%,58.3%,8.3%
2021-11-10,9z,14 - 16,46.7%,57.1%,12.5%
2021-11-10,ATK,18 - 24,42.9%,66.7%,16.7%
2021-11-10,Enterprise,17 - 31,35.4%,82.4%,25.8%
2021-11-10,Dignitas,17 - 9,65.4%,76.5%,0.0%
2021-11-10,Sylyx,12 - 16,42.9%,75.0%,6.2%
2021-11-10,8Ballers,22 - 14,61.1%,72.7%,14.3%
2021-11-10,Spirit,20 - 16,55.6%,70.0%,18.8%
2021-11-10,NIP,16 - 14,50.0%,75.0%,16.7%
2021-11-10,Detonate,9 - 17,34.6%,100.0%,23.5%
2021-11-10,Endpoint,16 - 10,61.5%,56.2%,10.0%
2021-11-10,SAW Youngsters,15 - 9,62.5%,33.3%,33.3%
2021-11-10,Alke,9 - 19,32.1%,77.8%,21.1%
2021-11-09,Extra Salt,37 - 27,57.8%,94.6%,33.3%
2021-11-09,LookingForOrg,41 - 25,62.1%,78.0%,32.0%
2021-11-09,ORDER,26 - 24,52.0%,80.8%,41.7%
2021-11-09,MOUZ NXT,25 - 17,59.5%,80.0%,23.5%
2021-11-09,AGO,13 - 15,46.4%,69.2%,26.7%
2021-11-09,Fiend,19 - 27,41.3%,94.7%,44.4%
2021-11-09,fnatic,16 - 16,50.0%,81.2%,25.0%
2021-11-09,Nexus,15 - 17,46.9%,73.3%,29.4%
2021-11-09,G2,28 - 22,56.0%,75.0%,28.6%
2021-11-09,Keyd,15 - 13,53.6%,93.3%,30.8%
2021-11-09,Izako Boars,18 - 14,56.2%,77.8%,0.0%
2021-11-09,MOUZ,22 - 18,55.0%,81.8%,27.8%
2021-11-09,Lyngby Vikings,40 - 28,58.8%,80.0%,35.7%
2021-11-09,PACT,13 - 15,46.4%,84.6%,33.3%
2021-11-09,SWS,18 - 10,64.3%,66.7%,50.0%
2021-11-09,Tranquillum,14 - 14,50.0%,92.9%,14.3%
2021-11-09,FaZe,15 - 9,62.5%,86.7%,55.6%
2021-11-09,1WIN,31 - 27,53.4%,83.9%,29.6%
2021-11-09,RBG,19 - 27,41.3%,78.9%,22.2%
2021-11-09,MASONIC,15 - 9,62.5%,93.3%,11.1%
2021-11-09,Gambit,13 - 13,50.0%,69.2%,23.1%
2021-11-09,Finest,17 - 19,47.2%,88.2%,15.8%
2021-11-09,Singularity,12 - 14,46.2%,83.3%,14.3%
2021-11-09,Northern Forces,12 - 14,46.2%,100.0%,28.6%
2021-11-09,MAD Lions,23 - 17,57.5%,78.3%,35.3%
2021-11-09,SAW,15 - 19,44.1%,66.7%,36.8%
2021-11-09,MIBR,15 - 21,50.0%,80.0%,15.0%
2021-11-09,Heroic,28 - 28,50.0%,82.1%,17.9%
2021-11-09,OPAA,21 - 17,55.3%,81.0%,35.3%
2021-11-09,OFFSET,8 - 18,30.8%,75.0%,33.3%
2021-11-09,Vitality,15 - 15,50.0%,93.3%,13.3%
2021-11-09,Party Astronauts,40 - 28,58.8%,70.0%,14.3%
2021-11-09,ChocoCheck,11 - 19,36.7%,100.0%,21.1%
2021-11-09,Galaxy Racer,20 - 22,47.6%,100.0%,27.3%
2021-11-09,HAVU,22 - 14,61.1%,72.7%,21.4%
2021-11-09,FunPlus Phoenix,31 - 21,59.6%,77.4%,38.1%
2021-11-09,Sinners,24 - 24,50.0%,83.3%,29.2%
2021-11-09,forZe,21 - 19,52.5%,81.0%,26.3%
2021-11-09,ECLOT,11 - 13,45.8%,81.8%,7.7%
2021-11-09,Liquid,18 - 16,52.9%,66.7%,12.5%
2021-11-09,AVE,20 - 18,52.6%,95.0%,16.7%
2021-11-09,Wisla Krakow,26 - 34,43.3%,76.9%,32.4%
2021-11-09,INDE IRAE,24 - 28,46.2%,83.3%,28.6%
2021-11-09,Copenhagen Flames,35 - 27,56.5%,71.4%,25.9%
2021-11-09,VERTEX,28 - 30,48.3%,78.6%,40.0%
2021-11-09,eSuba,11 - 13,45.8%,72.7%,15.4%
2021-11-09,Entropiq,37 - 35,51.4%,75.7%,22.9%
2021-11-09,Strife,12 - 16,42.9%,100.0%,0.0%
2021-11-09,EC Kyiv,10 - 14,41.7%,70.0%,7.1%
2021-11-09,FURIA,12 - 20,46.9%,83.3%,22.2%
2021-11-09,Virtus.pro,25 - 23,52.1%,72.0%,8.7%
2021-11-09,DBL PONEY,24 - 20,54.5%,87.5%,20.0%
2021-11-09,BLINK,35 - 19,64.8%,80.0%,31.6%
2021-11-09,Unique,18 - 20,47.4%,61.1%,20.0%
2021-11-09,EC Brugge,26 - 26,50.0%,80.8%,30.8%
2021-11-09,GamerLegion,16 - 18,47.1%,75.0%,11.1%
2021-11-09,Movistar Riders,26 - 22,54.2%,76.9%,27.3%
2021-11-09,Lynn Vision,14 - 16,46.7%,71.4%,12.5%
2021-11-09,Eternal Fire,26 - 20,56.5%,76.9%,15.0%
2021-11-09,Triumph,17 - 15,53.1%,76.5%,33.3%
2021-11-09,Nemiga,28 - 32,46.7%,82.1%,21.9%
2021-11-09,ENCE,23 - 29,44.2%,73.9%,24.1%
2021-11-09,TeamOne,21 - 17,55.3%,81.0%,17.6%
2021-11-09,ex-PR Stars,14 - 14,50.0%,78.6%,28.6%
2021-11-09,LDLC,18 - 24,42.9%,88.9%,25.0%
2021-11-09,9z Academy,16 - 10,61.5%,81.2%,30.0%
2021-11-09,K23,21 - 21,50.0%,71.4%,9.5%
2021-11-09,paiN,13 - 11,54.2%,92.3%,27.3%
2021-11-09,INTZ,17 - 15,53.1%,76.5%,6.7%
2021-11-09,SKADE,28 - 24,53.8%,71.4%,12.5%
2021-11-09,Anonymo,19 - 27,41.3%,78.9%,11.1%
2021-11-09,HONORIS,23 - 15,60.5%,82.6%,20.0%
2021-11-09,BLUEJAYS,8 - 16,33.3%,87.5%,18.8%
2021-11-09,Spirit,17 - 15,53.1%,82.4%,20.0%
2021-11-09,DETONA,10 - 14,41.7%,60.0%,28.6%
2021-11-09,Endpoint,18 - 14,56.2%,55.6%,21.4%
2021-11-09,The Big Dogs,15 - 15,50.0%,80.0%,26.7%
2021-11-09,Enterprise,22 - 36,37.9%,81.8%,27.8%
2021-11-09,9z,14 - 16,46.7%,57.1%,12.5%
2021-11-09,NIP,20 - 18,50.0%,70.0%,25.0%
2021-11-09,BIG,19 - 11,56.7%,63.2%,9.1%
2021-11-09,Dignitas,17 - 9,65.4%,76.5%,0.0%
2021-11-09,ATK,17 - 21,44.7%,70.6%,14.3%
2021-11-09,Sylyx,12 - 16,42.9%,75.0%,6.2%
2021-11-09,8Ballers,22 - 14,61.1%,72.7%,14.3%
2021-11-09,Astralis,9 - 23,28.1%,88.9%,8.7%
2021-11-09,Detonate,9 - 17,34.6%,100.0%,23.5%
2021-11-09,SAW Youngsters,15 - 9,62.5%,33.3%,33.3%
2021-11-09,Alke,9 - 19,32.1%,77.8%,21.1%
2021-11-08,Extra Salt,37 - 27,57.8%,94.6%,33.3%
2021-11-08,MOUZ NXT,21 - 15,58.3%,90.5%,26.7%
2021-11-08,LookingForOrg,38 - 24,61.3%,76.3%,33.3%
2021-11-08,ORDER,26 - 24,52.0%,80.8%,41.7%
2021-11-08,AGO,13 - 15,46.4%,69.2%,26.7%
2021-11-08,fnatic,17 - 17,50.0%,82.4%,23.5%
2021-11-08,G2,31 - 23,57.4%,77.4%,31.8%
2021-11-08,Nexus,15 - 17,46.9%,73.3%,29.4%
2021-11-08,Lyngby Vikings,37 - 21,63.8%,75.7%,28.6%
2021-11-08,Keyd,15 - 13,53.6%,93.3%,30.8%
2021-11-08,Izako Boars,18 - 14,56.2%,77.8%,0.0%
2021-11-08,MOUZ,22 - 18,55.0%,81.8%,27.8%
2021-11-08,Singularity,14 - 16,46.7%,78.6%,18.8%
2021-11-08,SWS,18 - 10,64.3%,66.7%,50.0%
2021-11-08,Tranquillum,14 - 14,50.0%,92.9%,14.3%
2021-11-08,FaZe,15 - 9,62.5%,86.7%,55.6%
2021-11-08,Fiend,18 - 28,39.1%,88.9%,39.3%
2021-11-08,1WIN,31 - 27,53.4%,83.9%,29.6%
2021-11-08,RBG,19 - 27,41.3%,78.9%,22.2%
2021-11-08,Northern Forces,12 - 12,50.0%,100.0%,33.3%
2021-11-08,Synthetic,17 - 5,77.3%,88.2%,40.0%
2021-11-08,OPAA,23 - 21,52.3%,78.3%,33.3%
2021-11-08,Finest,14 - 18,43.8%,85.7%,16.7%
2021-11-08,MASONIC,15 - 9,62.5%,93.3%,11.1%
2021-11-08,PACT,13 - 17,43.3%,84.6%,29.4%
2021-11-08,Gambit,13 - 13,50.0%,69.2%,23.1%
2021-11-08,MAD Lions,23 - 17,57.5%,78.3%,35.3%
2021-11-08,HAVU,19 - 11,63.3%,78.9%,18.2%
2021-11-08,SAW,15 - 19,44.1%,66.7%,36.8%
2021-11-08,FURIA,15 - 21,50.0%,78.6%,21.1%
2021-11-08,forZe,24 - 18,57.1%,79.2%,27.8%
2021-11-08,Heroic,28 - 28,50.0%,82.1%,17.9%
2021-11-08,MIBR,16 - 22,50.0%,75.0%,14.3%
2021-11-08,ChocoCheck,11 - 17,39.3%,100.0%,23.5%
2021-11-08,Isurus,12 - 12,50.0%,91.7%,41.7%
2021-11-08,Sinners,25 - 25,50.0%,84.0%,32.0%
2021-11-08,Galaxy Racer,22 - 22,50.0%,95.5%,27.3%
2021-11-08,Party Astronauts,40 - 28,58.8%,70.0%,14.3%
2021-11-08,OFFSET,11 - 21,34.4%,81.8%,28.6%
2021-11-08,AVE,25 - 23,52.1%,96.0%,26.1%
2021-11-08,FunPlus Phoenix,32 - 22,59.3%,78.1%,40.9%
2021-11-08,Liquid,18 - 16,52.9%,66.7%,12.5%
2021-11-08,Stone,16 - 6,72.7%,68.8%,16.7%
2021-11-08,Vitality,19 - 17,52.8%,78.9%,17.6%
2021-11-08,BLINK,37 - 23,61.7%,81.1%,26.1%
2021-11-08,eSuba,13 - 15,46.4%,76.9%,13.3%
2021-11-08,VERTEX,28 - 30,48.3%,78.6%,40.0%
2021-11-08,Wisla Krakow,25 - 29,46.3%,80.0%,31.0%
2021-11-08,Eternal Fire,28 - 20,58.3%,78.6%,15.0%
2021-11-08,ENCE,26 - 30,46.4%,76.9%,23.3%
2021-11-08,EC Kyiv,10 - 14,41.7%,70.0%,7.1%
2021-11-08,Entropiq,31 - 31,50.0%,77.4%,22.6%
2021-11-08,ECLOT,11 - 17,39.3%,81.8%,5.9%
2021-11-08,Movistar Riders,26 - 22,54.2%,76.9%,27.3%
2021-11-08,INDE IRAE,25 - 29,46.3%,80.0%,27.6%
2021-11-08,Virtus.pro,25 - 23,52.1%,72.0%,8.7%
2021-11-08,EC Brugge,26 - 28,48.1%,80.8%,32.1%
2021-11-08,Copenhagen Flames,36 - 30,54.5%,72.2%,26.7%
2021-11-08,Unique,18 - 20,47.4%,61.1%,20.0%
2021-11-08,Nemiga,27 - 29,48.2%,81.5%,20.7%
2021-11-08,OneTap,13 - 9,59.1%,76.9%,33.3%
2021-11-08,Daugava,8 - 14,36.4%,87.5%,0.0%
2021-11-08,Triumph,16 - 14,53.3%,75.0%,35.7%
2021-11-08,DBL PONEY,20 - 18,52.6%,85.0%,16.7%
2021-11-08,K23,21 - 23,47.7%,71.4%,13.0%
2021-11-08,TeamOne,21 - 17,55.3%,81.0%,17.6%
2021-11-08,ex-PR Stars,14 - 14,50.0%,78.6%,28.6%
2021-11-08,LDLC,18 - 24,42.9%,88.9%,25.0%
2021-11-08,9z Academy,18 - 10,64.3%,83.3%,30.0%
2021-11-08,GamerLegion,17 - 19,47.2%,76.5%,10.5%
2021-11-08,Endpoint,19 - 17,52.8%,57.9%,17.6%
2021-11-08,Lynn Vision,12 - 14,46.2%,75.0%,21.4%
2021-11-08,8Ballers,21 - 11,65.6%,71.4%,18.2%
2021-11-08,NIP,22 - 22,47.7%,68.2%,35.0%
2021-11-08,Enterprise,26 - 36,41.9%,84.6%,27.8%
2021-11-08,The Big Dogs,13 - 13,50.0%,84.6%,23.1%
