Date,Team,Won / Lost,Pistol Win,Round 2 Conversion,Round 2 Break
2021-05-16,Nordavind,29 - 27,51.8%,64.3%,18.5%
2021-05-16,Lyngby Vikings,65 - 63,50.8%,83.1%,27.0%
2021-05-16,Case,41 - 43,48.8%,63.4%,34.9%
2021-05-16,Young Ninjas,52 - 52,50.0%,67.3%,25.0%
2021-05-16,MAD Lions,35 - 23,60.3%,65.7%,39.1%
2021-05-16,Sprout,42 - 34,55.3%,61.9%,17.6%
2021-05-16,AGF,28 - 42,40.0%,75.0%,26.2%
2021-05-16,G2,33 - 33,50.0%,66.7%,18.2%
2021-05-16,EC Brugge,31 - 37,45.6%,60.0%,35.1%
2021-05-16,NAVI Junior,27 - 31,46.6%,63.0%,16.1%
2021-05-16,Tricked,39 - 33,54.2%,74.4%,21.2%
2021-05-16,Izako Boars,35 - 59,37.2%,77.1%,32.2%
2021-05-16,Lilmix,29 - 31,48.3%,69.0%,16.7%
2021-05-15,Sinners,45 - 45,50.0%,77.8%,42.2%
2021-05-15,LDLC,46 - 44,51.1%,82.6%,31.8%
2021-05-15,MOUZ,36 - 30,54.5%,74.3%,23.3%
2021-05-15,K23,40 - 22,64.5%,70.0%,13.6%
2021-05-15,Fiend,68 - 52,56.7%,80.9%,34.6%
2021-05-15,Movistar Riders,60 - 56,51.7%,81.7%,17.9%
2021-05-15,forZe,49 - 47,51.0%,85.7%,34.0%
2021-05-15,AGO,41 - 49,45.6%,82.9%,30.6%
2021-05-15,SKADE,100 - 88,53.2%,78.0%,17.0%
2021-05-15,DBL PONEY,60 - 52,53.6%,78.3%,28.8%
2021-05-15,Apeks,40 - 32,55.6%,82.5%,25.0%
2021-05-15,Endpoint,49 - 53,48.0%,67.3%,45.3%
2021-05-15,Extra Salt,39 - 31,55.7%,64.1%,25.8%
2021-05-15,ENCE,34 - 32,51.5%,64.7%,34.4%
2021-05-15,BIG,38 - 28,57.6%,73.7%,35.7%
2021-05-15,Sangal,54 - 50,51.9%,74.1%,30.6%
2021-05-15,Copenhagen Flames,58 - 50,53.7%,81.0%,22.0%
2021-05-15,Anonymo,55 - 49,52.9%,78.2%,6.1%
2021-05-15,Lyngby Vikings,70 - 68,50.7%,82.9%,26.5%
2021-05-15,Case,44 - 46,48.9%,63.6%,37.0%
2021-05-15,EC Brugge,36 - 38,48.6%,62.9%,34.2%
2021-05-15,Young Ninjas,49 - 53,48.0%,65.3%,26.4%
2021-05-15,G2,33 - 33,50.0%,66.7%,18.2%
2021-05-15,AGF,32 - 48,40.0%,78.1%,25.0%
2021-05-15,Sprout,42 - 32,56.8%,64.3%,15.6%
2021-05-15,Tricked,39 - 33,54.2%,74.4%,21.2%
2021-05-15,Izako Boars,35 - 59,37.2%,77.1%,32.2%
2021-05-14,Sinners,45 - 45,50.0%,77.8%,42.2%
2021-05-14,LDLC,46 - 44,51.1%,82.6%,31.8%
2021-05-14,MOUZ,36 - 30,54.5%,74.3%,23.3%
2021-05-14,Fiend,66 - 50,56.9%,80.3%,36.0%
2021-05-14,Movistar Riders,61 - 57,51.7%,82.0%,17.5%
2021-05-14,AGO,40 - 48,45.5%,82.5%,29.2%
2021-05-14,forZe,49 - 47,51.0%,85.7%,34.0%
2021-05-14,SKADE,105 - 93,53.0%,77.1%,18.3%
2021-05-14,DBL PONEY,62 - 52,54.4%,77.4%,28.8%
2021-05-14,Endpoint,49 - 53,48.0%,67.3%,45.3%
2021-05-14,Apeks,41 - 35,53.9%,82.9%,25.7%
2021-05-14,ENCE,37 - 35,51.4%,64.9%,34.3%
2021-05-14,Copenhagen Flames,59 - 51,53.6%,81.4%,21.6%
2021-05-14,BIG,38 - 28,57.6%,73.7%,35.7%
2021-05-14,Sangal,56 - 50,52.8%,73.2%,30.6%
2021-05-14,Extra Salt,39 - 35,52.7%,64.1%,28.6%
2021-05-14,MAD Lions,38 - 28,57.6%,68.4%,42.9%
2021-05-14,Anonymo,56 - 48,53.8%,80.4%,6.2%
2021-05-14,Case,47 - 53,47.0%,66.0%,37.7%
2021-05-14,Lyngby Vikings,70 - 68,50.7%,82.9%,26.5%
2021-05-14,EC Brugge,35 - 35,50.0%,64.7%,28.6%
2021-05-14,Young Ninjas,49 - 53,48.0%,65.3%,26.4%
2021-05-14,Izako Boars,44 - 60,42.3%,75.0%,35.0%
2021-05-14,G2,33 - 33,50.0%,66.7%,18.2%
2021-05-14,AGF,32 - 48,40.0%,78.1%,25.0%
2021-05-14,Tricked,39 - 33,54.2%,74.4%,21.2%
2021-05-14,Sprout,39 - 31,55.7%,61.5%,12.9%
2021-05-13,Sinners,45 - 45,50.0%,77.8%,42.2%
2021-05-13,MOUZ,36 - 30,54.5%,74.3%,23.3%
2021-05-13,LDLC,53 - 49,52.0%,83.0%,30.6%
2021-05-13,Fiend,64 - 48,57.1%,82.8%,35.4%
2021-05-13,Movistar Riders,61 - 57,51.7%,82.0%,17.5%
2021-05-13,forZe,49 - 47,51.0%,85.7%,34.0%
2021-05-13,AGO,43 - 51,45.7%,81.4%,31.4%
2021-05-13,DBL PONEY,63 - 55,53.4%,77.8%,30.9%
2021-05-13,SKADE,105 - 93,53.0%,77.1%,18.3%
2021-05-13,Copenhagen Flames,57 - 47,54.8%,80.7%,23.4%
2021-05-13,Endpoint,49 - 57,46.2%,67.3%,43.9%
2021-05-13,BIG,38 - 28,57.6%,73.7%,35.7%
2021-05-13,Case,49 - 51,49.0%,65.3%,39.2%
2021-05-13,Sangal,55 - 47,53.9%,72.7%,32.6%
2021-05-13,Apeks,43 - 37,53.8%,81.4%,24.3%
2021-05-13,Extra Salt,38 - 32,54.3%,63.2%,28.1%
2021-05-13,ENCE,35 - 33,51.5%,65.7%,30.3%
2021-05-13,MAD Lions,38 - 28,57.6%,68.4%,42.9%
2021-05-13,Anonymo,55 - 49,52.9%,80.0%,6.1%
2021-05-13,Lyngby Vikings,70 - 68,50.7%,82.9%,26.5%
2021-05-13,EC Brugge,35 - 35,50.0%,64.7%,28.6%
2021-05-13,NAVI Junior,32 - 34,48.5%,62.5%,23.5%
2021-05-13,G2,37 - 33,52.9%,67.6%,18.2%
2021-05-13,100PG,32 - 34,48.5%,53.1%,20.6%
2021-05-13,AGF,28 - 40,41.2%,78.6%,22.5%
2021-05-13,Izako Boars,42 - 58,42.0%,73.8%,34.5%
2021-05-13,Sprout,41 - 35,53.9%,63.4%,14.3%
2021-05-13,Young Ninjas,51 - 55,48.1%,68.6%,23.6%
2021-05-13,Tricked,36 - 30,54.5%,72.2%,23.3%
2021-05-12,MOUZ,36 - 30,54.5%,74.3%,23.3%
2021-05-12,Sinners,46 - 44,51.1%,76.1%,38.6%
2021-05-12,LDLC,53 - 49,52.0%,83.0%,30.6%
2021-05-12,Chiefs,28 - 36,43.8%,78.6%,41.7%
2021-05-12,K23,43 - 21,67.2%,79.1%,19.0%
2021-05-12,Fiend,61 - 45,57.5%,82.0%,33.3%
2021-05-12,Movistar Riders,61 - 57,51.7%,82.0%,17.5%
2021-05-12,AGO,43 - 51,45.7%,81.4%,31.4%
2021-05-12,DBL PONEY,63 - 55,53.4%,77.8%,30.9%
2021-05-12,SKADE,103 - 89,53.6%,77.7%,18.0%
2021-05-12,forZe,46 - 46,50.0%,84.8%,34.8%
2021-05-12,Copenhagen Flames,57 - 47,54.8%,80.7%,23.4%
2021-05-12,Endpoint,49 - 57,46.2%,67.3%,43.9%
2021-05-12,Galaxy Racer,33 - 31,51.6%,81.8%,25.8%
2021-05-12,BIG,38 - 28,57.6%,73.7%,35.7%
2021-05-12,Case,54 - 52,50.9%,66.7%,38.5%
2021-05-12,Apeks,48 - 38,55.8%,81.2%,26.3%
2021-05-12,Sangal,55 - 47,53.9%,72.7%,32.6%
2021-05-12,MAD Lions,38 - 28,57.6%,68.4%,42.9%
2021-05-12,Anonymo,55 - 49,52.9%,80.0%,6.1%
2021-05-12,EC Brugge,39 - 39,50.0%,68.4%,33.3%
2021-05-12,ENCE,34 - 30,53.1%,64.7%,33.3%
2021-05-12,Lyngby Vikings,60 - 62,49.2%,83.3%,22.6%
2021-05-12,G2,37 - 33,52.9%,67.6%,18.2%
2021-05-12,Extra Salt,37 - 29,56.1%,62.2%,20.7%
2021-05-12,100PG,34 - 34,50.0%,52.9%,20.6%
2021-05-12,Izako Boars,42 - 58,42.0%,73.8%,34.5%
2021-05-12,Sprout,37 - 33,52.9%,62.2%,12.1%
2021-05-12,Tricked,36 - 30,54.5%,72.2%,23.3%
2021-05-12,Young Ninjas,47 - 53,47.0%,70.2%,22.6%
2021-05-11,Sinners,42 - 42,50.0%,81.0%,40.5%
2021-05-11,MOUZ,36 - 30,54.5%,74.3%,23.3%
2021-05-11,LDLC,53 - 49,52.0%,83.0%,30.6%
2021-05-11,Chiefs,28 - 36,43.8%,78.6%,41.7%
2021-05-11,K23,43 - 21,67.2%,79.1%,19.0%
2021-05-11,Fiend,61 - 45,57.5%,82.0%,33.3%
2021-05-11,Movistar Riders,55 - 53,50.9%,85.5%,17.0%
2021-05-11,SKADE,99 - 87,53.2%,77.8%,18.4%
2021-05-11,AGO,43 - 51,45.7%,81.4%,31.4%
2021-05-11,forZe,43 - 43,50.0%,83.7%,37.2%
2021-05-11,Copenhagen Flames,54 - 46,54.0%,81.5%,21.7%
2021-05-11,DBL PONEY,59 - 55,51.8%,76.3%,30.9%
2021-05-11,Endpoint,49 - 57,46.2%,67.3%,43.9%
2021-05-11,Galaxy Racer,33 - 31,51.6%,81.8%,25.8%
2021-05-11,BIG,38 - 28,57.6%,73.7%,35.7%
2021-05-11,Apeks,51 - 41,55.4%,78.4%,26.8%
2021-05-11,EC Brugge,45 - 43,51.1%,70.5%,32.6%
2021-05-11,Case,51 - 47,52.0%,68.6%,36.2%
2021-05-11,MAD Lions,38 - 28,57.6%,68.4%,42.9%
2021-05-11,Anonymo,55 - 49,52.9%,80.0%,6.1%
2021-05-11,Sangal,51 - 47,52.0%,70.6%,32.6%
2021-05-11,100PG,37 - 37,50.0%,62.2%,18.9%
2021-05-11,Lyngby Vikings,60 - 62,49.2%,83.3%,22.6%
2021-05-11,Sprout,35 - 31,53.0%,62.9%,12.9%
2021-05-11,G2,34 - 30,53.1%,67.6%,16.7%
2021-05-11,Izako Boars,35 - 49,41.7%,77.1%,34.7%
2021-05-11,Extra Salt,34 - 28,54.8%,61.8%,21.4%
2021-05-11,Lilmix,33 - 31,51.6%,66.7%,20.0%
2021-05-11,Tricked,36 - 30,54.5%,72.2%,23.3%
2021-05-11,Young Ninjas,45 - 49,47.9%,68.9%,22.4%
2021-05-10,TYLOO,34 - 30,53.1%,88.2%,40.0%
2021-05-10,Sinners,44 - 42,51.2%,77.3%,38.1%
2021-05-10,LDLC,53 - 49,52.0%,83.0%,30.6%
2021-05-10,MOUZ,33 - 29,53.2%,75.0%,20.7%
2021-05-10,Fiend,59 - 43,57.8%,81.4%,30.2%
2021-05-10,K23,42 - 22,65.6%,78.6%,18.2%
2021-05-10,Movistar Riders,53 - 49,52.0%,84.9%,18.4%
2021-05-10,forZe,41 - 41,50.0%,87.8%,39.0%
2021-05-10,SKADE,99 - 87,53.2%,77.8%,18.4%
2021-05-10,AGO,43 - 51,45.7%,81.4%,31.4%
2021-05-10,Endpoint,44 - 52,45.8%,70.5%,46.2%
2021-05-10,Copenhagen Flames,51 - 45,53.1%,80.4%,22.2%
2021-05-10,DBL PONEY,59 - 55,51.8%,76.3%,30.9%
2021-05-10,Apeks,52 - 42,55.3%,78.8%,26.2%
2021-05-10,Case,51 - 47,52.0%,68.6%,36.2%
2021-05-10,BIG,35 - 27,56.5%,74.3%,37.0%
2021-05-10,EC Brugge,46 - 44,51.1%,71.1%,34.1%
2021-05-10,MAD Lions,38 - 28,57.6%,68.4%,42.9%
2021-05-10,Anonymo,51 - 47,52.0%,78.4%,6.4%
2021-05-10,Sangal,51 - 47,52.0%,70.6%,32.6%
2021-05-10,100PG,37 - 37,50.0%,62.2%,18.9%
2021-05-10,Lyngby Vikings,60 - 62,49.2%,83.3%,22.6%
2021-05-10,Sprout,35 - 31,53.0%,62.9%,12.9%
2021-05-10,G2,34 - 30,53.1%,67.6%,16.7%
2021-05-10,Izako Boars,35 - 49,41.7%,77.1%,34.7%
2021-05-10,Extra Salt,34 - 28,54.8%,61.8%,21.4%
2021-05-10,Tricked,36 - 30,54.5%,72.2%,23.3%
2021-05-10,Young Ninjas,47 - 51,48.0%,70.2%,23.5%
2021-05-09,TYLOO,36 - 34,51.4%,88.9%,35.3%
2021-05-09,LDLC,50 - 46,52.1%,82.0%,28.3%
2021-05-09,Chiefs,26 - 34,43.3%,76.9%,41.2%
2021-05-09,Sinners,45 - 43,51.1%,77.8%,37.2%
2021-05-09,MOUZ,33 - 29,53.2%,75.0%,20.7%
2021-05-09,K23,48 - 22,68.6%,81.2%,18.2%
2021-05-09,Movistar Riders,55 - 49,52.9%,83.6%,20.4%
2021-05-09,SKADE,98 - 82,54.4%,77.6%,19.5%
2021-05-09,Fiend,53 - 41,56.4%,81.1%,29.3%
2021-05-09,forZe,41 - 43,48.8%,87.8%,39.5%
2021-05-09,AGO,43 - 51,45.7%,81.4%,31.4%
2021-05-09,Endpoint,41 - 49,45.6%,73.2%,49.0%
2021-05-09,Copenhagen Flames,45 - 39,53.6%,84.4%,23.1%
2021-05-09,EC Brugge,42 - 38,52.5%,75.6%,36.8%
2021-05-09,DBL PONEY,56 - 54,50.9%,76.8%,29.6%
2021-05-09,Apeks,47 - 35,57.3%,78.7%,25.7%
2021-05-09,Case,51 - 47,52.0%,68.6%,36.2%
2021-05-09,BIG,35 - 27,56.5%,74.3%,37.0%
2021-05-09,MAD Lions,38 - 28,57.6%,68.4%,42.9%
2021-05-09,Sangal,47 - 41,53.4%,70.2%,32.5%
2021-05-09,Anonymo,46 - 46,50.0%,76.1%,6.5%
2021-05-09,Sprout,37 - 37,50.0%,64.9%,13.5%
2021-05-09,Lyngby Vikings,60 - 62,49.2%,83.3%,22.6%
2021-05-09,AGF,23 - 37,38.3%,78.3%,24.3%
2021-05-09,100PG,36 - 34,51.4%,61.1%,17.6%
2021-05-09,G2,34 - 30,53.1%,67.6%,16.7%
2021-05-09,Izako Boars,35 - 49,41.7%,77.1%,34.7%
2021-05-09,Extra Salt,34 - 28,54.8%,61.8%,21.4%
2021-05-09,Tricked,32 - 28,53.3%,75.0%,14.3%
2021-05-09,HAVU,30 - 32,48.4%,70.0%,21.9%
2021-05-09,Young Ninjas,45 - 51,46.9%,68.9%,23.5%
2021-05-08,TYLOO,36 - 34,51.4%,88.9%,35.3%
2021-05-08,Chiefs,26 - 34,43.3%,76.9%,41.2%
2021-05-08,LDLC,50 - 48,51.0%,82.0%,27.1%
2021-05-08,Sinners,48 - 46,51.1%,79.2%,34.8%
2021-05-08,K23,48 - 22,68.6%,81.2%,18.2%
2021-05-08,MOUZ,33 - 29,53.2%,75.0%,20.7%
2021-05-08,Movistar Riders,57 - 53,51.8%,84.2%,22.6%
2021-05-08,SKADE,98 - 82,54.4%,77.6%,19.5%
2021-05-08,Fiend,50 - 40,55.6%,80.0%,27.5%
2021-05-08,forZe,42 - 44,48.8%,88.1%,38.6%
2021-05-08,EC Brugge,44 - 40,52.4%,76.7%,35.0%
2021-05-08,Endpoint,41 - 49,45.6%,73.2%,49.0%
2021-05-08,AGO,41 - 49,45.6%,82.9%,28.6%
2021-05-08,Copenhagen Flames,44 - 36,55.0%,86.4%,25.0%
2021-05-08,DBL PONEY,56 - 54,50.9%,76.8%,29.6%
2021-05-08,Apeks,47 - 35,57.3%,78.7%,25.7%
2021-05-08,Case,51 - 47,52.0%,68.6%,36.2%
2021-05-08,BIG,35 - 27,56.5%,74.3%,37.0%
2021-05-08,Anonymo,54 - 46,54.0%,77.8%,6.5%
2021-05-08,MAD Lions,38 - 28,57.6%,68.4%,42.9%
2021-05-08,Sangal,47 - 41,53.4%,70.2%,32.5%
2021-05-08,Lyngby Vikings,60 - 58,50.8%,83.3%,24.1%
2021-05-08,Sprout,41 - 39,51.2%,65.9%,12.8%
2021-05-08,G2,34 - 30,53.1%,67.6%,16.7%
2021-05-08,100PG,34 - 38,47.2%,58.8%,15.8%
2021-05-08,Izako Boars,35 - 49,41.7%,77.1%,34.7%
2021-05-08,Extra Salt,34 - 28,54.8%,61.8%,21.4%
2021-05-08,Tricked,32 - 28,53.3%,75.0%,14.3%
2021-05-08,HAVU,30 - 32,48.4%,70.0%,21.9%
2021-05-08,Young Ninjas,42 - 48,46.7%,69.0%,22.9%
2021-05-07,TYLOO,36 - 34,51.4%,88.9%,35.3%
2021-05-07,ex-Winstrike,38 - 28,57.6%,65.8%,42.9%
2021-05-07,Chiefs,26 - 34,43.3%,76.9%,41.2%
2021-05-07,LDLC,50 - 48,51.0%,82.0%,27.1%
2021-05-07,Sinners,52 - 48,52.0%,76.9%,33.3%
2021-05-07,K23,52 - 24,68.4%,80.8%,20.8%
2021-05-07,MOUZ,37 - 35,51.4%,72.2%,25.7%
2021-05-07,Movistar Riders,57 - 53,51.8%,84.2%,22.6%
2021-05-07,Endpoint,46 - 52,46.9%,73.9%,48.1%
2021-05-07,SKADE,98 - 82,54.4%,77.6%,19.5%
2021-05-07,forZe,42 - 44,48.8%,88.1%,38.6%
2021-05-07,Fiend,48 - 38,55.8%,79.2%,28.9%
2021-05-07,AGO,39 - 47,45.3%,82.1%,27.7%
2021-05-07,EC Brugge,43 - 33,56.6%,76.2%,33.3%
2021-05-07,DBL PONEY,56 - 54,50.9%,76.8%,29.6%
2021-05-07,Case,46 - 42,52.3%,67.4%,35.7%
2021-05-07,Apeks,47 - 35,57.3%,78.7%,25.7%
2021-05-07,BIG,35 - 27,56.5%,74.3%,37.0%
2021-05-07,Sangal,44 - 38,53.7%,70.5%,32.4%
2021-05-07,Anonymo,56 - 46,54.9%,76.8%,6.5%
2021-05-07,Lyngby Vikings,57 - 59,49.1%,84.2%,27.1%
2021-05-07,Copenhagen Flames,41 - 37,52.6%,82.9%,24.3%
2021-05-07,MAD Lions,37 - 25,59.7%,67.6%,44.0%
2021-05-07,Wings Up,35 - 29,54.7%,68.6%,27.6%
2021-05-07,Sprout,41 - 39,51.2%,65.9%,12.8%
2021-05-07,G2,33 - 27,55.0%,69.7%,18.5%
2021-05-07,100PG,31 - 37,45.6%,54.8%,16.2%
2021-05-07,Izako Boars,37 - 53,41.1%,78.4%,35.8%
2021-05-07,Extra Salt,34 - 28,54.8%,61.8%,21.4%
2021-05-07,Tricked,32 - 28,53.3%,75.0%,14.3%
2021-05-07,HAVU,30 - 32,48.4%,70.0%,21.9%
2021-05-07,Young Ninjas,42 - 48,46.7%,69.0%,22.9%
2021-05-06,TYLOO,36 - 34,51.4%,88.9%,35.3%
2021-05-06,ex-Winstrike,40 - 30,57.1%,67.5%,43.3%
2021-05-06,Chiefs,26 - 34,43.3%,76.9%,41.2%
2021-05-06,K23,55 - 25,68.8%,78.2%,24.0%
2021-05-06,LDLC,50 - 48,51.0%,82.0%,27.1%
2021-05-06,Sinners,52 - 48,52.0%,76.9%,33.3%
2021-05-06,MOUZ,41 - 35,53.9%,70.0%,25.7%
2021-05-06,Movistar Riders,52 - 52,50.0%,84.6%,23.1%
2021-05-06,Endpoint,45 - 49,47.9%,73.3%,44.9%
2021-05-06,SKADE,90 - 84,51.7%,76.7%,20.2%
2021-05-06,forZe,41 - 41,50.0%,87.8%,39.0%
2021-05-06,Fiend,48 - 38,55.8%,79.2%,28.9%
2021-05-06,EC Brugge,41 - 29,58.6%,75.0%,34.5%
2021-05-06,AGO,36 - 46,43.9%,83.3%,26.1%
2021-05-06,Case,46 - 42,52.3%,67.4%,35.7%
2021-05-06,DBL PONEY,54 - 52,50.9%,75.9%,28.8%
2021-05-06,BIG,35 - 27,56.5%,74.3%,37.0%
2021-05-06,Apeks,43 - 33,56.6%,79.1%,27.3%
2021-05-06,Sangal,44 - 38,53.7%,70.5%,32.4%
2021-05-06,Sprout,38 - 38,50.0%,65.8%,13.2%
2021-05-06,Nordavind,29 - 29,50.0%,65.5%,20.7%
2021-05-06,Lyngby Vikings,57 - 59,49.1%,84.2%,27.1%
2021-05-06,Anonymo,53 - 45,54.1%,77.4%,4.4%
2021-05-06,Wings Up,39 - 31,55.7%,66.7%,25.8%
2021-05-06,Copenhagen Flames,44 - 38,53.7%,84.1%,23.7%
2021-05-06,ENCE,32 - 26,55.2%,62.5%,34.6%
2021-05-06,Dignitas,35 - 29,54.7%,77.1%,41.4%
2021-05-06,100PG,31 - 37,45.6%,54.8%,16.2%
2021-05-06,Izako Boars,37 - 53,41.1%,78.4%,35.8%
2021-05-06,Extra Salt,34 - 28,54.8%,61.8%,21.4%
2021-05-06,Tricked,32 - 28,53.3%,75.0%,14.3%
2021-05-06,HAVU,33 - 37,47.1%,69.7%,18.9%
2021-05-06,Young Ninjas,39 - 47,45.3%,74.4%,23.4%
2021-05-05,ex-Winstrike,45 - 35,56.2%,68.9%,42.9%
2021-05-05,TYLOO,33 - 33,50.0%,87.9%,36.4%
2021-05-05,Chiefs,26 - 34,43.3%,76.9%,41.2%
2021-05-05,K23,55 - 25,68.8%,78.2%,24.0%
2021-05-05,MOUZ,41 - 35,53.9%,70.0%,25.7%
2021-05-05,LDLC,52 - 50,51.0%,82.7%,26.0%
2021-05-05,Sinners,54 - 50,51.9%,74.1%,32.0%
2021-05-05,Movistar Riders,52 - 52,50.0%,84.6%,23.1%
2021-05-05,SKADE,92 - 82,52.9%,77.2%,19.5%
2021-05-05,Bad News Bears,36 - 22,62.1%,75.0%,36.4%
2021-05-05,forZe,41 - 41,50.0%,87.8%,39.0%
2021-05-05,Endpoint,43 - 47,47.8%,74.4%,44.7%
2021-05-05,Fiend,48 - 38,55.8%,79.2%,28.9%
2021-05-05,EC Brugge,41 - 29,58.6%,75.0%,34.5%
2021-05-05,Sangal,39 - 33,54.2%,71.8%,31.2%
2021-05-05,Case,46 - 42,52.3%,67.4%,35.7%
2021-05-05,DBL PONEY,54 - 52,50.9%,75.9%,28.8%
2021-05-05,BIG,35 - 27,56.5%,74.3%,37.0%
2021-05-05,Apeks,43 - 33,56.6%,79.1%,27.3%
2021-05-05,Nordavind,33 - 25,56.9%,63.6%,24.0%
2021-05-05,AGO,32 - 40,44.4%,81.2%,25.0%
2021-05-05,Sprout,38 - 38,50.0%,65.8%,13.2%
2021-05-05,Anonymo,50 - 46,52.1%,78.0%,6.5%
2021-05-05,Lyngby Vikings,55 - 57,49.1%,83.6%,24.6%
2021-05-05,ENCE,32 - 26,55.2%,62.5%,34.6%
2021-05-05,Dignitas,37 - 31,54.4%,78.4%,38.7%
2021-05-05,Izako Boars,37 - 49,43.0%,78.4%,38.8%
2021-05-05,Wings Up,39 - 27,59.1%,66.7%,22.2%
2021-05-05,100PG,31 - 37,45.6%,54.8%,16.2%
2021-05-05,Extra Salt,34 - 28,54.8%,61.8%,21.4%
2021-05-05,Copenhagen Flames,37 - 35,51.4%,81.1%,22.9%
2021-05-05,HAVU,33 - 37,47.1%,69.7%,18.9%
2021-05-05,Young Ninjas,39 - 47,45.3%,74.4%,23.4%
2021-05-04,ex-Winstrike,45 - 35,56.2%,68.9%,42.9%
2021-05-04,TYLOO,30 - 30,50.0%,86.7%,33.3%
2021-05-04,Chiefs,26 - 34,43.3%,76.9%,41.2%
2021-05-04,MOUZ,41 - 35,53.9%,70.0%,25.7%
2021-05-04,K23,58 - 28,67.4%,75.9%,21.4%
2021-05-04,LDLC,52 - 50,51.0%,82.7%,26.0%
2021-05-04,Sinners,52 - 46,53.1%,73.1%,30.4%
2021-05-04,Bad News Bears,40 - 24,62.5%,72.5%,37.5%
2021-05-04,Movistar Riders,49 - 51,49.0%,83.7%,23.5%
2021-05-04,SKADE,92 - 82,52.9%,77.2%,19.5%
2021-05-04,Endpoint,41 - 43,48.8%,78.0%,44.2%
2021-05-04,forZe,33 - 37,47.1%,84.8%,37.8%
2021-05-04,Fiend,44 - 36,55.0%,81.8%,25.0%
2021-05-04,EC Brugge,41 - 29,58.6%,75.0%,34.5%
2021-05-04,Sangal,39 - 33,54.2%,71.8%,31.2%
2021-05-04,Case,46 - 42,52.3%,67.4%,35.7%
2021-05-04,DBL PONEY,54 - 52,50.9%,75.9%,28.8%
2021-05-04,Apeks,43 - 33,56.6%,79.1%,27.3%
2021-05-04,Anonymo,45 - 41,52.3%,80.0%,7.3%
2021-05-04,Nordavind,33 - 25,56.9%,63.6%,24.0%
2021-05-04,Sprout,38 - 38,50.0%,65.8%,13.2%
2021-05-04,Lyngby Vikings,55 - 57,49.1%,83.6%,24.6%
2021-05-04,AGO,30 - 32,48.4%,80.0%,21.9%
2021-05-04,Complexity,28 - 34,45.2%,85.7%,29.4%
2021-05-04,ENCE,32 - 26,55.2%,62.5%,34.6%
2021-05-04,Dignitas,37 - 31,54.4%,78.4%,38.7%
2021-05-04,Wings Up,40 - 26,60.6%,70.0%,19.2%
2021-05-04,Izako Boars,37 - 49,43.0%,78.4%,38.8%
2021-05-04,100PG,31 - 37,45.6%,54.8%,16.2%
2021-05-04,Extra Salt,34 - 28,54.8%,61.8%,21.4%
2021-05-04,G2,30 - 28,51.7%,70.0%,10.7%
2021-05-04,Copenhagen Flames,39 - 39,50.0%,82.1%,23.1%
2021-05-04,HAVU,37 - 45,45.1%,70.3%,20.0%
2021-05-04,Young Ninjas,36 - 46,43.9%,75.0%,21.7%
2021-05-03,Gambit,35 - 25,58.3%,88.6%,32.0%
2021-05-03,ex-Winstrike,48 - 38,55.8%,70.8%,42.1%
2021-05-03,TYLOO,30 - 30,50.0%,86.7%,33.3%
2021-05-03,Chiefs,26 - 34,43.3%,76.9%,41.2%
2021-05-03,MOUZ,41 - 35,53.9%,70.0%,25.7%
2021-05-03,Sinners,49 - 43,53.3%,71.4%,30.2%
2021-05-03,K23,58 - 28,67.4%,75.9%,21.4%
2021-05-03,LDLC,52 - 50,51.0%,80.8%,24.0%
2021-05-03,Bad News Bears,40 - 24,62.5%,72.5%,37.5%
2021-05-03,Movistar Riders,49 - 51,49.0%,83.7%,23.5%
2021-05-03,SKADE,92 - 82,52.9%,77.2%,19.5%
2021-05-03,Endpoint,39 - 41,48.8%,79.5%,43.9%
2021-05-03,forZe,32 - 34,48.5%,87.5%,41.2%
2021-05-03,Fiend,44 - 36,55.0%,81.8%,25.0%
2021-05-03,EC Brugge,38 - 26,59.4%,75.7%,34.6%
2021-05-03,Sangal,34 - 28,54.8%,73.5%,29.6%
2021-05-03,Case,46 - 42,52.3%,67.4%,35.7%
2021-05-03,DBL PONEY,54 - 52,50.9%,75.9%,28.8%
2021-05-03,Lilmix,30 - 28,51.7%,66.7%,29.6%
2021-05-03,Sprout,36 - 36,50.0%,66.7%,11.1%
2021-05-03,Apeks,41 - 29,58.6%,78.0%,27.6%
2021-05-03,Anonymo,45 - 41,52.3%,80.0%,7.3%
2021-05-03,Nordavind,33 - 25,56.9%,63.6%,24.0%
2021-05-03,Complexity,32 - 34,48.5%,87.5%,29.4%
2021-05-03,ENCE,33 - 27,55.0%,72.7%,33.3%
2021-05-03,Lyngby Vikings,55 - 57,49.1%,83.6%,24.6%
2021-05-03,AGO,30 - 32,48.4%,80.0%,21.9%
2021-05-03,Dignitas,37 - 31,54.4%,78.4%,38.7%
2021-05-03,Wings Up,40 - 26,60.6%,70.0%,19.2%
2021-05-03,Izako Boars,37 - 49,43.0%,78.4%,38.8%
2021-05-03,100PG,31 - 37,45.6%,54.8%,16.2%
2021-05-03,Extra Salt,34 - 28,54.8%,61.8%,21.4%
2021-05-03,G2,30 - 28,51.7%,70.0%,10.7%
2021-05-03,Copenhagen Flames,39 - 39,50.0%,82.1%,23.1%
2021-05-03,HAVU,39 - 47,45.3%,71.8%,19.1%
